,Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
62590,20141314H1127,2,2,1,1,22,5,3,0,0,0,0,0,19,1
62591,20141314H1127,2,3,2,1,20,4,3,0,0,1,0,0,19,1
62634,20141314J1635,1,1,3,1,30,6,2,10,9,0,0,0,0,1
62639,20141314K0229,1,1,1,1,23,5,2,0,0,0,0,0,9,1
62640,20141314K0229,1,2,2,1,24,5,1,0,0,1,0,0,9,1
62658,20141314L0083,1,1,1,1,33,6,2,0,0,0,0,0,9,2
62659,20141314L0083,2,2,1,1,22,5,2,0,0,0,0,0,9,1
62684,20141314M1121,1,1,1,1,19,4,3,0,0,0,0,0,9,1
62685,20141314M1121,3,2,1,2,38,7,3,0,0,0,0,0,9,1
62703,20141314N1334,2,1,1,1,26,6,3,0,0,0,0,0,9,2
62706,20141314N1407,1,1,1,1,42,7,3,0,0,0,0,0,9,1
62713,20141314O0759,1,1,1,2,32,6,2,0,0,0,0,0,9,1
62722,20141314O1728,2,1,1,2,26,6,3,0,0,0,0,0,9,3
62770,20141314S1783,1,1,1,2,26,6,3,0,0,0,0,0,9,1
62790,20141314U0539,1,1,1,1,37,7,3,0,0,0,0,0,9,1
62811,2014131510633,1,1,1,2,29,6,3,0,0,0,0,0,9,1
62812,2014131510633,1,2,2,2,24,5,3,0,0,1,0,0,9,1
62813,2014131510633,2,3,1,1,51,8,3,0,0,0,0,0,9,1
62819,2014131511173,1,1,1,1,51,8,3,0,0,0,0,0,9,3
62820,2014131511173,2,2,1,1,63,9,3,0,0,0,0,0,9,1
62827,2014131520476,1,1,1,1,82,11,3,0,0,0,0,0,9,1
62856,2014131530651,1,1,2,2,43,7,3,0,0,2,0,0,9,1
62883,2014131540495,1,1,1,1,30,6,3,0,0,0,0,0,9,1
62901,2014131550491,2,1,2,1,27,6,3,0,0,2,0,0,9,1
62958,2014131590333,1,1,1,2,27,6,3,0,0,0,0,0,9,-1
62959,2014131590333,2,2,2,2,39,7,3,0,0,1,0,0,9,1
62965,2014131590706,1,1,1,1,46,8,3,0,0,0,0,0,21,1
62966,2014131590706,2,2,1,1,33,6,3,0,0,0,0,0,21,1
63005,20141315B0750,1,1,1,1,53,8,3,0,0,0,0,0,19,-1
63045,20141315E0176,2,1,1,1,37,7,3,0,0,0,0,0,9,-1
63050,20141315E0367,2,1,1,1,48,8,3,0,0,0,0,0,9,1
63080,20141315F0489,2,1,1,2,30,6,3,0,0,0,0,0,9,1
63101,20141315G0227,1,1,1,2,23,5,3,0,0,0,0,0,9,1
63188,20141315K1144,2,1,1,1,52,8,3,0,0,0,0,0,9,3
63199,20141315L0264,2,1,1,2,22,5,3,0,0,0,0,0,9,1
63259,20141315O1260,1,1,1,2,61,9,3,0,0,0,0,0,9,2
63260,20141315O1260,1,2,2,1,14,3,3,0,0,1,0,0,9,1
63269,20141315P0377,1,1,1,1,36,7,2,0,0,0,0,0,21,1
63294,20141315Q0943,2,1,1,1,61,9,3,0,0,0,0,0,5,3
63381,2014131611058,1,1,1,1,24,5,3,0,0,0,0,0,9,1
63382,2014131611058,1,2,2,1,38,7,3,0,0,1,0,0,9,1
63383,2014131611058,1,3,2,2,11,3,3,0,0,2,0,0,9,1
63384,2014131611058,1,4,2,2,9,2,3,0,0,2,0,0,9,1
63385,2014131611058,1,5,2,2,12,3,3,0,0,2,0,0,9,1
63402,2014131621460,1,1,2,2,64,9,3,0,0,1,0,0,9,1
63411,2014131630285,2,1,1,1,32,6,3,0,0,0,0,0,9,-1
63476,2014131651627,1,1,1,1,45,7,3,0,0,0,0,0,9,-1
63477,2014131651627,2,2,1,2,23,5,3,0,0,0,0,0,9,1
63478,2014131651627,2,3,2,1,56,9,3,0,0,1,0,0,9,1
63479,2014131651627,2,4,2,1,25,5,3,0,0,2,0,0,9,1
63483,2014131660860,1,1,1,1,38,7,3,0,0,0,0,0,9,1
63486,2014131661241,1,1,1,1,58,9,2,0,0,0,0,0,5,3
63496,2014131671192,1,1,1,2,26,6,3,0,0,0,0,0,9,1
63513,2014131690221,1,1,1,1,43,7,3,0,0,0,0,0,21,2
63514,2014131690221,2,2,1,1,47,8,3,0,0,0,0,0,21,1
63567,20141316B2023,1,1,1,1,27,6,2,0,0,0,0,0,9,2
63593,20141316D0383,2,1,1,1,48,8,2,0,0,0,0,0,5,1
63656,20141316G2490,2,1,1,1,23,5,3,0,0,0,0,0,19,1
63657,20141316G2490,3,2,1,2,43,7,3,0,0,0,0,0,9,1
63658,20141316G2490,3,3,2,2,22,5,3,0,0,2,0,0,9,1
63659,20141316G2490,3,4,2,1,23,5,3,0,0,1,0,0,9,1
63699,20141316J0341,1,1,1,2,41,7,3,0,0,0,0,0,9,1
63700,20141316J0341,2,2,1,1,24,5,3,0,0,0,0,0,9,1
63770,20141316L1202,1,1,1,1,26,6,3,0,0,0,0,0,9,1
63771,20141316L1202,1,2,2,1,26,6,3,0,0,1,0,0,9,1
63817,20141316N1808,1,1,1,1,26,6,3,0,0,0,0,0,9,1
63818,20141316N1808,1,2,2,2,23,5,3,0,0,1,0,0,9,1
63857,20141316Q0306,2,1,1,1,57,9,3,0,0,0,0,0,9,1
63908,20141316S0330,1,1,1,1,51,8,3,0,0,0,0,0,9,1
63919,20141316S0684,2,1,1,2,27,6,3,0,0,0,0,0,9,-1
63920,20141316S0684,3,2,2,2,2,1,3,0,0,2,0,0,9,-1
63948,20141316U0349,3,1,2,1,29,6,3,0,0,1,0,0,9,1
64023,2014131730961,1,1,1,1,40,7,3,0,0,0,0,0,9,1
64024,2014131730961,1,2,2,2,24,5,3,0,0,1,0,0,9,1
64047,2014131740141,1,1,1,1,36,7,3,0,0,0,0,0,9,1
64058,2014131741217,2,1,2,2,51,8,2,0,0,1,0,0,9,1
64059,2014131741217,2,2,1,1,42,7,2,0,0,0,0,0,9,1
64060,2014131741217,2,3,2,2,30,6,3,0,0,2,0,0,9,1
64061,2014131741217,2,4,2,1,5,1,3,0,0,2,0,0,9,1
64062,2014131741217,2,5,2,1,3,1,3,0,0,2,0,0,9,1
64110,2014131770289,1,1,2,2,26,6,3,0,0,1,0,0,9,1
64131,2014131780608,3,1,1,2,49,8,3,0,0,0,0,0,9,1
64137,2014131780864,2,1,2,1,57,9,3,0,0,1,0,0,9,1
64184,20141317B0842,1,1,1,1,26,6,3,0,0,0,0,0,9,1
64185,20141317B1042,2,1,1,2,28,6,3,0,0,0,0,0,9,1
64186,20141317B1230,2,1,1,2,47,8,3,0,0,0,0,0,9,-1
64223,20141317D0656,2,1,2,2,32,6,3,0,0,1,0,0,19,1
64305,20141317I0221,1,1,2,2,40,7,3,0,0,1,0,0,9,1
64306,20141317I0221,1,2,1,2,46,8,2,0,0,0,0,0,9,1
64333,20141317J0833,1,1,1,2,45,7,3,0,0,0,0,0,9,1
64334,20141317J0833,2,2,1,2,19,4,3,0,0,0,0,0,9,1
64335,20141317J0949,1,1,1,2,27,6,2,0,0,0,0,0,19,1
64336,20141317J0949,2,2,1,2,27,6,3,0,0,0,0,0,9,1
64337,20141317J0949,2,3,2,2,50,8,3,0,0,1,0,0,9,1
64338,20141317J0949,2,4,2,2,26,6,3,0,0,2,0,0,9,1
64339,20141317J0949,2,5,2,2,27,6,3,0,0,2,0,0,9,1
64343,20141317J1134,3,1,1,2,30,6,3,0,0,0,0,0,9,1
64459,20141317P1668,1,1,1,2,23,5,3,0,0,0,0,0,9,-1
64460,20141317P1668,2,2,1,1,18,4,3,0,0,0,0,0,9,1
64461,20141317P1668,2,3,2,2,16,4,3,0,0,1,0,0,9,1
64462,20141317P1668,2,4,2,2,37,7,3,0,0,2,0,0,9,1
64463,20141317P1668,2,5,2,2,14,3,3,0,0,2,0,0,9,1
64464,20141317P1668,2,6,2,2,32,6,3,0,0,2,0,0,9,1
64483,20141317Q1448,2,1,2,1,27,6,3,0,0,1,0,0,9,1
64524,20141317T0877,2,1,1,1,38,7,3,0,0,0,0,0,9,1
64573,2014131810509,2,1,1,1,25,5,3,0,0,0,0,0,19,1
64574,2014131810509,2,2,2,1,21,5,3,0,0,1,0,0,19,-1
64642,2014131840798,1,1,1,1,59,9,3,0,0,0,0,0,21,1
64707,2014131880189,1,1,1,1,20,4,3,0,0,0,0,0,9,1
64729,2014131890399,2,1,1,1,52,8,3,0,0,0,0,0,9,1
64730,2014131890403,2,1,1,1,38,7,3,0,0,0,0,0,9,3
64731,2014131890689,1,1,2,1,20,4,3,0,0,2,0,0,9,3
64757,2014131891955,3,1,2,2,24,5,3,0,0,2,0,0,9,1
64791,20141318B0242,1,1,1,1,34,6,3,0,0,0,0,0,9,1
64792,20141318B0242,2,2,1,1,26,6,3,0,0,0,0,0,9,1
64793,20141318B0242,3,3,1,2,48,8,3,0,0,0,0,0,9,1
64794,20141318B0242,3,4,2,2,25,5,3,0,0,1,0,0,9,1
64838,20141318D0216,1,1,1,2,45,7,3,0,0,0,0,0,9,1
64920,20141318I0608,1,1,1,2,25,5,3,0,0,0,0,0,9,3
64938,20141318J0689,1,1,1,2,22,5,3,0,0,0,0,0,9,2
64939,20141318J0689,1,2,2,2,44,7,3,0,0,1,0,0,9,2
64946,20141318J1274,1,1,1,2,34,6,3,0,0,0,0,0,9,1
64947,20141318J1274,1,2,2,2,5,1,3,0,0,2,0,0,9,1
64983,20141318L0128,1,1,1,2,35,6,3,0,0,0,0,0,9,1
65066,20141318P1446,2,1,1,2,41,7,3,0,0,0,0,0,9,-1
65067,20141318P1446,2,2,2,2,17,4,3,0,0,1,0,0,9,1
65068,20141318P1446,2,3,2,2,10,2,3,0,0,2,0,0,9,1
65069,20141318P1446,2,4,2,2,18,4,3,0,0,2,0,0,9,1
65072,20141318P1596,1,1,1,2,21,5,3,0,0,0,0,0,9,1
65074,20141318Q0076,1,1,3,2,63,9,2,10,1,0,0,0,0,1
65103,20141318S0227,2,1,1,1,34,6,3,0,0,0,0,0,9,1
65143,20141318T1096,1,1,1,2,35,6,3,0,0,0,0,0,9,1
65144,20141318T1096,1,2,2,2,29,6,3,0,0,1,0,0,9,1
65261,2014131960901,1,1,1,1,29,6,3,0,0,0,0,0,9,1
65262,2014131960901,1,2,2,1,60,9,3,0,0,1,0,0,9,1
65263,2014131960901,1,3,2,2,58,9,3,0,0,2,0,0,9,1
65264,2014131960901,1,4,2,2,27,6,3,0,0,2,0,0,9,1
65287,2014131980017,1,1,1,1,35,6,2,0,0,0,0,0,9,1
65315,2014131990674,2,1,1,1,27,6,3,0,0,0,0,0,9,1
65345,20141319A1171,1,1,1,2,45,7,3,0,0,0,0,0,9,3
65453,20141319G0301,2,1,1,1,48,8,3,0,0,0,0,0,9,2
65459,20141319G0953,1,4,2,1,30,6,3,0,0,1,0,0,21,1
65460,20141319G0953,2,1,1,2,20,4,3,0,0,0,0,0,9,1
65461,20141319G0953,2,2,2,1,30,6,3,0,0,1,0,0,9,1
65462,20141319G0953,2,3,2,2,22,5,3,0,0,2,0,0,9,1
65516,20141319J1099,1,1,1,2,26,6,3,0,0,0,0,0,9,1
65518,20141319J1239,2,1,1,1,57,9,3,0,0,0,0,0,9,1
65519,20141319J1239,2,2,2,2,51,8,3,0,0,1,0,0,9,1
65529,20141319K0428,1,1,1,2,50,8,3,0,0,0,0,0,9,3
65530,20141319K0428,1,2,2,2,17,4,3,0,0,1,0,0,9,3
65708,20141319U0322,1,1,1,2,39,7,3,0,0,0,0,0,9,1
65709,20141319U0323,2,1,1,2,43,7,3,0,0,0,0,0,9,1
65710,20141319U0497,2,1,1,1,28,6,3,0,0,0,0,0,9,1
65711,20141319U0497,3,2,1,1,20,4,3,0,0,0,0,0,9,3
65712,20141319U0497,3,8,2,1,41,7,3,0,0,2,0,0,9,1
65713,20141319U0497,3,9,2,1,17,4,3,0,0,2,0,0,9,1
65714,20141319U0497,3,10,2,1,60,9,3,0,0,1,0,0,9,1
65715,20141319U0497,4,3,1,1,64,9,3,0,0,0,0,0,9,1
65716,20141319U0497,5,4,1,1,42,7,3,0,0,0,0,0,21,1
65717,20141319U0497,6,5,1,1,39,7,3,0,0,0,0,0,9,1
65718,20141319U0497,7,6,1,1,19,4,3,0,0,0,0,0,9,1
65719,20141319U0497,7,7,2,1,24,5,3,0,0,1,0,0,9,1
65783,2014131A21668,2,1,1,1,40,7,3,0,0,0,0,0,9,1
65794,2014131A30603,1,1,1,1,52,8,2,0,0,0,0,0,21,1
65875,2014131A70756,2,1,1,2,47,8,1,0,0,0,0,0,9,2
65876,2014131A70756,3,2,1,1,60,9,2,0,0,0,0,0,9,1
65888,2014131A80174,1,1,1,2,29,6,3,0,0,0,0,0,9,1
65889,2014131A80174,2,2,1,2,40,7,3,0,0,0,0,0,9,1
65925,2014131AA0216,2,1,1,1,29,6,2,0,0,0,0,0,5,1
65949,2014131AA1071,3,1,1,1,55,8,3,0,0,0,0,0,9,1
65962,2014131AB0359,1,1,1,1,63,9,3,0,0,0,0,0,9,1
65963,2014131AB0359,2,2,1,1,43,7,3,0,0,0,0,0,8,1
65964,2014131AB0359,2,3,2,1,28,6,3,0,0,2,0,0,8,1
65969,2014131AB1058,1,1,2,1,23,5,3,0,0,2,0,0,9,1
65970,2014131AB1058,1,2,2,1,20,4,3,0,0,2,0,0,9,1
65971,2014131AB1058,1,3,2,1,21,5,3,0,0,1,0,0,9,1
65972,2014131AB1058,1,4,2,1,19,4,3,0,0,2,0,0,9,1
65994,2014131AD0412,1,1,1,2,17,4,3,0,0,0,0,0,9,1
66021,2014131AE1134,1,1,1,2,46,8,3,0,0,0,0,0,9,1
66022,2014131AE1316,1,1,1,1,47,8,3,0,0,0,0,0,9,1
66025,2014131AE1610,1,1,1,1,37,7,2,0,0,0,0,0,9,1
66026,2014131AE1610,2,2,1,2,40,7,2,0,0,0,0,0,9,2
66027,2014131AE1610,3,3,1,1,29,6,3,0,0,0,0,0,9,1
66100,2014131AH0546,2,1,1,1,56,9,3,0,0,0,0,0,9,1
66151,2014131AJ1579,2,1,1,1,29,6,3,0,0,0,0,0,9,1
66192,2014131AM1173,1,1,1,1,22,5,3,0,0,0,0,0,3,1
66259,2014131AP1200,1,1,1,1,53,8,3,0,0,0,0,0,9,1
66266,2014131AP1758,1,1,2,2,31,6,3,0,0,1,0,0,9,-1
66267,2014131AP1758,2,2,1,2,28,6,3,0,0,0,0,0,9,1
66268,2014131AP1758,2,3,2,2,19,4,3,0,0,1,0,0,9,1
66302,2014131AR0581,2,1,1,2,25,5,3,0,0,0,0,0,9,1
66303,2014131AR0581,2,2,2,2,1,1,3,0,0,2,0,0,9,1
66362,2014131AT1154,1,1,1,1,59,9,3,0,0,0,0,0,9,1
66363,2014131AT1154,3,2,2,1,57,9,3,0,0,2,0,0,9,1
66378,2014131AU1216,1,1,1,2,48,8,3,0,0,0,0,0,9,-1
66394,2014131AV0752,1,1,1,1,48,8,3,0,0,0,0,0,9,1
66399,2014131AV0921,2,1,2,2,40,7,3,0,0,1,0,0,9,1
66403,2014131AV1394,1,1,1,1,36,7,3,0,0,0,0,0,9,2
66441,2014131B30479,2,1,2,1,45,7,3,0,0,1,0,0,9,1
66451,2014131B31100,1,1,1,1,19,4,3,0,0,0,0,0,9,1
66479,2014131B50311,2,1,1,1,46,8,3,0,0,0,0,0,19,3
66498,2014131B60239,1,1,1,1,44,7,3,0,0,0,0,0,19,2
66532,2014131B71215,2,1,1,1,38,7,3,0,0,0,0,0,9,1
66590,2014131BA0297,1,1,1,1,19,4,3,0,0,0,0,0,9,1
66603,2014131BA1118,2,1,1,2,33,6,3,0,0,0,0,0,9,2
66638,2014131BC0797,2,1,1,2,38,7,3,0,0,0,0,0,9,1
66696,2014131BE0816,1,1,1,2,57,9,3,0,0,0,0,0,9,1
66697,2014131BE0816,2,2,1,2,18,4,3,0,0,0,0,0,9,1
66698,2014131BE0816,3,3,1,2,23,5,3,0,0,0,0,0,9,1
66706,2014131BE1164,1,1,1,2,22,5,3,0,0,0,0,0,9,1
66715,2014131BE1292,3,1,1,1,20,4,3,0,0,0,0,0,9,1
66787,2014131BI1005,3,1,2,1,21,5,3,0,0,1,0,0,19,1
66901,2014131BO0998,1,1,1,1,40,7,3,0,0,0,0,0,19,1
66991,2014131BS0453,1,1,1,1,55,8,3,0,0,0,0,0,19,1
66992,2014131BS0453,2,2,1,1,42,7,3,0,0,0,0,0,9,1
66993,2014131BS0453,2,3,2,1,48,8,3,0,0,1,0,0,9,-1
66994,2014131BS0453,2,4,2,2,26,6,3,0,0,2,0,0,9,1
66995,2014131BS0453,2,5,2,2,23,5,3,0,0,2,0,0,9,1
67000,2014131BS1026,1,1,1,2,25,5,3,0,0,0,0,0,9,1
67001,2014131BS1026,2,2,1,1,21,5,3,0,0,0,0,0,9,-1
67051,2014131BU1087,1,1,1,1,48,8,3,0,0,0,0,0,9,1
67073,2014131C20758,1,1,1,1,31,6,3,0,0,0,0,0,21,1
67087,2014131C30535,2,1,1,1,61,9,3,0,0,0,0,0,9,1
67088,2014131C30631,2,1,1,1,23,5,3,0,0,0,0,0,9,1
67093,2014131C31091,1,1,1,1,27,6,3,0,0,0,0,0,5,1
67132,2014131C50592,1,1,1,2,55,8,3,0,0,0,0,0,9,1
67133,2014131C50592,1,2,2,1,54,8,3,0,0,1,0,0,9,1
67146,2014131C51234,2,1,1,1,61,9,3,0,0,0,0,0,9,1
67153,2014131C51895,1,1,1,2,26,6,3,0,0,0,0,0,9,1
67157,2014131C60412,2,1,1,1,27,6,3,0,0,0,0,0,90,1
67161,2014131C60588,1,1,1,2,29,6,3,0,0,0,0,0,9,1
67162,2014131C60588,2,2,1,2,46,8,3,0,0,0,0,0,9,2
67163,2014131C60588,3,3,1,2,57,9,3,0,0,0,0,0,9,1
67171,2014131C60843,1,1,1,1,32,6,3,0,0,0,0,0,9,1
67172,2014131C60843,2,2,1,1,18,4,3,0,0,0,0,0,9,1
67174,2014131C61091,1,1,1,1,30,6,3,0,0,0,0,0,9,1
67196,2014131C80509,2,1,1,2,68,10,3,0,0,0,0,0,9,1
67197,2014131C80509,2,2,2,2,66,10,3,0,0,2,0,0,9,-1
67211,2014131C90446,2,1,1,2,52,8,3,0,0,0,0,0,9,1
67212,2014131C90446,2,2,2,2,52,8,3,0,0,1,0,0,9,1
67231,2014131CA0292,1,1,1,1,44,7,3,0,0,0,0,0,21,1
67284,2014131CB1580,1,1,1,2,29,6,3,0,0,0,0,0,9,1
67300,2014131CC1002,1,1,2,2,33,6,2,0,0,2,0,0,9,1
67301,2014131CC1002,1,2,2,2,46,8,3,0,0,1,0,0,9,3
67302,2014131CC1002,1,3,1,2,57,9,3,0,0,0,0,0,9,1
67329,2014131CD1095,2,1,1,2,21,5,3,0,0,0,0,0,9,1
67341,2014131CE0177,2,1,2,1,44,7,3,0,0,2,0,0,8,1
67357,2014131CF0153,2,1,1,2,48,8,3,0,0,0,0,0,9,1
67360,2014131CF0317,2,1,1,2,23,5,3,0,0,0,0,0,19,1
67394,2014131CG1477,1,1,1,1,19,4,3,0,0,0,0,0,9,-1
67395,2014131CG1477,2,2,1,1,44,7,3,0,0,0,0,0,9,1
67396,2014131CG1477,2,3,2,2,32,6,3,0,0,1,0,0,9,1
67397,2014131CG1477,2,4,2,2,19,4,3,0,0,2,0,0,9,1
67414,2014131CH1200,2,1,1,1,28,6,3,0,0,0,0,0,9,1
67415,2014131CH1200,4,2,1,1,27,6,3,0,0,0,0,0,9,1
67424,2014131CH1480,1,1,1,1,47,8,3,0,0,0,0,0,9,-1
67441,2014131CI1517,2,1,1,2,23,5,3,0,0,0,0,0,9,1
67443,2014131CI1594,1,1,3,1,51,8,1,8,9,0,0,0,0,-1
67460,2014131CJ1219,2,1,1,1,41,7,3,0,0,0,0,0,19,1
67523,2014131CN1086,1,1,1,2,21,5,3,0,0,0,0,0,9,1
67564,2014131CQ0293,1,1,1,2,23,5,3,0,0,0,0,0,9,1
67565,2014131CQ0354,1,1,1,1,32,6,3,0,0,0,0,0,9,1
67650,201414A000314,1,1,1,2,23,5,3,0,0,0,0,0,9,1
67651,201414A000314,1,2,2,1,29,6,3,0,0,1,0,0,9,1
67661,201414A004414,2,1,1,2,41,7,3,0,0,0,0,0,9,1
67698,201414A010714,2,1,1,1,26,6,3,0,0,0,0,0,9,1
67699,201414A010814,1,1,2,1,37,7,3,0,0,2,0,0,9,1
67700,201414A010814,1,2,2,2,58,9,3,0,0,1,0,0,9,1
67748,201414A018514,1,1,1,1,29,6,3,0,0,0,0,0,21,1
67749,201414A018514,2,2,1,1,43,7,3,0,0,0,0,0,21,2
67750,201414A018714,1,1,1,1,51,8,2,0,0,0,0,0,9,1
67752,201414A019214,1,1,1,1,22,5,3,0,0,0,0,0,9,1
67753,201414A019814,1,1,1,2,18,4,3,0,0,0,0,0,9,1
67754,201414A019814,2,2,1,2,45,7,3,0,0,0,0,0,9,2
67831,201414A033714,2,1,1,1,52,8,3,0,0,0,0,0,9,1
67832,201414A034014,2,1,1,2,20,4,3,0,0,0,0,0,9,1
67833,201414A034014,3,2,1,1,49,8,3,0,0,0,0,0,9,1
67834,201414A034014,4,3,1,1,25,5,3,0,0,0,0,0,9,1
67917,201414A045214,2,1,1,1,73,10,3,0,0,0,0,0,9,3
67918,201414A045214,2,3,2,2,71,10,3,0,0,1,0,0,9,3
67919,201414A045214,3,2,1,1,55,8,3,0,0,0,0,0,9,1
67935,201414A048614,1,1,1,1,57,9,3,0,0,0,0,0,19,1
67936,201414A048614,1,2,2,2,39,7,3,0,0,0,0,0,19,1
67937,201414A048614,1,3,2,2,14,3,3,0,0,0,0,0,19,1
67938,201414A048614,1,4,2,1,7,2,3,0,0,0,0,0,19,1
67939,201414A048614,1,5,2,1,10,2,3,0,0,0,0,0,19,1
67940,201414A048714,3,1,1,2,25,5,3,0,0,0,0,0,9,1
67941,201414A048714,3,2,2,2,26,6,3,0,0,1,0,0,9,2
67942,201414A048714,3,3,2,2,29,6,3,0,0,2,0,0,9,3
67943,201414A048714,3,4,2,2,31,6,3,0,0,1,0,0,9,3
67961,201414A053814,2,1,1,1,41,7,3,0,0,0,0,0,9,1
67965,201414A054314,1,1,1,2,58,9,3,0,0,0,0,0,9,1
67966,201414A054314,1,2,2,2,49,8,3,0,0,1,0,0,9,1
67974,201414A055214,1,1,1,1,34,6,3,0,0,0,0,0,9,2
67975,201414A055214,1,3,2,2,34,6,3,0,0,1,0,0,9,2
67976,201414A055214,2,2,2,2,22,5,3,0,0,2,0,0,9,1
67988,201414A056814,2,1,1,2,31,6,3,0,0,0,0,0,9,3
68002,201414A060614,1,1,1,1,67,10,3,0,0,0,0,0,5,1
68062,201414A072114,1,1,1,2,51,8,3,0,0,0,0,0,9,1
68063,201414A072114,3,2,1,1,52,8,3,0,0,0,0,0,9,1
68082,201414A075214,2,1,1,1,22,5,3,0,0,0,0,0,5,1
68092,201414A076614,1,1,3,1,18,4,3,9,8,0,0,0,0,1
68101,201414A077614,1,1,1,1,41,7,3,0,0,0,0,0,19,1
68113,201414A079914,1,1,1,1,48,8,3,0,0,0,0,0,9,2
68116,201414A080214,2,1,2,2,16,4,3,0,0,2,0,0,9,2
68117,201414A080214,2,2,2,2,18,4,3,0,0,2,0,0,9,2
68121,201414A081314,1,1,1,2,42,7,3,0,0,0,0,0,9,1
68127,201414A082414,1,1,1,1,52,8,2,0,0,0,0,0,5,1
68128,201414A082614,1,1,1,1,46,8,3,0,0,0,0,0,21,1
68129,201414A082614,2,2,1,1,54,8,3,0,0,0,0,0,21,1
68130,201414A082614,3,3,1,1,42,7,3,0,0,0,0,0,21,1
68132,201414A083014,1,1,1,2,26,6,3,0,0,0,0,0,9,1
68161,201414A087714,1,1,1,1,27,6,3,0,0,0,0,0,9,1
68162,201414A087714,2,2,1,2,20,4,3,0,0,0,0,0,9,1
68163,201414A087714,4,3,1,2,51,8,3,0,0,0,0,0,9,1
68164,201414A087814,1,1,1,1,46,8,3,0,0,0,0,0,9,2
68165,201414A087814,3,2,1,1,22,5,3,0,0,0,0,0,9,3
68168,201414A088214,1,1,1,1,38,7,3,0,0,0,0,0,9,1
68169,201414A088214,1,2,2,2,22,5,3,0,0,1,0,0,9,1
68174,201414A088914,1,1,1,1,51,8,3,0,0,0,0,0,21,2
68199,201414A093714,1,1,1,1,28,6,3,0,0,0,0,0,9,2
68200,201414A093714,2,2,1,1,31,6,3,0,0,0,0,0,9,1
68201,201414A093714,2,4,2,2,29,6,3,0,0,1,0,0,9,1
68202,201414A093714,2,5,2,2,-1,-1,3,0,0,2,0,0,9,-1
68203,201414A093714,2,6,2,2,-1,-1,3,0,0,2,0,0,9,-1
68204,201414A093714,2,7,2,1,-1,-1,3,0,0,2,0,0,9,-1
68205,201414A093714,3,3,1,2,23,5,3,0,0,0,0,0,9,1
68216,201414A095814,2,1,1,1,22,5,3,0,0,0,0,0,9,1
68235,201414A097714,1,1,1,1,65,9,3,0,0,0,0,0,9,1
68236,201414A097714,2,2,1,2,28,6,3,0,0,0,0,0,9,1
68237,201414A097714,3,3,1,2,62,9,3,0,0,0,0,0,9,1
68282,201414A105614,1,1,1,1,63,9,3,0,0,0,0,0,9,2
68283,201414A105614,1,2,2,2,61,9,3,0,0,1,0,0,9,2
68291,201414A107214,1,1,1,1,68,10,3,0,0,0,0,0,5,3
68292,201414A107214,1,2,2,2,56,9,3,0,0,0,0,0,5,3
68312,201414A111914,2,1,1,2,42,7,3,0,0,0,0,0,9,1
68320,201414A113914,1,1,1,1,51,8,2,0,0,0,0,0,9,1
68325,201414A114614,2,1,1,2,51,8,3,0,0,0,0,0,9,3
68331,201414A115014,1,1,1,1,46,8,3,0,0,0,0,0,21,1
68332,201414A115014,2,2,1,2,21,5,3,0,0,0,0,0,9,1
68333,201414A115014,3,3,1,1,45,7,3,0,0,0,0,0,20,1
68334,201414A115014,6,4,1,1,39,7,3,0,0,0,0,0,21,1
68340,201414A115914,2,1,1,2,32,6,3,0,0,0,0,0,9,2
68341,201414A115914,2,2,2,1,34,6,3,0,0,1,0,0,9,2
68342,201414A115914,2,3,2,1,10,2,3,0,0,2,0,0,9,2
68349,201414A117614,1,1,1,1,26,6,3,0,0,0,0,0,9,1
68396,201414A124414,3,1,1,1,48,8,3,0,0,0,0,0,9,1
68397,201414A124414,3,4,2,2,15,3,3,0,0,2,0,0,9,1
68398,201414A124414,3,5,2,1,13,3,3,0,0,2,0,0,9,1
68399,201414A124414,3,6,2,2,43,7,3,0,0,1,0,0,9,1
68400,201414A124414,4,2,1,2,31,6,3,0,0,0,0,0,9,1
68401,201414A124414,4,7,2,2,10,2,3,0,0,2,0,0,9,1
68402,201414A124414,5,3,1,1,47,8,3,0,0,0,0,0,5,1
68406,201414A125114,1,1,1,1,23,5,3,0,0,0,0,0,9,2
68407,201414A125114,2,2,1,2,44,7,3,0,0,0,0,0,9,1
68408,201414A125114,3,3,1,2,55,8,3,0,0,0,0,0,9,1
68418,201414A126514,1,1,1,1,21,5,2,0,0,0,0,0,9,1
68419,201414A126514,5,2,1,1,21,5,2,0,0,0,0,0,9,1
68465,201414A135414,1,2,2,1,18,4,3,0,0,0,0,0,19,1
68466,201414A135414,1,3,2,1,26,6,3,0,0,0,0,0,19,1
68467,201414A135414,1,4,2,1,37,7,3,0,0,0,0,0,19,1
68468,201414A135414,1,5,2,1,49,8,3,0,0,0,0,0,19,1
68469,201414A135414,2,1,1,1,25,5,3,0,0,0,0,0,19,1
68491,201414A138514,1,1,1,1,26,6,3,0,0,0,0,0,9,1
68496,201414A139114,2,1,1,1,66,10,3,0,0,0,0,0,9,1
