,Acc_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
51028,201311ND09383,2,1,2,1,6,3,0,0,2,0,0,9,1
51038,201311ND10673,1,1,1,2,5,3,0,0,0,0,0,9,1
51050,201311ND11993,2,1,1,1,6,3,0,0,0,0,0,9,3
51079,201311ND14623,2,1,1,1,7,3,0,0,0,0,0,9,1
51080,201311ND14623,2,2,2,1,7,3,0,0,1,0,0,9,1
51081,201311ND14623,2,3,2,2,7,3,0,0,2,0,0,9,1
51082,201311ND15373,1,1,2,2,7,3,0,0,1,0,0,9,1
51083,201311ND15373,2,2,2,2,2,3,0,0,2,0,0,9,1
51116,201311ND19803,1,1,1,2,7,3,0,0,0,0,0,9,1
51117,201311ND19803,1,2,2,1,6,3,0,0,1,0,0,9,1
51130,201311ND21833,1,1,1,1,8,3,0,0,0,0,0,9,1
51131,201311ND21833,1,3,2,2,7,3,0,0,1,0,0,9,-1
51132,201311ND21833,2,2,1,1,6,3,0,0,0,0,0,9,3
51165,201311ND24803,1,1,3,1,6,1,10,9,0,0,0,0,1
51168,201311ND25003,2,1,1,1,9,3,0,0,0,0,0,90,1
51169,201311ND25053,2,1,1,1,9,3,0,0,0,0,0,19,3
51170,201311ND25053,3,2,1,1,8,3,0,0,0,0,0,19,1
51171,201311ND25053,3,3,2,1,6,3,0,0,0,0,0,19,1
51175,201311ND25723,1,1,1,2,5,3,0,0,0,0,0,9,1
51178,201311ND25803,2,1,1,1,7,3,0,0,0,0,0,9,1
51484,201311NG00913,2,2,2,1,4,3,0,0,1,0,0,9,1
51485,201311NG00913,4,1,1,2,8,3,0,0,0,0,0,9,1
51524,201311NG14043,1,1,1,1,6,3,0,0,0,0,0,9,2
51525,201311NG14043,2,2,1,2,9,3,0,0,0,0,0,9,1
51526,201311NG14043,2,3,2,1,9,2,0,0,1,0,0,9,1
51527,201311NG14083,1,1,2,2,8,3,0,0,2,0,0,9,1
52116,201311SJ00783,1,1,1,1,6,3,0,0,0,0,0,9,2
52130,201311SJ02373,1,1,2,2,3,3,0,0,1,0,0,9,2
52131,201311SJ02373,1,2,2,2,3,3,0,0,2,0,0,9,2
52132,201311SJ02373,1,3,2,1,2,2,0,0,2,0,0,9,2
52133,201311SJ02373,1,4,2,2,2,2,0,0,2,0,0,9,2
52134,201311SJ02373,1,5,2,1,1,3,0,0,2,0,0,9,2
52135,201311SJ02373,1,6,2,2,1,3,0,0,2,0,0,9,2
52253,201311SJ13643,1,1,1,1,6,3,0,0,0,0,0,9,2
52254,201311SJ13643,2,2,1,1,4,3,0,0,0,0,0,9,1
52255,201311SJ13643,2,3,2,2,10,3,0,0,2,0,0,9,1
52256,201311SJ13643,4,4,2,2,9,3,0,0,1,0,0,9,1
52312,201311SJ18823,2,1,1,1,7,3,0,0,0,0,0,9,2
52313,201311SJ18823,3,2,1,1,6,3,0,0,0,0,0,9,1
52314,201311SJ18823,3,3,2,2,4,3,0,0,1,0,0,9,3
52351,201311SJ21683,2,1,2,1,7,3,0,0,1,0,0,9,2
52422,201311SJ29263,1,1,2,2,7,3,0,0,1,0,0,9,1
52442,201311SK03083,2,1,1,1,5,3,0,0,0,0,0,9,1
52443,201311SK03083,2,2,2,2,8,3,0,0,1,0,0,9,2
52460,201311SK06313,1,1,1,2,4,3,0,0,0,0,0,9,1
52471,201311SK09403,1,1,1,2,5,3,0,0,0,0,0,9,1
52495,201311SK15593,2,1,2,2,7,3,0,0,1,0,0,9,1
52514,201311SK24163,1,1,2,2,5,3,0,0,0,0,0,10,1
52515,201311SK25093,2,1,1,1,6,3,0,0,0,0,0,9,1
52516,201311SK25653,1,1,2,2,3,3,0,0,2,0,0,9,-1
52557,201311SL01183,2,1,1,1,8,3,0,0,0,0,0,9,1
52564,201311SL03513,1,1,1,1,6,1,0,0,0,0,0,9,1
52565,201311SL03513,3,2,1,1,11,3,0,0,0,0,0,9,1
52587,201311SL10873,1,1,1,1,5,3,0,0,0,0,0,9,1
52588,201311SL10873,2,2,1,1,8,3,0,0,0,0,0,19,1
52598,201311SL14193,2,1,1,2,7,3,0,0,0,0,0,9,1
52617,201311SL21733,1,1,1,1,7,1,0,0,0,0,0,9,1
52618,201311SL21733,2,2,1,1,9,3,0,0,0,0,0,21,1
52673,2013120001619,1,1,1,1,6,3,0,0,0,0,0,9,1
52737,2013120006632,1,1,2,1,11,2,0,0,1,0,0,9,3
52757,2013120008442,1,1,1,1,8,2,0,0,0,0,0,9,1
52758,2013120008442,2,2,1,1,11,2,0,0,0,0,0,9,3
52759,2013120008442,2,3,2,2,10,2,0,0,1,0,0,9,3
52760,2013120008459,1,1,1,1,7,3,0,0,0,0,0,5,1
52761,2013120008459,1,2,2,2,7,3,0,0,0,0,0,5,-1
52785,2013120009952,1,1,2,1,3,3,0,0,2,0,0,9,1
52931,2013120024225,2,1,1,1,6,3,0,0,0,0,0,9,1
52945,2013120024891,1,1,1,1,7,3,0,0,0,0,0,9,1
52948,2013120024911,2,1,1,1,4,3,0,0,0,0,0,9,2
52949,2013120024936,2,1,1,1,5,3,0,0,0,0,0,9,1
53150,2013120042011,2,1,1,1,6,3,0,0,0,0,0,9,2
53151,2013120042011,2,2,2,1,6,3,0,0,1,0,0,9,1
53164,2013120043230,1,1,1,1,6,3,0,0,0,0,0,9,1
53165,2013120043230,1,2,2,2,7,3,0,0,1,0,0,9,1
53169,2013120043646,1,1,2,2,3,3,0,0,2,0,0,9,1
53201,2013120046483,1,1,2,2,7,3,0,0,1,0,0,9,1
53240,2013120050272,1,1,1,1,8,3,0,0,0,0,0,9,3
53241,2013120050603,1,1,1,1,6,3,0,0,0,0,0,9,2
53242,2013120050603,1,2,2,1,6,3,0,0,1,0,0,9,2
53243,2013120050603,1,3,2,2,6,3,0,0,2,0,0,9,1
53244,2013120050603,1,4,2,1,1,3,0,0,2,0,0,9,1
53343,2013120058071,1,1,1,1,5,3,0,0,0,0,0,9,3
53344,2013120058071,1,2,2,1,5,3,0,0,2,0,0,9,3
53352,2013120058817,1,1,2,1,6,3,0,0,1,0,0,9,1
53359,2013120059170,1,1,1,1,6,3,0,0,0,0,0,9,1
53360,2013120059170,1,2,2,1,2,3,0,0,1,0,0,9,1
53361,2013120059295,1,1,1,1,7,3,0,0,0,0,0,9,3
53362,2013120059295,1,2,2,1,7,2,0,0,1,0,0,9,3
53378,2013120060833,1,1,1,1,8,3,0,0,0,0,0,21,3
53476,2013120070727,1,1,1,1,6,3,0,0,0,0,0,9,1
53477,2013120070727,1,2,2,1,7,3,0,0,1,0,0,9,2
53596,2013120082903,1,1,1,1,5,2,0,0,0,0,0,21,-1
53621,2013120084495,1,1,1,2,8,3,0,0,0,0,0,9,3
53622,2013120084495,1,2,2,2,4,3,0,0,1,0,0,9,3
53811,2013120098341,1,1,1,2,8,3,0,0,0,0,0,9,1
53870,2013120104183,1,1,1,2,5,3,0,0,0,0,0,9,3
53871,2013120104183,1,2,2,1,5,3,0,0,1,0,0,9,1
53904,2013120106580,1,1,1,1,9,3,0,0,0,0,0,9,1
53905,2013120106580,2,2,1,1,7,3,0,0,0,0,0,9,1
54001,2013120113392,1,1,2,1,2,3,0,0,1,0,0,9,3
54055,2013120116783,1,1,1,1,5,2,0,0,0,0,0,9,1
54079,2013120118001,1,1,1,1,8,3,0,0,0,0,0,9,1
54108,2013120120674,1,1,2,1,5,3,0,0,1,0,0,9,1
54235,2013120130289,1,1,1,2,6,2,0,0,0,0,0,9,2
54236,2013120130289,1,2,2,2,2,2,0,0,2,0,0,9,2
54237,2013120130289,1,3,2,1,6,2,0,0,1,0,0,9,2
54396,2013120140733,2,1,1,1,6,3,0,0,0,0,0,9,1
54443,2013120145726,2,1,1,2,8,3,0,0,0,0,0,9,1
54444,2013120145726,2,2,2,2,3,3,0,0,2,0,0,9,1
54445,2013120145726,2,3,2,2,3,3,0,0,1,0,0,9,-1
54535,2013120151699,1,1,1,1,6,3,0,0,0,0,0,9,3
54578,2013120155785,1,1,1,1,6,3,0,0,0,0,0,9,1
54579,2013120155785,2,2,2,2,8,3,0,0,1,0,0,9,1
54591,2013120157061,1,1,1,1,8,3,0,0,0,0,0,21,3
54754,2013120171196,1,1,1,1,5,3,0,0,0,0,0,9,1
54773,2013120172598,2,1,1,1,8,3,0,0,0,0,0,9,1
54774,2013120172598,4,2,1,1,5,3,0,0,0,0,0,9,3
54775,2013120172598,4,3,2,2,6,3,0,0,1,0,0,9,3
54778,2013120172871,1,1,2,2,9,3,0,0,1,0,0,9,1
54844,2013120177662,1,1,1,1,8,3,0,0,0,0,0,9,1
54845,2013120177662,2,2,1,1,8,2,0,0,0,0,0,9,3
54942,2013120185787,1,1,1,1,4,2,0,0,0,0,0,21,1
54984,2013120190053,1,1,1,1,5,3,0,0,0,0,0,9,2
54985,2013120190053,2,2,1,2,5,3,0,0,0,0,0,9,2
54986,2013120190053,2,3,2,1,5,3,0,0,1,0,0,9,2
55028,2013120192694,1,1,1,1,8,3,0,0,0,0,0,19,1
55070,2013120195574,1,1,1,2,5,3,0,0,0,0,0,9,-1
55071,2013120195574,1,2,2,1,6,3,0,0,1,0,0,9,-1
55081,2013120196408,2,1,1,2,7,3,0,0,0,0,0,9,3
55082,2013120196408,3,2,1,2,6,3,0,0,0,0,0,9,3
55118,2013120198517,1,1,1,1,5,3,0,0,0,0,0,9,1
55195,2013120204338,1,1,1,2,6,3,0,0,0,0,0,9,1
55291,2013120212385,1,1,1,1,7,3,0,0,0,0,0,9,3
55303,2013120213890,1,1,1,1,5,3,0,0,0,0,0,9,1
55325,2013120215421,1,1,1,1,8,3,0,0,0,0,0,9,1
55326,2013120215421,2,2,1,1,5,3,0,0,0,0,0,9,1
55327,2013120215421,2,4,2,2,4,3,0,0,1,0,0,9,1
55328,2013120215421,3,3,1,1,6,3,0,0,0,0,0,9,3
55348,2013120217641,1,3,1,1,11,3,0,0,0,0,0,9,1
55349,2013120217641,2,1,2,2,6,3,0,0,1,0,0,9,1
55350,2013120217641,2,2,1,2,6,3,0,0,0,0,0,9,-1
55362,2013120218818,1,1,1,2,4,3,0,0,0,0,0,9,1
55399,2013120222691,1,1,2,2,6,3,0,0,2,0,0,9,1
55518,2013130009691,1,1,1,2,6,3,0,0,0,0,0,9,1
55520,2013130009714,2,1,1,2,6,3,0,0,0,0,0,9,1
55725,2013130020136,1,1,1,1,5,3,0,0,0,0,0,9,1
55726,2013130020136,2,2,1,1,8,3,0,0,0,0,0,9,1
55727,2013130020136,3,3,1,2,5,3,0,0,0,0,0,9,-1
55731,2013130020426,2,1,1,1,8,3,0,0,0,0,0,9,1
55732,2013130020426,2,3,2,1,7,3,0,0,1,0,0,9,1
55733,2013130020426,3,2,1,1,6,3,0,0,0,0,0,9,1
55742,2013130020857,1,1,1,2,10,3,0,0,0,0,0,9,1
55811,2013130028874,1,1,1,1,5,2,0,0,0,0,0,9,1
55814,2013130029139,1,1,2,2,5,3,0,0,1,0,0,9,1
55817,2013130029491,1,1,2,2,6,3,0,0,1,0,0,9,1
55818,2013130029491,1,2,2,1,1,3,0,0,2,0,0,9,1
55821,2013130029831,2,1,1,2,9,3,0,0,0,0,0,9,3
55822,2013130029831,2,2,2,1,7,3,0,0,2,0,0,9,1
55827,2013130030140,2,1,1,1,7,3,0,0,0,0,0,21,1
55828,2013130030140,3,2,1,1,9,3,0,0,0,0,0,19,1
55829,2013130030140,4,3,1,1,9,3,0,0,0,0,0,9,1
55830,2013130030140,5,4,1,1,9,2,0,0,0,0,0,9,1
55877,2013130033701,2,1,1,1,8,3,0,0,0,0,0,9,2
55890,2013130034850,3,1,1,1,6,3,0,0,0,0,0,9,1
55895,2013130035642,1,1,1,2,7,3,0,0,0,0,0,21,1
55896,2013130035642,2,2,1,2,7,3,0,0,0,0,0,9,1
55897,2013130035642,2,5,2,2,4,3,0,0,0,0,0,9,-1
55898,2013130035642,4,3,1,1,8,3,0,0,0,0,0,9,1
55899,2013130035642,4,4,2,1,6,3,0,0,0,0,0,9,1
55938,2013130040168,1,1,1,1,9,3,0,0,0,0,0,9,1
55971,2013130041585,1,1,1,1,9,3,0,0,0,0,0,9,3
55972,2013130041585,1,2,2,2,8,3,0,0,1,0,0,9,3
55976,2013130042041,1,1,1,2,7,3,0,0,0,0,0,9,1
55977,2013130042041,2,2,1,1,6,3,0,0,0,0,0,9,2
55996,2013130042957,1,1,1,1,8,3,0,0,0,0,0,9,1
55997,2013130042957,2,2,1,2,6,3,0,0,0,0,0,9,1
55998,2013130042957,3,3,1,1,7,3,0,0,0,0,0,9,1
56042,2013130047103,2,1,1,1,7,3,0,0,0,0,0,9,1
56113,2013130052149,2,1,1,1,7,3,0,0,0,0,0,9,1
56145,2013130054565,1,1,1,1,7,1,0,0,0,0,0,9,1
56167,2013130055725,1,1,1,1,7,3,0,0,0,0,0,9,1
56168,2013130055725,2,2,1,1,10,2,0,0,0,0,0,9,1
56169,2013130055725,3,3,1,1,5,3,0,0,0,0,0,9,1
56204,2013130058234,1,1,1,2,7,3,0,0,0,0,0,9,-1
56205,2013130058234,2,2,1,1,8,3,0,0,0,0,0,9,1
56206,2013130058542,2,1,1,1,7,3,0,0,0,0,0,9,1
56207,2013130058542,3,2,1,1,4,3,0,0,0,0,0,9,1
56239,2013130060992,1,1,2,2,4,3,0,0,1,0,0,9,1
56243,2013130061050,1,1,1,2,9,3,0,0,0,0,0,9,1
56244,2013130061050,2,2,1,1,6,3,0,0,0,0,0,9,1
56307,2013130066195,1,1,1,1,5,3,0,0,0,0,0,9,1
56308,2013130066195,1,3,2,2,5,3,0,0,1,0,0,9,1
56309,2013130066195,1,4,2,1,1,3,0,0,2,0,0,9,1
56310,2013130066195,2,2,1,2,7,3,0,0,0,0,0,9,1
56337,2013130067640,2,1,1,1,8,3,0,0,0,0,0,19,1
56358,2013130069029,1,1,1,2,7,3,0,0,0,0,0,9,1
56373,2013130069867,2,1,1,1,7,3,0,0,0,0,0,9,1
56374,2013130069867,2,2,2,2,7,3,0,0,1,0,0,9,1
56375,2013130069867,2,3,2,1,3,3,0,0,2,0,0,9,1
56486,2013130077375,2,1,1,1,6,3,0,0,0,0,0,9,1
56507,2013130081189,1,1,1,2,8,2,0,0,0,0,0,9,1
56508,2013130081189,1,2,2,2,6,3,0,0,1,0,0,9,-1
56509,2013130081189,2,3,1,1,9,3,0,0,0,0,0,9,1
56581,2013130088435,2,1,1,1,4,2,0,0,0,0,0,9,1
56582,2013130088435,2,2,2,1,4,3,0,0,2,0,0,9,1
56583,2013130088435,2,3,2,1,4,3,0,0,1,0,0,9,1
56584,2013130088435,2,4,2,2,4,3,0,0,1,0,0,9,1
56585,2013130088435,2,5,2,2,4,3,0,0,2,0,0,9,1
56596,2013130089273,1,1,1,1,5,3,0,0,0,0,0,9,1
56614,2013130090147,2,1,1,1,6,3,0,0,0,0,0,19,1
56615,2013130090147,2,2,2,2,8,3,0,0,1,0,0,19,1
56619,2013130090374,1,1,1,2,6,3,0,0,0,0,0,19,1
56649,2013130092046,1,2,2,1,10,3,0,0,1,0,0,9,3
56650,2013130092046,2,1,1,1,10,3,0,0,0,0,0,9,1
56655,2013130093024,1,1,1,1,6,2,0,0,0,0,0,9,2
56656,2013130093064,1,1,1,1,9,3,0,0,0,0,0,9,1
56661,2013130093478,1,1,1,1,5,3,0,0,0,0,0,9,1
56719,2013130097611,2,1,1,1,7,3,0,0,0,0,0,9,1
56767,20131300B0817,1,1,1,1,7,3,0,0,0,0,0,9,1
56768,20131300B0817,2,2,1,1,7,2,0,0,0,0,0,9,1
56776,20131300B1414,1,1,1,2,8,3,0,0,0,0,0,9,-1
56777,20131300B1477,1,1,1,2,8,3,0,0,0,0,0,9,3
56779,20131300B1534,1,1,1,1,5,3,0,0,0,0,0,3,2
56808,20131300D0401,2,1,1,2,7,3,0,0,0,0,0,9,1
56809,20131300D0401,3,2,1,1,6,3,0,0,0,0,0,9,-1
56847,20131300F0559,1,1,1,2,4,3,0,0,0,0,0,9,1
56848,20131300F0559,2,2,1,2,4,3,0,0,0,0,0,9,1
56849,20131300F0559,3,3,1,1,7,3,0,0,0,0,0,19,2
56865,20131300G0289,2,1,1,2,9,3,0,0,0,0,0,9,1
56874,20131300G1050,2,1,1,1,9,3,0,0,0,0,0,9,1
56941,20131300J0503,2,1,1,1,6,3,0,0,0,0,0,9,2
56942,20131300J0503,3,2,1,1,7,3,0,0,0,0,0,9,1
56951,20131300J1683,1,1,2,2,5,3,0,0,2,0,0,9,1
56960,20131300K0961,2,1,1,1,9,3,0,0,0,0,0,9,1
56970,20131300L0053,1,1,1,1,7,2,0,0,0,0,0,9,1
56974,20131300L0357,1,1,2,2,6,3,0,0,1,0,0,9,1
56975,20131300L0357,1,2,3,1,5,3,9,7,0,0,0,0,3
56998,20131300M0676,1,1,1,1,9,1,0,0,0,0,0,9,1
56999,20131300M0676,1,2,2,2,10,2,0,0,1,0,0,9,3
57000,20131300M0676,2,3,1,1,6,3,0,0,0,0,0,19,1
57022,20131300N0198,2,1,2,2,9,3,0,0,1,0,0,9,1
57034,20131300N1196,1,1,1,1,10,3,0,0,0,0,0,9,1
57035,20131300N1196,1,2,2,2,10,3,0,0,1,0,0,9,1
57036,20131300N1196,2,3,1,2,10,3,0,0,0,0,0,9,1
57037,20131300N1196,2,4,2,2,3,3,0,0,1,0,0,9,1
57068,20131300P0237,1,1,1,1,7,3,0,0,0,0,0,9,1
57079,20131300P0717,2,1,1,1,7,3,0,0,0,0,0,5,1
57097,20131300Q0152,1,1,1,2,6,2,0,0,0,0,0,9,1
57154,20131300R1746,1,1,2,1,4,3,0,0,1,0,0,9,1
57164,20131300S0759,4,1,1,1,11,3,0,0,0,0,0,9,1
57170,20131300S1193,1,1,1,1,4,2,0,0,0,0,0,9,3
57171,20131300S1193,1,2,2,1,4,2,0,0,1,0,0,9,3
57172,20131300S1193,1,3,2,1,4,2,0,0,2,0,0,9,3
57173,20131300S1193,1,4,2,1,4,2,0,0,2,0,0,9,3
57174,20131300S1193,1,5,2,1,4,2,0,0,2,0,0,9,3
57184,20131300T0004,2,1,1,1,6,3,0,0,0,0,0,9,1
57185,20131300T0004,2,2,2,2,6,2,0,0,1,0,0,9,1
57186,20131300T0004,2,3,2,2,2,3,0,0,2,0,0,9,1
57187,20131300T0004,2,4,2,1,2,3,0,0,2,0,0,9,1
57188,20131300T0004,2,5,2,1,1,3,0,0,2,0,0,9,1
57189,20131300T0004,2,6,2,1,1,3,0,0,2,0,0,9,1
57195,20131300T0939,1,1,1,1,8,2,0,0,0,0,0,5,3
57223,20131300U1531,1,1,1,1,7,3,0,0,0,0,0,9,1
57224,20131300U1531,1,2,2,1,6,3,0,0,2,0,0,9,1
57225,20131300U1531,1,3,2,2,6,2,0,0,2,0,0,9,1
57226,20131300U1531,1,4,2,2,6,3,0,0,2,0,0,9,1
57245,2013130100761,2,1,1,1,8,3,0,0,0,0,0,19,1
57246,2013130100761,2,2,2,1,5,3,0,0,0,0,0,19,1
57400,2013130114373,2,1,1,2,8,3,0,0,0,0,0,9,1
57410,2013130114919,1,1,1,1,9,3,0,0,0,0,0,9,3
57411,2013130114919,1,3,2,1,4,3,0,0,1,0,0,9,3
57412,2013130114919,2,2,1,2,6,3,0,0,0,0,0,9,1
57413,2013130114919,2,4,2,2,9,3,0,0,1,0,0,9,1
57449,2013130118846,2,1,1,2,7,3,0,0,0,0,0,9,1
57450,2013130118846,2,2,2,1,6,3,0,0,1,0,0,9,1
57454,2013130119380,1,1,1,2,6,2,0,0,0,0,0,9,-1
57500,2013130123754,2,1,1,1,5,3,0,0,0,0,0,9,1
57503,2013130124072,1,1,1,1,5,3,0,0,0,0,0,9,1
57506,2013130124254,1,1,2,1,9,3,0,0,0,0,0,10,1
57544,2013130127297,2,1,1,2,7,3,0,0,0,0,0,9,1
57548,2013130127630,1,1,1,1,6,3,0,0,0,0,0,9,-1
57550,2013130127990,2,1,1,1,6,3,0,0,0,0,0,9,1
57553,2013130128179,1,1,1,1,8,3,0,0,0,0,0,9,1
57576,2013130131171,2,1,1,1,7,3,0,0,0,0,0,9,1
57577,2013130131171,2,2,2,1,2,3,0,0,2,0,0,9,1
57578,2013130131171,2,3,2,2,2,3,0,0,2,0,0,9,1
57592,2013130132959,1,1,2,2,11,1,0,0,2,0,0,9,-1
57593,2013130132959,2,2,1,1,8,3,0,0,0,0,0,9,1
57598,2013130133504,2,1,1,1,8,3,0,0,0,0,0,9,1
57888,2013130158892,1,1,1,2,5,3,0,0,0,0,0,9,1
57911,2013130160085,2,1,1,2,8,3,0,0,0,0,0,9,1
57943,2013130163137,1,1,1,1,7,3,0,0,0,0,0,9,1
57974,2013130165702,1,1,1,1,7,3,0,0,0,0,0,9,1
57981,2013130166800,2,1,1,2,5,3,0,0,0,0,0,9,1
57985,2013130167225,1,1,3,1,8,3,10,9,0,0,0,0,1
57991,2013130167539,1,1,1,1,7,3,0,0,0,0,0,9,-1
57992,2013130167539,2,2,1,1,7,3,0,0,0,0,0,9,1
58004,2013130168298,1,1,1,2,6,3,0,0,0,0,0,9,1
58025,2013130170247,2,1,1,2,7,3,0,0,0,0,0,9,1
58032,2013130171364,1,2,2,2,10,3,0,0,1,0,0,9,1
58033,2013130171364,1,3,1,1,10,3,0,0,0,0,0,9,1
58034,2013130171364,3,1,1,1,7,3,0,0,0,0,0,9,1
58046,2013130172761,1,1,1,1,9,2,0,0,0,0,0,11,1
58047,2013130172761,1,3,2,2,6,2,0,0,0,4,0,11,1
58048,2013130172761,1,4,2,2,8,3,0,0,0,4,0,11,1
58049,2013130172761,1,5,2,2,9,2,0,0,0,4,0,11,1
58050,2013130172761,1,6,2,2,5,2,0,0,0,4,0,11,1
58051,2013130172761,1,7,2,2,5,2,0,0,0,4,0,11,1
58052,2013130172761,1,8,2,2,8,2,0,0,0,4,0,11,1
58053,2013130172761,1,9,2,2,7,2,0,0,0,4,0,11,2
58054,2013130172761,1,10,2,2,5,2,0,0,0,4,0,11,1
58055,2013130172761,1,11,2,2,8,2,0,0,0,4,0,11,1
58056,2013130172761,1,12,2,2,6,2,0,0,0,4,0,11,1
58057,2013130172761,1,13,2,2,6,2,0,0,0,4,0,11,1
58058,2013130172761,1,14,2,2,5,2,0,0,0,4,0,11,1
58059,2013130172761,1,15,2,2,9,2,0,0,0,4,0,11,1
58060,2013130172761,1,16,2,2,4,1,0,0,0,4,0,11,1
58061,2013130172761,1,17,2,2,7,3,0,0,0,4,0,11,1
58062,2013130172761,1,18,2,2,4,2,0,0,0,4,0,11,1
58063,2013130172761,1,19,2,2,6,2,0,0,0,4,0,11,1
58064,2013130172761,1,20,2,2,5,2,0,0,0,4,0,11,-1
58065,2013130172761,1,21,2,2,6,2,0,0,0,4,0,11,1
58066,2013130172761,1,22,2,2,5,2,0,0,0,4,0,11,-1
58067,2013130172761,2,2,1,1,7,3,0,0,0,0,0,21,1
58071,2013130173186,2,1,1,1,7,3,0,0,0,0,0,9,1
58073,2013130173269,1,1,1,2,4,3,0,0,0,0,0,9,1
58074,2013130173269,2,2,1,1,7,3,0,0,0,0,0,9,1
58164,2013130179489,2,1,1,1,5,3,0,0,0,0,0,9,1
58195,2013130182471,1,1,1,2,5,3,0,0,0,0,0,9,3
58201,2013130182726,1,1,1,1,5,3,0,0,0,0,0,9,1
58202,2013130182726,2,2,1,2,7,3,0,0,0,0,0,9,1
58203,2013130182726,3,3,1,2,8,3,0,0,0,0,0,9,1
58204,2013130182726,4,4,1,1,8,3,0,0,0,0,0,9,1
58329,2013130191784,2,1,1,1,8,3,0,0,0,0,0,9,3
58423,2013130198517,1,1,1,2,7,3,0,0,0,0,0,9,1
58435,2013130199634,2,1,1,2,6,3,0,0,0,0,0,9,1
58436,2013130199839,1,1,1,2,6,3,0,0,0,0,0,9,-1
58437,2013130199839,1,2,2,2,1,3,0,0,2,0,0,9,1
58438,2013130199839,1,3,2,1,1,3,0,0,2,0,0,9,1
58439,2013130199839,2,4,1,1,6,3,0,0,0,0,0,9,-1
58508,2013130205016,1,1,1,1,8,2,0,0,0,0,0,21,1
58532,2013130206758,2,1,1,1,9,3,0,0,0,0,0,9,2
58575,2013130211258,1,1,1,2,6,3,0,0,0,0,0,9,2
58576,2013130211258,2,2,1,1,7,3,0,0,0,0,0,9,1
58577,2013130211258,3,3,1,1,7,3,0,0,0,0,0,9,1
58605,2013130213463,2,1,1,1,8,3,0,0,0,0,0,9,1
58606,2013130213463,2,2,2,2,9,3,0,0,1,0,0,9,1
58611,2013130213925,2,1,1,2,5,3,0,0,0,0,0,9,1
58627,2013130216222,1,1,1,2,6,3,0,0,0,0,0,9,1
58629,2013130216294,2,1,1,1,7,3,0,0,0,0,0,9,1
58630,2013130216294,2,2,2,2,7,3,0,0,1,0,0,9,1
58635,2013130216485,1,1,1,1,6,3,0,0,0,0,0,9,1
58636,2013130216485,1,2,2,2,2,3,0,0,1,0,0,9,1
58637,2013130216485,2,3,1,1,6,3,0,0,0,0,0,9,1
58638,2013130216485,3,4,1,1,6,3,0,0,0,0,0,9,3
58639,2013130216485,3,5,2,2,1,3,0,0,2,0,0,9,1
58640,2013130216485,3,6,2,2,6,3,0,0,1,0,0,9,3
58720,2013130222212,1,1,1,1,4,3,0,0,0,0,0,9,1
58721,2013130222212,1,2,2,1,5,3,0,0,1,0,0,9,1
58722,2013130222212,1,3,2,1,5,3,0,0,2,0,0,9,1
58723,2013130222212,1,4,2,2,5,3,0,0,2,0,0,9,-1
58781,2013130226176,1,1,1,2,6,3,0,0,0,0,0,10,-1
58784,2013130226192,1,1,1,1,11,3,0,0,0,0,0,9,1
58785,2013130226192,1,2,2,2,10,3,0,0,1,0,0,9,1
58787,2013130226239,2,1,1,2,6,3,0,0,0,0,0,9,1
58795,2013130226534,2,1,1,1,8,3,0,0,0,0,0,9,2
58815,2013130227696,1,1,1,1,6,3,0,0,0,0,0,19,1
58856,2013130229536,1,1,1,1,8,2,0,0,0,0,0,9,1
59014,2013130241045,1,1,1,1,5,3,0,0,0,0,0,9,1
59079,2013130246929,2,1,2,2,4,3,0,0,0,0,0,4,2
59099,2013130249044,1,2,2,2,7,3,0,0,1,0,0,9,-1
59100,2013130249044,2,1,2,2,9,2,0,0,2,0,0,9,1
59103,2013130249643,2,1,1,1,5,3,0,0,0,0,0,9,-1
59169,2013130253798,2,1,1,1,6,3,0,0,0,0,0,9,1
59187,2013130254951,3,1,1,1,9,3,0,0,0,0,0,9,1
59198,2013130255925,1,1,1,2,6,3,0,0,0,0,0,9,1
59208,2013130256396,2,1,1,2,6,3,0,0,0,0,0,9,1
59209,2013130256396,3,2,1,1,6,3,0,0,0,0,0,9,1
59210,2013130256396,4,3,1,2,7,3,0,0,0,0,0,9,1
59280,2013130262995,2,1,1,1,4,3,0,0,0,0,0,9,1
59293,2013130263923,1,1,1,1,7,3,0,0,0,0,0,9,1
59294,2013130263923,2,2,2,2,7,3,0,0,0,0,0,21,1
59333,2013130266277,2,1,1,1,10,3,0,0,0,0,0,90,1
59349,2013130266967,1,1,1,1,6,3,0,0,0,0,0,4,1
59376,2013130269826,1,1,2,2,6,3,0,0,1,0,0,9,1
59393,2013130271470,3,1,1,1,8,3,0,0,0,0,0,9,2
59417,2013130273591,2,1,1,1,6,3,0,0,0,0,0,9,2
59418,2013130273591,2,2,2,1,7,3,0,0,1,0,0,9,2
59433,2013130274528,1,1,1,2,8,3,0,0,0,0,0,9,1
59458,2013130277672,2,1,1,2,7,3,0,0,0,0,0,9,1
59463,2013130277980,1,1,1,1,4,2,0,0,0,0,0,9,3
