,Acc_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
69518,2011130549730,1,3,2,1,6,3,0,0,1,0,0,9,1
69519,2011130549730,2,2,1,2,6,3,0,0,0,0,0,9,1
69612,2011130555860,1,1,1,1,4,3,0,0,0,0,0,9,1
69619,2011130556508,1,1,1,1,6,3,0,0,0,0,0,21,1
69620,2011130556508,2,2,1,1,8,3,0,0,0,0,0,21,2
69621,2011130556508,2,3,2,1,8,3,0,0,0,0,0,21,1
69665,2011130559095,1,1,1,2,9,3,0,0,0,0,0,9,1
69669,2011130559358,2,1,1,2,7,3,0,0,0,0,0,9,1
69671,2011130559589,2,1,2,1,8,3,0,0,0,0,0,19,1
69672,2011130559589,2,2,2,1,8,3,0,0,0,0,0,19,1
69743,2011130564080,1,1,1,1,5,3,0,0,0,0,0,9,1
69744,2011130564111,2,1,1,1,6,3,0,0,0,0,0,9,1
69745,2011130564111,2,2,2,2,6,3,0,0,1,0,0,9,1
69759,2011130565231,2,1,2,2,7,3,0,0,1,0,0,9,-1
69760,2011130565231,2,2,2,1,1,3,0,0,2,0,0,9,-1
69761,2011130565231,2,3,2,1,1,3,0,0,2,0,0,9,-1
69800,2011130570140,2,1,1,1,7,3,0,0,0,0,0,9,3
69842,2011130574049,2,1,1,1,8,3,0,0,0,0,0,21,1
69843,2011130574049,3,2,1,1,10,3,0,0,0,0,0,9,1
69844,2011130574049,6,3,1,1,6,2,0,0,0,0,0,9,-1
69846,2011130574385,2,1,1,1,7,3,0,0,0,0,0,9,1
69910,2011130577349,2,1,1,1,10,3,0,0,0,0,0,9,1
69911,2011130577349,2,2,2,2,10,3,0,0,1,0,0,9,-1
69912,2011130577349,2,3,2,2,1,3,0,0,2,0,0,9,-1
69913,2011130577349,3,4,2,2,8,3,0,0,1,0,0,9,2
69930,2011130578446,2,1,1,2,5,3,0,0,0,0,0,9,1
70006,2011130584945,1,1,1,2,5,2,0,0,0,0,0,9,1
70026,2011130586296,1,1,1,1,5,3,0,0,0,0,0,9,1
70027,2011130586296,1,2,2,1,5,3,0,0,2,0,0,9,1
70028,2011130586296,1,3,2,1,5,3,0,0,2,0,0,9,1
70052,2011130588050,1,1,1,1,7,3,0,0,0,0,0,9,1
70058,2011130588704,2,1,1,2,6,3,0,0,0,0,0,9,3
70059,2011130588704,2,2,2,1,6,3,0,0,1,0,0,9,3
70064,2011130589156,1,1,1,1,7,3,0,0,0,0,0,9,1
70065,2011130589156,1,4,2,2,7,3,0,0,2,0,0,9,1
70066,2011130589156,1,5,2,2,3,3,0,0,1,0,0,9,1
70067,2011130589156,2,2,1,1,6,3,0,0,0,0,0,9,1
70068,2011130589156,2,6,2,2,6,3,0,0,2,0,0,9,1
70069,2011130589156,2,7,2,1,2,3,0,0,2,0,0,9,1
70070,2011130589156,3,3,1,1,5,3,0,0,0,0,0,9,1
70071,2011130589156,3,8,2,1,5,3,0,0,1,0,0,9,1
70072,2011130589156,3,9,2,1,5,3,0,0,2,0,0,9,1
70082,2011130589857,2,1,2,1,5,3,0,0,1,0,0,9,1
70089,2011130590580,1,1,1,1,6,3,0,0,0,0,0,9,1
70132,201114A002511,1,1,1,2,5,3,0,0,0,0,0,9,1
70133,201114A002511,2,2,1,2,7,3,0,0,0,0,0,9,1
70141,201114A003711,1,1,1,1,9,3,0,0,0,0,0,9,3
70142,201114A003711,2,2,1,1,7,3,0,0,0,0,0,9,1
70206,201114A015211,1,1,1,1,8,3,0,0,0,0,0,9,1
70225,201114A018311,1,1,1,1,7,3,0,0,0,0,0,9,1
70226,201114A018311,1,2,2,2,7,3,0,0,1,0,0,9,1
70263,201114A024611,1,1,1,1,7,3,0,0,0,0,0,9,1
70277,201114A026711,1,1,1,2,6,3,0,0,0,0,0,9,1
70296,201114A029511,2,1,1,1,8,3,0,0,0,0,0,9,1
70297,201114A029511,2,2,2,2,9,3,0,0,1,0,0,9,1
70304,201114A030611,2,1,1,1,8,2,0,0,0,0,0,9,2
70305,201114A030611,3,2,1,1,6,3,0,0,0,0,0,9,2
70306,201114A030711,1,1,2,2,6,3,0,0,1,0,0,9,1
70329,201114A033611,1,1,1,1,8,3,0,0,0,0,0,20,1
70337,201114A036511,1,1,1,1,8,3,0,0,0,0,0,9,1
70338,201114A036511,1,2,2,2,8,3,0,0,1,0,0,9,1
70339,201114A036711,1,1,1,2,5,3,0,0,0,0,0,9,1
70365,201114A040911,1,1,1,1,6,3,0,0,0,0,0,9,1
70386,201114A044011,2,1,1,1,6,3,0,0,0,0,0,9,1
70389,201114A044611,1,1,1,1,8,3,0,0,0,0,0,9,1
70405,201114A046711,1,1,1,1,5,3,0,0,0,0,0,9,2
70406,201114A046811,1,1,1,2,7,3,0,0,0,0,0,9,3
70407,201114A046811,2,2,1,1,8,3,0,0,0,0,0,9,1
70411,201114A047111,1,1,1,1,4,2,0,0,0,0,0,9,1
70412,201114A047311,1,3,2,2,8,3,0,0,1,0,0,9,1
70413,201114A047311,2,1,1,1,6,3,0,0,0,0,0,9,1
70414,201114A047311,3,2,1,1,7,3,0,0,0,0,0,9,3
70415,201114A047511,1,1,1,1,5,3,0,0,0,0,0,9,1
70416,201114A047511,1,2,2,1,5,3,0,0,1,0,0,9,1
70417,201114A047611,4,5,2,2,6,3,0,0,1,0,0,9,1
70418,201114A047611,6,1,1,1,5,3,0,0,0,0,0,9,1
70419,201114A047611,8,4,2,2,4,3,0,0,1,0,0,9,1
70420,201114A047611,9,2,1,1,7,3,0,0,0,0,0,9,2
70421,201114A047611,12,3,1,1,9,3,0,0,0,0,0,9,1
70460,201114A054411,2,1,2,2,7,3,0,0,2,0,0,9,1
70470,201114A056011,2,1,2,2,3,3,0,0,1,0,0,9,1
70471,201114A056011,2,2,2,1,3,3,0,0,2,0,0,9,1
70472,201114A056011,2,3,2,1,3,3,0,0,2,0,0,9,1
70488,201114A058511,2,1,1,1,6,3,0,0,0,0,0,9,2
70489,201114A058511,2,2,2,1,5,3,0,0,1,0,0,9,1
70546,201114A065911,2,1,1,2,6,3,0,0,0,0,0,9,1
70558,201114A068811,1,1,1,1,4,3,0,0,0,0,0,9,1
70559,201114A068811,1,2,2,2,4,3,0,0,1,0,0,9,1
70568,201114A070611,1,1,1,1,9,3,0,0,0,0,0,9,2
70572,201114A070911,1,1,1,1,6,3,0,0,0,0,0,9,1
70573,201114A070911,1,2,2,2,6,3,0,0,1,0,0,9,1
70603,201114A074111,1,1,2,2,8,3,0,0,1,0,0,9,-1
70604,201114A074211,1,1,1,2,8,3,0,0,0,0,0,9,1
70605,201114A074211,1,2,2,2,11,3,0,0,2,0,0,9,1
70606,201114A074211,1,3,2,1,11,3,0,0,1,0,0,9,1
70617,201114A075511,1,1,1,2,8,3,0,0,0,0,0,5,3
70618,201114A075511,1,2,2,1,8,2,0,0,0,0,0,5,3
70632,201114A078011,1,1,1,1,10,3,0,0,0,0,0,9,1
70633,201114A078011,3,2,2,2,9,2,0,0,1,0,0,9,1
70634,201114A078111,1,2,2,2,8,3,0,0,1,0,0,9,1
70635,201114A078111,2,1,1,1,7,3,0,0,0,0,0,9,1
70664,201114A081211,1,1,1,1,9,3,0,0,0,0,0,21,2
70677,201114A083211,2,1,1,1,6,3,0,0,0,0,0,9,1
70685,201114A084111,1,1,1,1,9,3,0,0,0,0,0,9,1
70686,201114A084111,1,2,2,2,7,3,0,0,1,0,0,9,1
70708,201114A086011,1,1,1,1,8,3,0,0,0,0,0,19,1
70737,201114A090611,1,1,1,1,4,3,0,0,0,0,0,9,1
70760,201114A093511,2,1,1,1,5,3,0,0,0,0,0,9,1
70770,201114A095611,3,1,1,1,7,3,0,0,0,0,0,9,1
70771,201114A095611,3,2,2,2,6,3,0,0,1,0,0,9,1
70772,201114A095611,3,3,2,1,1,3,0,0,2,0,0,9,1
70773,201114A095611,3,4,2,1,1,3,0,0,2,0,0,9,1
70800,201114A099111,1,1,1,1,8,3,0,0,0,0,0,9,1
70801,201114A099111,2,2,1,1,5,3,0,0,0,0,0,9,1
70802,201114A099111,3,3,1,2,6,3,0,0,0,0,0,9,1
70803,201114A099111,4,4,1,1,5,3,0,0,0,0,0,9,1
70804,201114A099311,1,1,1,2,8,3,0,0,0,0,0,9,3
70805,201114A099311,1,2,2,2,6,3,0,0,1,0,0,9,3
70809,201114A100711,1,1,1,1,8,3,0,0,0,0,0,9,1
70810,201114A100711,2,2,1,2,4,3,0,0,0,0,0,9,1
70811,201114A100711,2,3,2,2,4,3,0,0,1,0,0,9,1
70845,201114A104111,1,1,1,2,7,3,0,0,0,0,0,5,1
70856,201114A105411,1,1,1,1,9,3,0,0,0,0,0,9,1
70857,201114A105411,1,2,2,2,8,3,0,0,1,0,0,9,1
70883,201114A109811,1,1,1,2,9,3,0,0,0,0,0,9,1
70886,201114A110811,2,1,1,2,8,3,0,0,0,0,0,9,2
70966,201114A122411,1,1,1,2,5,3,0,0,0,0,0,9,1
70972,201114A122811,3,1,1,2,6,3,0,0,0,0,0,9,1
70981,201114A124511,1,1,1,2,6,3,0,0,0,0,0,9,1
70982,201114A124511,2,2,1,2,8,3,0,0,0,0,0,9,1
70984,201114A125011,1,1,2,2,6,3,0,0,1,0,0,9,1
71007,201114A130211,1,1,1,1,7,3,0,0,0,0,0,9,1
71035,201114A135711,1,1,2,2,6,3,0,0,1,0,0,9,1
71127,201114A151611,2,1,2,2,7,3,0,0,0,0,0,5,1
71130,201114A152111,1,1,2,2,6,3,0,0,1,0,0,9,1
71131,201114A152111,1,2,2,1,2,3,0,0,2,0,0,9,1
71149,201114A156711,1,1,1,1,5,2,0,0,0,0,0,9,1
71187,201114A163911,1,1,1,1,5,3,0,0,0,0,0,5,1
71188,201114A164011,2,1,2,2,10,3,0,0,1,0,0,9,1
71209,201114A167811,2,1,1,1,11,2,0,0,0,0,0,9,2
71210,201114A168011,1,1,1,1,5,3,0,0,0,0,0,9,1
71211,201114A168111,1,1,2,2,9,3,0,0,1,0,0,9,2
71265,201114A177211,1,1,1,1,7,3,0,0,0,0,0,19,3
71274,201114A180011,1,1,1,2,10,3,0,0,0,0,0,9,1
71275,201114A180011,2,2,1,1,7,2,0,0,0,0,0,9,1
71276,201114A180011,2,3,2,2,6,3,0,0,1,0,0,9,1
71277,201114A180111,1,1,1,1,7,3,0,0,0,0,0,9,1
71352,201114A193111,1,1,1,2,5,3,0,0,0,0,0,9,1
71353,201114A193111,2,2,1,1,8,3,0,0,0,0,0,9,1
71354,201114A193111,2,3,2,2,8,3,0,0,1,0,0,9,1
71369,201114A195111,1,1,1,2,9,3,0,0,0,0,0,9,1
71370,201114A195111,2,2,1,2,5,3,0,0,0,0,0,9,1
71386,201114A197311,1,1,1,1,9,3,0,0,0,0,0,21,1
71402,201114A198711,1,1,1,1,9,3,0,0,0,0,0,9,1
71433,201114A203111,1,1,1,1,5,3,0,0,0,0,0,9,1
71463,201114A208111,2,1,1,1,7,3,0,0,0,0,0,9,1
71476,201114B003211,1,1,1,2,7,3,0,0,0,0,0,9,1
71509,201114B008811,1,1,1,2,6,3,0,0,0,0,0,9,1
71510,201114B008811,2,2,1,1,8,3,0,0,0,0,0,9,1
71526,201114B010911,1,1,1,2,6,3,0,0,0,0,0,9,1
71531,201114B011911,1,1,1,1,10,3,0,0,0,0,0,9,1
71537,201114B012511,1,1,1,1,4,3,0,0,0,0,0,9,2
71538,201114B012511,1,2,2,1,3,3,0,0,1,0,0,9,1
71539,201114B012511,2,3,2,1,5,2,0,0,2,0,0,9,1
71540,201114B012511,2,4,1,1,5,3,0,0,0,0,0,9,1
71541,201114B012511,2,5,2,1,5,3,0,0,2,0,0,9,1
71542,201114B012511,2,6,2,1,5,3,0,0,2,0,0,9,1
71543,201114B012511,2,7,2,1,6,3,0,0,1,0,0,9,1
71568,201114B017011,2,1,2,2,6,3,0,0,1,0,0,9,1
71657,201114B032211,1,1,1,2,6,3,0,0,0,0,0,9,1
71677,201114B035011,1,1,1,2,7,3,0,0,0,0,0,9,1
71704,201114B040011,1,1,1,2,7,3,0,0,0,0,0,9,3
71705,201114B040011,2,2,1,2,6,3,0,0,0,0,0,9,1
71706,201114B040011,2,4,2,2,8,2,0,0,1,0,0,9,1
71707,201114B040011,4,3,1,1,9,3,0,0,0,0,0,9,2
71832,201114B059011,1,1,1,1,8,3,0,0,0,0,0,9,1
71850,201114B062311,1,1,1,1,4,3,0,0,0,0,0,9,1
71855,201114B063411,2,1,2,1,7,3,0,0,1,0,0,9,1
71856,201114B063411,2,2,2,1,7,3,0,0,2,0,0,9,1
71872,201114B067011,1,1,1,1,6,3,0,0,0,0,0,9,1
71887,201114B068911,2,1,1,1,6,3,0,0,0,0,0,9,1
71895,201114B069911,1,1,1,2,6,3,0,0,0,0,0,9,1
71992,201114B084911,1,1,1,2,7,3,0,0,0,0,0,9,1
71993,201114B085111,1,1,1,1,9,3,0,0,0,0,0,21,3
71994,201114B085111,2,2,1,1,7,3,0,0,0,0,0,21,1
72009,201114B087811,1,1,1,1,6,2,0,0,0,0,0,9,1
72024,201114B089311,2,1,1,2,8,3,0,0,0,0,0,9,1
72031,201114B090711,1,1,1,1,6,3,0,0,0,0,0,9,1
72032,201114B090711,1,2,2,1,6,3,0,0,1,0,0,9,1
72122,201114B110111,1,1,1,2,7,3,0,0,0,0,0,9,1
72152,201114B114811,1,1,1,1,7,3,0,0,0,0,0,9,1
72153,201114B114811,2,2,1,1,7,3,0,0,0,0,0,9,1
72173,201114B117311,1,1,1,1,9,3,0,0,0,0,0,9,1
72174,201114B117311,1,2,2,2,9,3,0,0,2,0,0,9,1
72175,201114B117311,1,3,2,2,9,3,0,0,2,0,0,9,1
72176,201114B117311,1,4,2,1,9,3,0,0,1,0,0,9,1
72177,201114B117311,1,5,2,2,9,2,0,0,2,0,0,9,1
72183,201114B118111,2,1,2,2,10,3,0,0,1,0,0,9,1
72184,201114B118611,1,1,2,2,6,3,0,0,2,0,0,9,1
72185,201114B118611,1,2,2,1,1,3,0,0,2,0,0,9,1
72186,201114B118611,1,3,2,1,2,3,0,0,2,0,0,9,1
72187,201114B118611,1,4,2,1,2,3,0,0,1,0,0,9,1
72222,201114B124911,2,1,2,2,8,3,0,0,2,0,0,9,1
72223,201114B124911,2,2,2,2,4,3,0,0,1,0,0,9,1
72224,201114B125011,1,1,1,1,7,3,0,0,0,0,0,9,1
72225,201114B125111,1,1,1,1,7,3,0,0,0,0,0,9,1
72226,201114B125111,2,2,1,1,9,3,0,0,0,0,0,9,1
72227,201114B125211,1,1,2,2,1,3,0,0,2,0,0,9,1
72257,201114C002511,1,1,1,1,9,3,0,0,0,0,0,21,1
72269,201114C006011,2,1,1,1,7,3,0,0,0,0,0,9,3
72270,201114C006011,3,2,1,2,6,3,0,0,0,0,0,9,1
72271,201114C006011,4,3,1,1,7,3,0,0,0,0,0,9,1
72294,201114C008611,1,1,1,1,6,3,0,0,0,0,0,21,2
72315,201114C010711,1,1,1,1,10,3,0,0,0,0,0,9,1
72338,201114C014111,2,1,1,2,5,3,0,0,0,0,0,9,1
72346,201114C015311,2,1,1,1,6,3,0,0,0,0,0,9,3
72364,201114C018211,1,1,2,2,8,3,0,0,0,0,0,10,1
72365,201114C018211,1,2,2,1,6,3,0,0,0,0,0,10,1
72366,201114C018211,1,3,2,2,6,3,0,0,0,0,0,10,1
72367,201114C018211,1,4,2,2,7,3,0,0,0,0,0,10,1
72368,201114C018211,1,5,2,2,4,3,0,0,0,0,0,10,1
72369,201114C018211,1,6,2,1,7,3,0,0,0,0,0,10,1
72370,201114C018211,1,7,2,2,5,3,0,0,0,0,0,10,1
72377,201114C020111,1,1,1,2,6,3,0,0,0,0,0,9,1
72396,201114C022911,1,1,1,1,4,2,0,0,0,0,0,9,1
72397,201114C022911,1,2,2,1,4,3,0,0,1,0,0,9,1
72423,201114C026711,1,1,1,2,7,3,0,0,0,0,0,9,1
72424,201114C026711,1,3,2,2,4,3,0,0,2,0,0,9,1
72425,201114C026711,1,4,2,1,6,3,0,0,1,0,0,9,1
72426,201114C026711,2,2,1,1,8,3,0,0,0,0,0,9,1
72457,201114C032111,1,1,1,2,6,3,0,0,0,0,0,9,1
72459,201114C032411,1,1,1,1,8,3,0,0,0,0,0,9,1
72509,201114C037811,2,1,1,1,6,3,0,0,0,0,0,9,3
72510,201114C037811,4,2,1,2,5,3,0,0,0,0,0,9,1
72535,201114C041111,2,1,1,1,5,3,0,0,0,0,0,9,1
72536,201114C041111,2,2,2,1,6,3,0,0,1,0,0,9,1
72537,201114C041111,2,3,2,1,5,3,0,0,2,0,0,9,1
72574,201114C046511,1,1,1,1,6,3,0,0,0,0,0,9,1
72584,201114C047811,1,1,1,1,7,3,0,0,0,0,0,9,1
72587,201114C048311,1,1,1,2,5,3,0,0,0,0,0,9,1
72588,201114C048311,1,2,2,2,5,3,0,0,1,0,0,9,-1
72611,201114C052511,1,1,1,1,4,3,0,0,0,0,0,5,1
72640,201114C056511,1,1,2,2,6,3,0,0,1,0,0,9,1
72641,201114C056511,1,2,2,2,2,3,0,0,2,0,0,9,1
72642,201114C056511,1,3,2,2,3,3,0,0,2,0,0,9,1
72644,201114C056711,2,1,1,1,6,3,0,0,0,0,0,19,1
72646,201114C057011,1,1,1,2,5,3,0,0,0,0,0,9,1
72647,201114C057011,2,2,1,1,6,3,0,0,0,0,0,9,1
72648,201114C057011,2,3,2,1,6,3,0,0,1,0,0,9,1
72687,201114C062111,2,3,2,2,11,3,0,0,1,0,0,9,1
72688,201114C062111,3,1,2,2,3,3,0,0,1,0,0,9,2
72689,201114C062111,3,2,1,2,6,3,0,0,0,0,0,9,2
72715,201114C066211,2,1,1,1,6,3,0,0,0,0,0,9,1
72716,201114C066211,3,2,1,2,8,3,0,0,0,0,0,9,1
72724,201114C067811,1,1,1,2,7,3,0,0,0,0,0,9,3
72725,201114C067811,1,3,2,1,8,3,0,0,1,0,0,9,3
72726,201114C067811,2,2,1,1,6,3,0,0,0,0,0,9,1
72727,201114C067811,2,4,2,2,5,3,0,0,1,0,0,9,1
72731,201114C068211,1,1,1,2,7,3,0,0,0,0,0,9,1
72739,201114C069611,2,1,1,2,7,3,0,0,0,0,0,9,3
72740,201114C069611,2,2,2,2,10,3,0,0,1,0,0,9,2
72741,201114C069711,1,1,1,1,11,3,0,0,0,0,0,9,1
72742,201114C069711,1,2,2,2,9,3,0,0,1,0,0,9,2
72746,201114C070211,2,1,1,1,6,3,0,0,0,0,0,9,2
72747,201114C070211,2,5,2,2,8,3,0,0,1,0,0,9,2
72748,201114C070211,3,2,1,1,8,3,0,0,0,0,0,9,1
72749,201114C070211,3,3,2,2,3,3,0,0,1,0,0,9,1
72750,201114C070211,3,4,2,2,3,3,0,0,2,0,0,9,1
72772,201114C074011,2,1,1,2,6,3,0,0,0,0,0,9,1
72812,201114C080211,1,1,1,1,7,1,0,0,0,0,0,9,1
72846,201114C084811,1,1,1,2,7,3,0,0,0,0,0,9,2
72879,201114C091711,1,1,1,1,7,3,0,0,0,0,0,20,1
72880,201114C091711,2,2,1,1,7,3,0,0,0,0,0,19,3
72881,201114C091711,3,3,1,1,8,3,0,0,0,0,0,9,1
72882,201114C091711,4,4,1,1,6,3,0,0,0,0,0,9,1
72883,201114C091711,4,5,2,1,9,3,0,0,1,0,0,9,1
72886,201114C092211,1,1,1,1,6,3,0,0,0,0,0,9,1
72887,201114C092211,2,2,1,1,5,3,0,0,0,0,0,9,1
72906,201114C094811,1,1,1,1,10,3,0,0,0,0,0,9,3
72907,201114C094811,2,2,1,1,8,3,0,0,0,0,0,21,3
72920,201114C097911,1,1,2,2,4,3,0,0,1,0,0,9,1
72921,201114C097911,1,2,2,2,5,3,0,0,2,0,0,9,1
72954,201114C105611,2,1,1,2,5,3,0,0,0,0,0,9,1
72955,201114C105611,2,2,2,1,5,3,0,0,1,0,0,9,1
72973,201114C108311,3,1,2,2,4,3,0,0,1,0,0,9,1
72988,201114C110011,1,1,1,2,7,3,0,0,0,0,0,9,1
72989,201114C110111,2,1,1,1,8,3,0,0,0,0,0,5,1
73005,201114C112411,1,1,1,1,6,3,0,0,0,0,0,9,2
73006,201114C112411,4,2,2,1,3,3,0,0,2,0,0,9,1
73007,201114C112511,1,1,1,2,5,3,0,0,0,0,0,9,1
73049,201114C119311,1,1,1,2,8,3,0,0,0,0,0,9,1
73064,201114C121211,1,1,1,2,5,3,0,0,0,0,0,9,2
73065,201114C121211,2,2,1,1,5,3,0,0,0,0,0,9,2
73073,201114C123011,1,1,1,2,5,3,0,0,0,0,0,9,1
73089,201114C126011,1,1,1,1,6,3,0,0,0,0,0,9,1
73090,201114C126011,2,2,1,1,8,3,0,0,0,0,0,19,1
73128,201114C133311,2,1,1,1,8,3,0,0,0,0,0,9,1
73129,201114C133311,2,2,2,2,9,3,0,0,1,0,0,9,1
73144,201114C135311,1,1,2,2,7,3,0,0,0,0,0,5,1
73161,201114C139411,2,1,1,1,9,3,0,0,0,0,0,21,1
73164,201114C140211,2,1,1,1,7,3,0,0,0,0,0,9,1
73215,201114C147411,2,1,1,2,9,3,0,0,0,0,0,9,1
73217,201114C147811,2,1,1,1,5,3,0,0,0,0,0,21,1
73236,201114C149811,1,1,1,1,7,3,0,0,0,0,0,9,2
73248,201114C151611,1,1,1,1,5,3,0,0,0,0,0,9,1
73303,201114K008111,1,1,1,1,7,3,0,0,0,0,0,9,1
73304,201114K008111,1,2,2,1,5,3,0,0,1,0,0,9,1
73305,201114K008111,1,3,2,2,9,3,0,0,2,0,0,9,1
73333,201114K013611,1,1,1,1,4,3,0,0,0,0,0,9,1
73379,201114K026611,1,1,1,1,7,3,0,0,0,0,0,9,2
73380,201114K026611,3,2,1,1,8,3,0,0,0,0,0,9,2
73413,201114K035711,1,1,1,1,7,3,0,0,0,0,0,9,1
73446,201114K039911,1,1,1,2,8,3,0,0,0,0,0,9,2
73447,201114K039911,2,2,1,2,5,3,0,0,0,0,0,9,1
73448,201114K039911,4,3,1,2,6,3,0,0,0,0,0,9,2
73488,201114K051011,2,1,2,1,8,3,0,0,1,0,0,9,1
73501,201114K054811,1,1,1,2,6,3,0,0,0,0,0,9,1
73502,201114K054811,2,2,1,2,5,3,0,0,0,0,0,9,1
73519,201114K057511,2,1,1,1,8,3,0,0,0,0,0,9,1
73590,201114K071511,3,1,1,1,7,3,0,0,0,0,0,9,1
73591,201114K071511,3,2,2,2,6,3,0,0,1,0,0,9,1
73701,201114K095011,2,1,1,1,7,3,0,0,0,0,0,9,1
73880,201114K130611,1,1,1,1,7,3,0,0,0,0,0,9,2
73935,201114K139411,2,1,1,1,5,3,0,0,0,0,0,9,1
73936,201114K139411,2,2,2,2,5,3,0,0,1,0,0,9,1
74020,201114K153311,1,1,1,1,9,3,0,0,0,0,0,9,1
74021,201114K153311,2,2,1,1,7,3,0,0,0,0,0,9,1
74022,201114K153311,2,4,2,2,6,3,0,0,1,0,0,9,1
74023,201114K153311,3,3,1,1,7,3,0,0,0,0,0,9,3
74026,201114K153911,1,3,2,2,5,3,0,0,1,0,0,9,1
74027,201114K153911,2,1,1,1,7,3,0,0,0,0,0,9,1
74028,201114K153911,3,2,2,2,8,3,0,0,1,0,0,9,1
74029,201114K153911,5,4,2,2,6,3,0,0,1,0,0,9,1
74030,201114K154311,1,1,1,1,6,3,0,0,0,0,0,9,1
74031,201114K154311,1,2,2,1,4,2,0,0,1,0,0,9,1
74032,201114K154311,1,3,2,2,7,2,0,0,2,0,0,9,1
74033,201114K154311,1,4,2,1,6,2,0,0,2,0,0,9,1
74170,201114K178611,1,1,1,1,5,3,0,0,0,0,0,9,1
74171,201114K178611,1,2,2,2,5,3,0,0,1,0,0,9,1
74172,201114K178611,2,3,2,1,7,3,0,0,2,0,0,9,1
74541,201114K251311,1,5,2,2,10,3,0,0,1,0,0,9,1
74542,201114K251311,2,1,1,2,6,3,0,0,0,0,0,9,2
74543,201114K251311,2,2,2,2,8,3,0,0,1,0,0,9,1
74544,201114K251311,2,3,2,2,5,3,0,0,2,0,0,9,2
74545,201114K251311,3,4,2,2,7,3,0,0,1,0,0,9,1
74553,201114K253211,2,1,1,1,7,2,0,0,0,0,0,9,3
74738,201114K282211,1,1,1,2,4,2,0,0,0,0,0,9,3
74739,201114K282211,2,2,1,2,7,3,0,0,0,0,0,9,1
74756,201114K284811,1,1,1,1,6,3,0,0,0,0,0,19,1
74762,201114K285111,1,1,1,2,8,3,0,0,0,0,0,9,1
74763,201114K285111,1,2,2,1,6,2,0,0,2,0,0,9,1
74956,201114K322811,1,1,1,2,7,3,0,0,0,0,0,9,2
74957,201114K322811,1,2,2,2,3,3,0,0,1,0,0,9,2
75751,2011160B00141,1,1,1,1,8,3,0,0,0,0,0,9,1
75768,2011160B00301,1,1,1,1,9,3,0,0,0,0,0,9,2
75784,2011160B00401,1,1,1,1,6,3,0,0,0,0,0,9,1
75818,2011160B00461,4,1,1,1,7,3,0,0,0,0,0,19,1
75866,2011160B00851,1,1,1,1,10,3,0,0,0,0,0,9,1
75867,2011160B00851,1,2,2,2,10,3,0,0,1,0,0,9,1
75871,2011160B00881,1,1,1,1,6,3,0,0,0,0,0,9,1
75884,2011160B00981,1,1,1,2,6,3,0,0,0,0,0,9,3
75921,2011160B01251,2,1,2,1,5,3,0,0,1,0,0,9,3
75925,2011160B01291,1,1,1,2,4,3,0,0,0,0,0,9,1
75933,2011160B01361,2,1,1,1,6,3,0,0,0,0,0,19,2
75934,2011160B01361,3,2,2,2,10,3,0,0,2,0,0,9,1
75946,2011160B01441,1,1,1,2,10,3,0,0,0,0,0,9,3
75958,2011160B01521,1,1,1,1,4,3,0,0,0,0,0,19,1
76045,2011160B02131,2,1,1,2,5,3,0,0,0,0,0,9,1
76068,2011160B02301,1,1,1,1,7,2,0,0,0,0,0,9,1
76131,2011160B02731,2,1,1,2,7,3,0,0,0,0,0,9,2
76134,2011160B02761,1,1,1,1,5,3,0,0,0,0,0,9,1
76226,2011160B03401,2,1,2,2,2,3,0,0,2,0,0,9,2
76360,2011160B04411,1,1,1,1,4,3,0,0,0,0,0,9,1
76361,2011160B04411,2,2,1,1,10,3,0,0,0,0,0,19,2
76367,2011160B04481,1,1,1,1,5,3,0,0,0,0,0,19,2
76368,2011160B04491,1,1,1,2,6,3,0,0,0,0,0,9,1
76405,2011160B04791,2,1,1,2,9,3,0,0,0,0,0,9,1
76410,2011160B04841,1,1,1,1,7,3,0,0,0,0,0,19,1
76411,2011160B04841,2,2,1,1,9,3,0,0,0,0,0,9,2
76453,2011160B05171,1,1,1,2,5,3,0,0,0,0,0,9,1
76528,2011160C00181,2,1,2,1,2,3,0,0,2,0,0,9,2
76584,2011160C00551,1,1,1,2,6,3,0,0,0,0,0,9,1
76599,2011160C00651,1,1,1,1,7,3,0,0,0,0,0,19,1
76600,2011160C00651,2,2,1,1,6,3,0,0,0,0,0,21,1
76625,2011160C00801,1,1,1,2,6,3,0,0,0,0,0,9,1
76709,2011160C01431,1,1,1,1,5,3,0,0,0,0,0,9,1
76759,2011160C01791,2,1,1,1,6,3,0,0,0,0,0,9,1
76780,2011160C01961,1,1,1,1,8,3,0,0,0,0,0,9,1
76788,2011160C02021,2,1,1,1,5,3,0,0,0,0,0,9,1
76859,2011160C02591,2,1,1,2,5,3,0,0,0,0,0,9,3
76861,2011160C02611,1,2,2,2,7,3,0,0,1,0,0,9,1
76862,2011160C02611,1,3,2,1,4,3,0,0,2,0,0,9,1
76863,2011160C02611,2,1,2,2,11,3,0,0,2,0,0,9,1
76948,2011160C03161,1,2,2,2,8,3,0,0,1,0,0,9,1
