,Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
7744,201501ID60010,2,1,1,1,40,7,3,0,0,0,0,0,9,1
7745,201501ID60010,2,2,2,2,62,9,3,0,0,2,0,0,9,1
7746,201501ID60010,2,3,2,1,35,6,3,0,0,1,0,0,9,1
7782,201501ID60072,1,1,1,2,20,4,3,0,0,0,0,0,9,1
7792,201501ID60084,1,1,1,2,55,8,3,0,0,0,0,0,9,1
7799,201501ID60089,2,1,1,1,22,5,3,0,0,0,0,0,9,1
9301,201501JI40668,2,1,1,2,71,10,2,0,0,0,0,0,9,1
9318,201501JI40680,1,1,1,2,25,5,3,0,0,0,0,0,9,1
9430,201501JI40770,1,1,1,1,35,6,3,0,0,0,0,0,9,1
9504,201501JI40854,1,1,1,1,19,4,3,0,0,0,0,0,9,1
9505,201501JI40854,1,2,2,2,-1,-1,3,0,0,1,0,0,9,-1
9506,201501JI40854,1,3,2,1,-1,-1,3,0,0,2,0,0,9,-1
9607,201501KD50051,2,1,1,2,41,7,3,0,0,0,0,0,9,1
9612,201501KD50056,1,1,1,2,45,7,2,0,0,0,0,0,9,1
9701,201501KD50139,1,1,1,1,36,7,3,0,0,0,0,0,9,-1
9713,201501KD50149,1,1,1,2,26,6,3,0,0,0,0,0,19,3
9737,201501KD50169,1,1,1,2,37,7,3,0,0,0,0,0,9,1
9748,201501KD50178,1,2,1,2,49,8,3,0,0,0,0,0,9,-1
9749,201501KD50178,1,3,2,2,22,5,3,0,0,1,0,0,9,1
9750,201501KD50178,2,1,1,2,23,5,3,0,0,0,0,0,9,1
9751,201501KD50178,2,4,2,2,-1,-1,3,0,0,1,0,0,9,-1
9752,201501KD50178,2,5,2,1,-1,-1,3,0,0,2,0,0,9,1
9753,201501KD50178,3,6,1,1,22,5,3,0,0,0,0,0,9,1
9783,201501KD50202,1,1,1,1,50,8,3,0,0,0,0,0,9,1
9861,201501KD50273,1,1,1,2,46,8,3,0,0,0,0,0,9,1
9862,201501KD50273,1,2,2,2,22,5,3,0,0,1,0,0,9,1
9909,201501KD50313,1,1,2,1,56,9,3,0,0,1,0,0,9,-1
9954,201501KD50345,1,1,1,1,58,9,3,0,0,0,0,0,21,-1
10003,201501KD50386,1,1,1,2,33,6,3,0,0,0,0,0,9,2
10004,201501KD50386,1,2,2,1,-1,-1,3,0,0,1,0,0,9,-1
10033,201501KD50414,1,1,1,2,47,8,3,0,0,0,0,0,9,1
10034,201501KD50414,1,2,2,2,21,5,3,0,0,1,0,0,9,1
10045,201501KD50423,1,1,1,2,52,8,3,0,0,0,0,0,9,-1
10048,201501KD50426,2,1,1,1,31,6,3,0,0,0,0,0,9,1
10118,201501KD50483,2,1,1,2,31,6,3,0,0,0,0,0,5,1
10122,201501KD50486,3,1,1,1,23,5,3,0,0,0,0,0,19,-1
10154,201501KD50514,3,1,1,1,40,7,3,0,0,0,0,0,9,1
10155,201501KD50514,5,2,1,1,70,10,3,0,0,0,0,0,9,1
10156,201501KD50514,5,3,2,2,-1,-1,3,0,0,1,0,0,9,1
10170,201501KD50523,1,1,1,1,48,8,3,0,0,0,0,0,9,1
10171,201501KD50523,2,2,1,1,60,9,3,0,0,0,0,0,9,-1
10196,201501KD50547,1,1,1,2,45,7,3,0,0,0,0,0,9,1
10223,201501KD50574,2,1,1,1,29,6,3,0,0,0,0,0,5,1
10243,201501KD50596,1,1,1,1,37,7,3,0,0,0,0,0,9,-1
10244,201501KD50596,1,2,2,1,30,6,3,0,0,1,0,0,9,1
10257,201501KD50609,1,1,1,1,41,7,3,0,0,0,0,0,9,1
10283,201501KD50632,1,1,1,1,58,9,3,0,0,0,0,0,9,-1
10284,201501KD50632,1,3,2,1,20,4,3,0,0,1,0,0,9,1
10285,201501KD50632,2,2,1,1,51,8,3,0,0,0,0,0,19,-1
10286,201501KD50632,4,4,1,1,40,7,3,0,0,0,0,0,19,-1
10295,201501KD50638,2,1,1,2,52,8,3,0,0,0,0,0,9,1
10336,201501KD50674,1,1,1,2,27,6,3,0,0,0,0,0,9,1
10342,201501KD50684,2,1,1,2,50,8,3,0,0,0,0,0,9,1
10346,201501KD50688,1,1,1,2,28,6,3,0,0,0,0,0,9,1
10357,201501KD50695,2,1,1,2,44,7,3,0,0,0,0,0,9,1
19500,201501SX20028,1,1,1,1,-1,-1,3,0,0,0,0,0,9,1
19501,201501SX20028,2,2,1,2,46,8,3,0,0,0,0,0,9,1
19502,201501SX20028,2,3,2,2,-1,-1,3,0,0,1,0,0,9,1
19503,201501SX20028,3,4,1,1,49,8,3,0,0,0,0,0,9,1
19592,201501SX20118,2,1,1,1,48,8,3,0,0,0,0,0,9,1
19825,201501SX20371,1,1,1,1,28,6,3,0,0,0,0,0,9,1
19844,201501SX20385,1,1,2,1,20,4,3,0,0,2,0,0,9,-1
19845,201501SX20385,1,2,2,1,13,3,3,0,0,1,0,0,9,2
20027,201501SX20582,1,1,1,1,33,6,3,0,0,0,0,0,8,1
20111,201501SX20657,1,1,1,1,45,7,3,0,0,0,0,0,9,1
20192,201501SX20741,1,1,2,1,24,5,3,0,0,2,0,0,9,1
20193,201501SX20741,1,2,2,1,25,5,3,0,0,1,0,0,9,1
20205,201501SX20751,1,1,1,1,69,10,3,0,0,0,0,0,9,1
20206,201501SX20751,2,2,2,2,21,5,3,0,0,2,0,0,9,-1
20207,201501SX20751,2,3,2,2,15,3,2,0,0,2,0,0,9,-1
20226,201501SX20769,2,1,2,2,-1,-1,3,0,0,1,0,0,9,-1
20288,201501SX20830,1,1,1,1,28,6,3,0,0,0,0,0,9,1
20335,201501SX20868,2,1,2,1,28,6,3,0,0,0,0,0,19,-1
20414,201501SX20959,1,1,1,1,32,6,3,0,0,0,0,0,19,1
20415,201501SX20959,2,2,1,1,58,9,3,0,0,0,0,0,9,2
20418,201501SX20961,1,1,1,1,26,6,3,0,0,0,0,0,19,3
20555,201501SX21092,1,1,1,1,42,7,3,0,0,0,0,0,9,1
20556,201501SX21092,1,2,2,2,39,7,2,0,0,2,0,0,9,1
20557,201501SX21092,1,3,2,1,18,4,3,0,0,1,0,0,9,1
20558,201501SX21092,1,4,2,2,16,4,3,0,0,2,0,0,9,1
20559,201501SX21092,1,5,2,2,23,5,3,0,0,2,0,0,9,1
20560,201501SX21092,2,6,1,2,42,7,3,0,0,0,0,0,9,1
20594,201501SX21129,1,1,2,2,30,6,3,0,0,1,0,0,9,1
20605,201501SX21139,1,1,1,2,32,6,3,0,0,0,0,0,9,1
20618,201501SX21154,1,1,2,1,34,6,3,0,0,2,0,0,9,-1
20721,201501SX29007,2,1,1,1,35,6,3,0,0,0,0,0,9,1
20722,201501SX29007,3,2,1,2,54,8,3,0,0,0,0,0,9,1
20723,201501SX29007,4,3,1,1,61,9,3,0,0,0,0,0,9,1
20865,201501TD00101,1,1,1,1,68,10,1,0,0,0,0,0,9,1
20920,201501TD00160,1,1,3,1,55,8,1,5,3,0,0,2,0,1
21546,201501TX20238,1,1,1,1,30,6,2,0,0,0,0,0,9,1
21595,201501TX20279,2,1,1,1,44,7,3,0,0,0,0,0,5,1
21601,201501TX20283,1,1,1,2,42,7,3,0,0,0,0,0,9,1
21626,201501TX20306,1,1,2,2,36,7,3,0,0,1,0,0,9,1
21633,201501TX20313,2,1,2,2,61,9,3,0,0,1,0,0,9,1
21853,201501TX20518,1,1,1,1,50,8,3,0,0,0,0,0,9,-1
21857,201501TX20521,2,1,1,1,50,8,3,0,0,0,0,0,9,1
21867,201501TX20531,1,1,1,1,30,6,3,0,0,0,0,0,9,-1
21879,201501TX20547,2,1,1,1,26,6,3,0,0,0,0,0,5,1
21983,201501TX20642,1,1,1,1,23,5,3,0,0,0,0,0,9,-1
22014,201501TX20674,1,1,2,2,64,9,3,0,0,1,0,0,9,1
22023,201501TX20684,1,1,1,1,44,7,3,0,0,0,0,0,9,1
22024,201501TX20685,1,1,1,1,60,9,3,0,0,0,0,0,19,2
22078,201501TX20737,2,1,2,2,64,9,3,0,0,1,0,0,9,1
22137,201501TX20792,4,1,1,1,39,7,3,0,0,0,0,0,19,-1
22168,201501TX20826,1,1,1,1,23,5,3,0,0,0,0,0,9,1
22171,201501TX20829,1,1,1,1,34,6,3,0,0,0,0,0,9,1
22172,201501TX20829,2,2,1,1,68,10,3,0,0,0,0,0,19,1
22177,201501TX20835,1,1,1,1,45,7,2,0,0,0,0,0,5,-1
22235,201501TX20892,1,1,1,2,23,5,3,0,0,0,0,0,9,1
22253,201501TX20910,1,1,2,2,46,8,3,0,0,1,0,0,9,1
22261,201501TX20918,1,1,1,1,26,6,3,0,0,0,0,0,8,1
22273,201501TX20929,2,1,1,1,21,5,3,0,0,0,0,0,9,1
22278,201501TX20935,2,1,1,1,47,8,3,0,0,0,0,0,8,1
22346,201501TX29021,2,1,1,1,24,5,3,0,0,0,0,0,9,1
22347,201501TX29021,2,2,2,2,19,4,3,0,0,2,0,0,9,-1
22348,201501TX29021,2,3,2,2,24,5,3,0,0,2,0,0,9,1
22354,201501TX29056,2,1,1,1,26,6,3,0,0,0,0,0,9,1
22355,201501TX29056,2,2,2,2,21,5,3,0,0,1,0,0,9,1
25656,201501XH30005,1,1,1,1,28,6,3,0,0,0,0,0,9,3
25657,201501XH30005,2,2,1,1,28,6,3,0,0,0,0,0,9,1
25658,201501XH30005,2,3,2,1,28,6,3,0,0,1,0,0,9,1
25659,201501XH30005,3,4,2,2,18,4,3,0,0,1,0,0,9,1
25670,201501XH30013,1,1,2,2,20,4,3,0,0,2,0,0,9,1
25671,201501XH30013,1,2,2,2,-1,-1,3,0,0,1,0,0,9,1
25686,201501XH30032,2,1,1,2,34,6,3,0,0,0,0,0,9,1
25709,201501XH30060,1,1,1,1,47,8,3,0,0,0,0,0,5,3
25726,201501XH30079,1,1,1,1,33,6,3,0,0,0,0,0,9,1
25727,201501XH30079,2,2,1,1,59,9,3,0,0,0,0,0,9,1
25728,201501XH30079,2,5,2,2,20,4,3,0,0,1,0,0,9,-1
25729,201501XH30079,3,3,1,1,45,7,3,0,0,0,0,0,9,1
25730,201501XH30079,3,4,2,1,5,1,3,0,0,2,0,0,9,-1
25732,201501XH30081,2,1,1,1,55,8,3,0,0,0,0,0,5,-1
25735,201501XH30085,2,1,1,1,61,9,3,0,0,0,0,0,19,-1
25736,201501XH30085,3,2,1,1,43,7,3,0,0,0,0,0,19,-1
25740,201501XH30091,1,1,1,1,36,7,3,0,0,0,0,0,9,1
25741,201501XH30091,1,2,2,2,24,5,3,0,0,1,0,0,9,1
25768,201501XH30119,1,1,1,1,64,9,3,0,0,0,0,0,9,1
25783,201501XH30136,2,1,1,2,25,5,3,0,0,0,0,0,9,1
25831,201501XH30182,1,1,1,2,20,4,3,0,0,0,0,0,9,1
25865,201501XH30219,1,1,1,2,46,8,3,0,0,0,0,0,9,1
25867,201501XH30221,1,1,1,2,45,7,3,0,0,0,0,0,9,1
25870,201501XH30225,1,1,1,1,43,7,3,0,0,0,0,0,8,-1
25871,201501XH30225,3,2,1,1,21,5,3,0,0,0,0,0,9,1
25872,201501XH30225,3,3,2,1,22,5,3,0,0,1,0,0,9,-1
25873,201501XH30225,3,4,2,1,20,4,3,0,0,2,0,0,9,1
25888,201501XH30238,2,1,1,2,62,9,3,0,0,0,0,0,9,1
25889,201501XH30238,2,2,2,2,69,10,3,0,0,1,0,0,9,1
25890,201501XH30239,1,1,1,2,28,6,3,0,0,0,0,0,9,-1
25911,201501XH30265,1,1,2,2,40,7,3,0,0,1,0,0,9,1
26004,201501XH30344,1,1,1,2,35,6,3,0,0,0,0,0,9,1
26021,201501XH30369,1,1,1,1,61,9,3,0,0,0,0,0,9,3
26022,201501XH30369,1,2,2,1,38,7,3,0,0,1,0,0,9,-1
26023,201501XH30369,1,3,2,2,65,9,3,0,0,2,0,0,9,-1
26024,201501XH30369,1,4,2,1,82,11,3,0,0,2,0,0,9,-1
26028,201501XH30372,1,1,2,2,48,8,3,0,0,1,0,0,9,-1
26029,201501XH30372,2,2,2,1,47,8,3,0,0,1,0,0,9,1
26040,201501XH30388,2,1,1,1,44,7,3,0,0,0,0,0,5,1
26061,201501XH30408,2,1,1,1,26,6,3,0,0,0,0,0,9,1
26062,201501XH30408,2,2,2,2,21,5,3,0,0,1,0,0,9,1
26063,201501XH30408,2,3,2,1,33,6,3,0,0,2,0,0,9,1
26102,201501XH30450,1,1,2,2,8,2,3,0,0,0,0,0,19,1
26103,201501XH30451,3,1,2,2,37,7,3,0,0,2,0,0,9,-1
26104,201501XH30451,3,2,2,1,29,6,3,0,0,1,0,0,9,-1
26106,201501XH30453,2,1,2,2,34,6,3,0,0,2,0,0,9,1
26129,201501XH30470,1,2,2,1,-1,-1,3,0,0,2,0,0,9,-1
26130,201501XH30470,2,1,2,2,20,4,3,0,0,1,0,0,9,-1
26143,201501XH30481,2,1,1,1,27,6,3,0,0,0,0,0,9,1
26145,201501XH30484,1,1,1,1,50,8,3,0,0,0,0,0,9,3
26171,201501XH30505,3,1,2,2,-1,-1,3,0,0,2,0,0,9,1
26172,201501XH30505,7,2,2,2,23,5,3,0,0,1,0,0,9,1
26191,201501XH30530,2,1,1,1,53,8,3,0,0,0,0,0,90,1
26193,201501XH30532,1,1,1,2,34,6,3,0,0,0,0,0,9,-1
26194,201501XH30532,1,3,2,1,3,1,3,0,0,2,0,0,9,1
26195,201501XH30532,2,2,1,1,34,6,3,0,0,0,0,0,8,1
26204,201501XH30538,2,2,2,1,23,5,3,0,0,1,0,0,9,1
26205,201501XH30538,3,1,1,1,38,7,3,0,0,0,0,0,9,1
26206,201501XH30538,4,3,1,1,18,4,3,0,0,0,0,0,9,1
26207,201501XH30538,4,4,2,1,25,5,3,0,0,1,0,0,9,1
26227,201501XH30556,2,1,1,1,47,8,3,0,0,0,0,0,9,1
26240,201501XH30569,1,1,1,1,37,7,3,0,0,0,0,0,9,1
26241,201501XH30569,1,2,2,2,46,8,3,0,0,1,0,0,9,1
26246,201501XH30575,1,2,2,2,43,7,3,0,0,2,0,0,8,1
26247,201501XH30575,2,1,1,2,20,4,3,0,0,0,0,0,9,1
26248,201501XH30577,1,1,1,1,32,6,3,0,0,0,0,0,19,-1
26268,201501XH30596,1,1,1,1,38,7,3,0,0,0,0,0,8,1
26273,201501XH30602,2,1,1,1,31,6,3,0,0,0,0,0,9,1
26274,201501XH30602,2,2,2,2,22,5,3,0,0,1,0,0,9,1
26289,201501XH30617,2,1,1,1,47,8,3,0,0,0,0,0,9,1
26290,201501XH30617,2,2,2,1,38,7,3,0,0,2,0,0,9,1
26297,201501XH30625,4,1,1,1,45,7,3,0,0,0,0,0,9,1
26310,201501XH30644,1,1,1,1,45,7,3,0,0,0,0,0,9,1
26330,201501XH30673,2,1,1,2,51,8,3,0,0,0,0,0,9,1
26346,201501XH30693,1,1,1,1,29,6,3,0,0,0,0,0,9,1
26347,201501XH30693,2,2,1,1,66,10,3,0,0,0,0,0,9,3
26416,201501XH30769,1,1,1,2,40,7,3,0,0,0,0,0,9,1
26417,201501XH30769,1,2,2,2,18,4,3,0,0,1,0,0,9,1
26471,201501XH30817,2,1,1,1,37,7,3,0,0,0,0,0,20,1
26480,201501XH30830,1,1,1,1,55,8,3,0,0,0,0,0,9,1
26513,201501XH30858,2,1,1,1,64,9,3,0,0,0,0,0,9,1
26603,201501YE80034,1,1,1,1,29,6,3,0,0,0,0,0,9,2
26611,201501YE80049,1,1,1,2,64,9,3,0,0,0,0,0,9,1
26612,201501YE80049,3,2,1,1,33,6,3,0,0,0,0,0,9,1
26613,201501YE80051,2,1,1,1,45,7,3,0,0,0,0,0,9,3
26626,201501YE80068,4,1,1,1,44,7,3,0,0,0,0,0,9,1
26627,201501YE80068,4,2,2,2,19,4,3,0,0,1,0,0,9,2
26667,201501YE80111,1,1,1,2,31,6,3,0,0,0,0,0,9,1
26668,201501YE80111,5,2,1,1,67,10,3,0,0,0,0,0,19,1
26697,201501YE80150,1,1,1,2,18,4,3,0,0,0,0,0,9,-1
26704,201501YE80157,1,1,1,2,55,8,3,0,0,0,0,0,9,-1
26712,201501YE80164,2,1,1,1,61,9,3,0,0,0,0,0,9,2
26713,201501YE80164,3,2,1,1,26,6,3,0,0,0,0,0,9,1
26733,201501YE80184,1,1,1,1,65,9,3,0,0,0,0,0,9,-1
26734,201501YE80186,1,1,1,1,48,8,3,0,0,0,0,0,9,3
26735,201501YE80186,2,2,2,2,21,5,3,0,0,1,0,0,9,1
26736,201501YE80186,2,3,1,1,27,6,3,0,0,0,0,0,9,1
26782,201501YE80234,1,1,1,1,34,6,3,0,0,0,0,0,21,-1
26783,201501YE80234,2,2,1,1,63,9,3,0,0,0,0,0,11,1
26784,201501YE80234,2,3,2,1,19,4,3,0,0,0,4,0,11,1
26785,201501YE80234,2,4,2,1,21,5,2,0,0,0,4,0,11,2
26786,201501YE80234,2,5,2,2,19,4,2,0,0,0,4,0,11,3
26787,201501YE80234,2,6,2,2,-1,-1,3,0,0,0,4,0,11,1
26957,201501YE80361,2,1,1,2,38,7,3,0,0,0,0,0,9,1
26997,201501YE80402,2,1,1,2,28,6,3,0,0,0,0,0,9,3
26998,201501YE80402,3,2,1,2,28,6,3,0,0,0,0,0,9,2
27009,201501YE80413,1,1,1,2,35,6,3,0,0,0,0,0,9,1
27010,201501YE80413,1,2,2,2,-1,-1,3,0,0,1,0,0,9,1
27011,201501YE80413,1,3,2,2,-1,-1,3,0,0,2,0,0,9,-1
27018,201501YE80420,1,1,1,1,53,8,3,0,0,0,0,0,9,1
27043,201501YE80448,2,1,1,1,22,5,3,0,0,0,0,0,9,1
27075,201501YE80482,2,1,1,2,-1,-1,3,0,0,0,0,0,9,-1
27104,201501YE80518,1,2,1,1,48,8,3,0,0,0,0,0,9,-1
27105,201501YE80518,2,1,1,1,18,4,3,0,0,0,0,0,9,1
27106,201501YE80518,2,3,2,1,-1,-1,3,0,0,1,0,0,9,-1
27166,201501YE80578,2,1,1,1,29,6,3,0,0,0,0,0,20,1
27182,201501YE80588,2,1,2,2,16,4,3,0,0,1,0,0,9,1
27183,201501YE80588,2,2,2,2,10,2,3,0,0,2,0,0,9,1
27184,201501YE80588,2,3,2,1,14,3,3,0,0,2,0,0,9,1
27187,201501YE80593,1,1,1,2,64,9,3,0,0,0,0,0,9,1
27194,201501YE80600,1,2,2,1,19,4,3,0,0,1,0,0,9,1
27195,201501YE80600,1,3,2,1,23,5,3,0,0,2,0,0,9,1
27196,201501YE80600,2,1,1,1,74,10,3,0,0,0,0,0,9,1
27197,201501YE80600,2,4,2,2,68,10,3,0,0,1,0,0,9,1
27200,201501YE80607,1,1,1,1,23,5,3,0,0,0,0,0,9,1
27201,201501YE80607,1,2,2,1,26,6,3,0,0,1,0,0,9,-1
27232,201501YE80634,1,1,1,1,24,5,3,0,0,0,0,0,19,2
27233,201501YE80635,2,1,1,1,52,8,3,0,0,0,0,0,9,1
27234,201501YE80635,2,2,2,2,52,8,3,0,0,1,0,0,9,1
27241,201501YE80643,1,1,1,1,65,9,3,0,0,0,0,0,9,-1
27242,201501YE80643,1,3,2,1,36,7,3,0,0,1,0,0,9,-1
27243,201501YE80643,2,2,1,1,20,4,3,0,0,0,0,0,9,1
27298,201501YE80695,2,1,1,1,31,6,3,0,0,0,0,0,9,1
27306,201501YE80703,2,1,1,1,61,9,3,0,0,0,0,0,10,1
27313,201501YE80712,1,1,1,2,62,9,3,0,0,0,0,0,9,1
27314,201501YE80712,2,2,1,2,28,6,3,0,0,0,0,0,9,1
27321,201501YE80717,1,1,1,1,35,6,3,0,0,0,0,0,9,1
27324,201501YE80721,2,1,1,1,51,8,3,0,0,0,0,0,9,3
27327,201501YE80723,1,1,1,2,37,7,3,0,0,0,0,0,9,1
27331,201501YE80727,1,1,1,1,24,5,3,0,0,0,0,0,9,1
27332,201501YE80727,2,2,1,2,23,5,3,0,0,0,0,0,9,1
27340,201501YE80733,2,1,1,2,28,6,3,0,0,0,0,0,9,1
27348,201501YE80741,3,1,1,1,41,7,3,0,0,0,0,0,21,1
27427,201501YE80810,2,1,1,1,34,6,3,0,0,0,0,0,19,2
27458,201501YE80830,2,1,1,2,46,8,3,0,0,0,0,0,9,1
27462,201501YE80835,3,1,1,1,36,7,3,0,0,0,0,0,20,1
27480,201501YE80855,2,1,2,2,60,9,3,0,0,2,0,0,9,1
27481,201501YE80855,2,2,2,2,54,8,3,0,0,1,0,0,9,1
27593,201501YE89028,1,1,2,2,34,6,3,0,0,1,0,0,9,1
30151,2015030000004,1,1,1,1,70,10,3,0,0,0,0,0,9,1
30152,2015030000004,1,2,2,2,63,9,3,0,0,1,0,0,9,1
30156,2015030000007,2,1,1,2,52,8,3,0,0,0,0,0,9,1
30160,2015030000018,1,1,1,1,22,5,3,0,0,0,0,0,9,1
30161,2015030000018,1,2,2,2,22,5,2,0,0,1,0,0,9,1
30162,2015030000018,1,3,2,2,18,4,3,0,0,2,0,0,9,3
30163,2015030000018,1,4,2,1,18,4,3,0,0,2,0,0,9,1
30173,2015030000034,1,1,1,1,73,10,3,0,0,0,0,0,9,1
30174,2015030000034,2,2,1,2,67,10,1,0,0,0,0,0,9,1
30184,2015030000044,1,1,1,1,55,8,3,0,0,0,0,0,21,2
30200,2015030000071,1,1,1,1,21,5,3,0,0,0,0,0,9,1
30257,2015030000162,2,1,2,1,18,4,3,0,0,1,0,0,19,3
30262,2015030000168,1,1,1,1,57,9,3,0,0,0,0,0,9,3
30276,2015030000199,2,1,2,1,40,7,3,0,0,1,0,0,9,1
30340,2015030000347,1,1,1,1,42,7,3,0,0,0,0,0,19,1
30349,2015030000367,1,1,1,1,54,8,3,0,0,0,0,0,9,1
30387,2015030000436,1,1,1,2,35,6,3,0,0,0,0,0,9,1
30389,2015030000438,1,1,1,1,30,6,3,0,0,0,0,0,9,1
30390,2015030000438,1,2,2,2,24,5,3,0,0,1,0,0,9,1
30411,2015030000485,1,1,2,2,3,1,3,0,0,2,0,0,8,1
30425,2015030000523,1,1,3,1,66,10,3,1,1,0,0,0,0,3
30426,2015030000524,1,1,1,1,53,8,3,0,0,0,0,0,9,-1
30427,2015030000524,2,2,1,1,26,6,3,0,0,0,0,0,9,2
30452,2015030000561,1,1,1,1,50,8,3,0,0,0,0,0,9,1
30453,2015030000561,1,2,2,2,27,6,3,0,0,1,0,0,9,1
30454,2015030000561,1,3,2,1,1,1,3,0,0,2,0,0,9,1
30482,2015030000665,1,1,1,1,27,6,3,0,0,0,0,0,9,-1
30483,2015030000665,2,2,1,1,59,9,3,0,0,0,0,0,9,1
30484,2015030000665,2,3,2,1,38,7,3,0,0,1,0,0,9,1
30500,2015030000717,1,1,2,2,44,7,3,0,0,1,0,0,9,1
30514,2015030000739,1,1,1,1,64,9,3,0,0,0,0,0,9,1
30532,2015030000788,1,1,2,1,54,8,3,0,0,1,0,0,21,1
30566,2015030000888,1,2,2,2,22,5,3,0,0,1,0,0,9,2
30567,2015030000888,2,1,1,2,39,7,3,0,0,0,0,0,9,1
30568,2015030000897,1,1,1,2,23,5,3,0,0,0,0,0,9,1
30586,2015030000917,2,1,2,2,69,10,3,0,0,1,0,0,9,-1
30671,2015030001092,2,1,1,2,42,7,3,0,0,0,0,0,9,1
30672,2015030001092,2,2,2,1,51,8,3,0,0,1,0,0,9,1
30684,2015030001114,2,1,1,2,25,5,3,0,0,0,0,0,9,3
30685,2015030001114,2,2,2,1,39,7,2,0,0,1,0,0,9,3
30686,2015030001118,1,1,1,1,31,6,3,0,0,0,0,0,9,1
30704,2015030001157,2,1,1,2,24,5,3,0,0,0,0,0,9,1
30713,2015030001165,2,1,1,2,27,6,3,0,0,0,0,0,9,1
30715,2015030001187,1,1,2,2,31,6,3,0,0,1,0,0,9,1
30716,2015030001187,1,2,2,1,36,7,3,0,0,2,0,0,9,1
30773,2015030001312,1,1,1,1,30,6,3,0,0,0,0,0,9,1
30807,2015030001395,1,1,1,1,20,4,3,0,0,0,0,0,19,1
30843,2015030001462,1,1,1,1,58,9,3,0,0,0,0,0,9,-1
30844,2015030001462,1,2,2,2,70,10,3,0,0,1,0,0,9,-1
30847,2015030001476,1,1,1,1,32,6,2,0,0,0,0,0,9,1
30848,2015030001476,1,2,2,2,33,6,3,0,0,1,0,0,9,1
30849,2015030001476,1,3,2,1,3,1,3,0,0,2,0,0,9,1
30852,2015030001479,1,1,1,1,22,5,3,0,0,0,0,0,9,1
30956,2015030001656,1,1,2,2,6,2,3,0,0,1,0,0,9,1
30957,2015030001656,1,2,2,1,12,3,3,0,0,2,0,0,9,1
31084,2015030001904,1,1,1,2,59,9,2,0,0,0,0,0,5,1
31099,2015030001914,1,1,1,2,21,5,3,0,0,0,0,0,9,1
31184,2015030002061,1,1,1,2,62,9,3,0,0,0,0,0,9,1
31198,2015030002080,1,1,1,1,49,8,3,0,0,0,0,0,9,2
31199,2015030002080,4,2,1,1,30,6,3,0,0,0,0,0,9,1
31200,2015030002080,4,3,2,2,51,8,3,0,0,1,0,0,9,1
31222,2015030002120,2,1,1,1,76,11,2,0,0,0,0,0,9,3
31259,2015030002220,1,1,2,2,50,8,3,0,0,1,0,0,9,1
31260,2015030002222,2,1,1,1,45,7,3,0,0,0,0,0,3,2
31351,2015030002414,1,1,1,1,40,7,2,0,0,0,0,0,9,1
31364,2015030002442,1,1,1,2,36,7,3,0,0,0,0,0,9,-1
31406,2015030002501,2,1,1,2,21,5,3,0,0,0,0,0,9,1
31494,2015030002622,2,1,1,1,48,8,3,0,0,0,0,0,9,2
31527,2015030002661,2,1,2,2,40,7,3,0,0,1,0,0,9,-1
31629,2015030002828,1,1,1,1,30,6,2,0,0,0,0,0,9,-1
31635,2015030002844,1,1,1,2,28,6,3,0,0,0,0,0,9,1
31653,2015030002879,1,1,1,2,20,4,3,0,0,0,0,0,9,1
31686,2015030002933,1,1,1,1,23,5,3,0,0,0,0,0,9,1
31687,2015030002933,2,2,1,1,41,7,3,0,0,0,0,0,9,1
31688,2015030002933,3,3,1,1,64,9,2,0,0,0,0,0,9,1
31701,2015030002947,1,1,1,1,28,6,3,0,0,0,0,0,21,1
31702,2015030002948,1,1,1,1,24,5,3,0,0,0,0,0,9,3
31703,2015030002949,2,1,1,1,56,9,3,0,0,0,0,0,21,3
31732,2015030002992,1,1,1,1,25,5,3,0,0,0,0,0,9,1
31736,2015030003000,2,1,1,2,42,7,3,0,0,0,0,0,9,1
31737,2015030003000,2,2,2,1,14,3,3,0,0,1,0,0,9,1
31738,2015030003000,2,3,2,1,5,1,3,0,0,1,0,0,9,1
31748,2015030003030,1,1,1,1,43,7,3,0,0,0,0,0,20,1
31765,2015030003048,1,1,1,2,23,5,3,0,0,0,0,0,9,1
31766,2015030003048,1,2,2,2,51,8,3,0,0,1,0,0,9,1
31777,2015030003066,1,1,1,1,41,7,3,0,0,0,0,0,9,1
31850,2015030003164,1,1,2,1,14,3,2,0,0,2,0,0,9,3
31851,2015030003164,1,2,2,2,50,8,2,0,0,2,0,0,9,3
31852,2015030003164,9,3,1,2,27,6,3,0,0,0,0,0,9,1
31853,2015030003164,10,4,1,2,40,7,3,0,0,0,0,0,9,2
31854,2015030003165,1,1,3,1,43,7,3,7,9,0,0,2,0,3
31855,2015030003165,1,2,3,1,30,6,3,7,9,0,0,2,0,1
31873,2015030003200,1,1,1,2,50,8,3,0,0,0,0,0,9,1
31901,201504ED15015,1,1,1,2,40,7,2,0,0,0,0,0,9,1
31905,201504ED15018,2,1,2,1,30,6,3,0,0,1,0,0,9,1
