,Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
65168,201514A093215,1,2,2,2,53,8,3,0,0,1,0,0,9,1
65169,201514A093215,2,1,2,2,49,8,3,0,0,1,0,0,9,3
65179,201514A094515,1,1,1,1,46,8,3,0,0,0,0,0,9,2
65180,201514A094515,1,3,2,2,45,7,3,0,0,1,0,0,9,2
65181,201514A094515,1,4,2,1,16,4,3,0,0,2,0,0,9,2
65182,201514A094515,1,5,2,1,10,2,3,0,0,2,0,0,9,2
65183,201514A094515,2,2,1,2,27,6,3,0,0,0,0,0,9,1
65184,201514A094515,2,6,2,2,18,4,3,0,0,1,0,0,9,1
65185,201514A094515,2,7,2,1,16,4,3,0,0,2,0,0,9,1
65186,201514A094515,2,8,2,1,19,4,3,0,0,2,0,0,9,1
65194,201514A095915,1,1,1,2,26,6,3,0,0,0,0,0,9,1
65195,201514A095915,2,2,1,1,32,6,3,0,0,0,0,0,9,1
65196,201514A095915,3,3,1,1,24,5,3,0,0,0,0,0,9,1
65198,201514A096215,1,1,1,2,50,8,3,0,0,0,0,0,9,2
65251,201514A106315,1,2,2,1,22,5,3,0,0,2,0,0,9,1
65252,201514A106315,3,1,1,1,17,4,3,0,0,0,0,0,9,1
65258,201514A107115,2,1,1,1,30,6,3,0,0,0,0,0,9,2
65259,201514A107115,5,2,1,2,25,5,3,0,0,0,0,0,9,2
65289,201514A111815,1,1,1,2,22,5,3,0,0,0,0,0,9,1
65290,201514A111815,1,2,2,2,23,5,3,0,0,1,0,0,9,1
65323,201514A115915,1,1,1,1,20,4,3,0,0,0,0,0,9,1
65326,201514A116315,2,1,2,2,28,6,3,0,0,1,0,0,9,1
65331,201514A116915,2,1,1,2,41,7,3,0,0,0,0,0,9,1
65332,201514A116915,3,2,1,1,20,4,3,0,0,0,0,0,9,2
65333,201514A116915,4,3,1,2,32,6,3,0,0,0,0,0,9,1
65334,201514A116915,6,4,1,1,54,8,3,0,0,0,0,0,9,2
65339,201514A119515,1,1,1,1,61,9,3,0,0,0,0,0,9,1
65340,201514A119515,2,2,1,1,41,7,3,0,0,0,0,0,9,1
65341,201514A119615,2,1,1,1,38,7,3,0,0,0,0,0,9,1
65354,201514A120815,2,1,2,2,43,7,3,0,0,2,0,0,9,1
65355,201514A120815,2,2,2,2,64,9,3,0,0,2,0,0,9,1
65368,201514A123115,2,1,1,1,46,8,3,0,0,0,0,0,9,1
65369,201514A123115,3,2,1,2,50,8,3,0,0,0,0,0,9,2
65380,201514A124315,1,1,1,2,20,4,3,0,0,0,0,0,9,1
65384,201514A124815,1,1,2,1,17,4,3,0,0,1,0,0,9,1
65395,201514A126515,1,1,1,1,20,4,3,0,0,0,0,0,9,2
65396,201514A126515,2,2,1,2,32,6,3,0,0,0,0,0,9,1
65397,201514A126515,2,3,2,1,14,3,3,0,0,1,0,0,9,1
65420,201514A131615,2,1,1,1,30,6,3,0,0,0,0,0,9,1
65447,201514A136615,1,1,1,1,55,8,3,0,0,0,0,0,11,1
65448,201514A136615,1,3,2,1,15,3,3,0,0,0,4,0,11,2
65449,201514A136615,1,4,2,2,15,3,3,0,0,0,4,0,11,2
65450,201514A136615,1,5,2,2,15,3,3,0,0,0,4,0,11,2
65451,201514A136615,1,6,2,2,15,3,3,0,0,0,4,0,11,2
65452,201514A136615,1,7,2,1,15,3,3,0,0,0,4,0,11,1
65453,201514A136615,1,8,2,2,15,3,3,0,0,0,4,0,11,2
65454,201514A136615,1,9,2,1,15,3,3,0,0,0,4,0,11,3
65455,201514A136615,1,10,2,2,15,3,3,0,0,0,4,0,11,3
65456,201514A136615,1,11,2,1,15,3,3,0,0,0,4,0,11,1
65457,201514A136615,1,12,2,2,15,3,3,0,0,0,4,0,11,2
65458,201514A136615,1,13,2,2,15,3,3,0,0,0,4,0,11,2
65459,201514A136615,1,14,2,2,15,3,3,0,0,0,4,0,11,2
65460,201514A136615,1,15,2,1,15,3,3,0,0,0,4,0,11,1
65461,201514A136615,1,16,2,1,15,3,3,0,0,0,4,0,11,2
65462,201514A136615,1,17,2,2,15,3,3,0,0,0,4,0,11,3
65463,201514A136615,2,2,1,1,24,5,3,0,0,0,0,0,21,1
65496,201514A140715,1,1,1,2,59,9,3,0,0,0,0,0,9,1
65497,201514A140715,2,2,1,2,55,8,3,0,0,0,0,0,9,1
65502,201514A141515,2,1,1,2,52,8,3,0,0,0,0,0,9,2
65503,201514A141515,2,2,2,1,20,4,3,0,0,2,0,0,9,2
65504,201514A141515,2,3,2,2,20,4,3,0,0,2,0,0,9,2
65517,201514A144115,2,1,1,1,27,6,3,0,0,0,0,0,19,1
65518,201514A144115,6,2,1,1,51,8,2,0,0,0,0,0,19,3
65522,201514A144615,2,1,2,2,62,9,3,0,0,2,0,0,9,1
65523,201514A144615,2,2,2,1,58,9,3,0,0,1,0,0,9,1
65524,201514A144615,2,3,2,2,31,6,3,0,0,2,0,0,9,1
65540,201514A147615,2,1,1,2,76,11,3,0,0,0,0,0,9,1
65560,201514A152215,2,1,1,1,27,6,3,0,0,0,0,0,9,1
65561,201514A152515,2,1,1,1,28,6,3,0,0,0,0,0,9,1
65565,201514A153015,1,1,1,2,22,5,3,0,0,0,0,0,90,1
65566,201514A153015,1,2,2,1,20,4,3,0,0,0,0,0,90,1
65574,201514A155315,2,1,2,1,33,6,3,0,0,1,0,0,9,2
65575,201514A155315,2,2,1,1,28,6,3,0,0,0,0,0,9,1
65585,201514A156415,1,1,1,1,35,6,3,0,0,0,0,0,9,1
65586,201514A156415,2,2,1,1,27,6,3,0,0,0,0,0,9,1
65589,201514A157015,2,1,1,1,21,5,3,0,0,0,0,0,9,1
65600,201514A158815,1,4,2,2,1,1,3,0,0,2,0,0,9,1
65601,201514A158815,1,5,2,1,0,1,3,0,0,2,0,0,9,1
65602,201514A158815,2,1,1,2,19,4,3,0,0,0,0,0,9,2
65603,201514A158815,3,2,1,1,29,6,3,0,0,0,0,0,9,1
65604,201514A158815,3,3,2,1,42,7,3,0,0,1,0,0,9,1
65608,201514A159215,1,1,1,2,23,5,3,0,0,0,0,0,9,1
65609,201514A159215,1,2,2,2,2,1,3,0,0,2,0,0,9,1
65633,201514A163715,2,1,2,2,17,4,3,0,0,1,0,0,9,1
65635,201514A164115,1,1,1,2,43,7,3,0,0,0,0,0,9,3
65668,201514A169715,1,1,1,1,38,7,3,0,0,0,0,0,21,1
65671,201514A170715,3,1,1,2,19,4,3,0,0,0,0,0,9,1
65672,201514A170715,4,2,1,2,50,8,3,0,0,0,0,0,9,3
65685,201514A172615,2,1,2,2,83,11,2,0,0,1,0,0,9,1
65728,201514A179415,1,1,1,2,29,6,3,0,0,0,0,0,9,3
65738,201514A181215,3,1,1,1,73,10,3,0,0,0,0,0,9,3
65739,201514A181215,3,2,2,2,87,11,3,0,0,1,0,0,9,3
65754,201514A183915,1,1,1,1,43,7,3,0,0,0,0,0,9,1
65755,201514A183915,1,2,2,1,28,6,3,0,0,1,0,0,9,1
65756,201514A183915,1,3,2,2,45,7,3,0,0,2,0,0,9,1
65768,201514A186715,2,1,1,2,41,7,3,0,0,0,0,0,9,1
65769,201514A187015,1,1,2,2,17,4,3,0,0,1,0,0,9,1
65813,201514A195515,1,1,1,2,52,8,3,0,0,0,0,0,9,3
65814,201514A195515,2,2,1,1,25,5,3,0,0,0,0,0,9,1
65839,201514A199415,1,1,1,2,57,9,3,0,0,0,0,0,9,1
65840,201514A199415,2,2,1,1,22,5,3,0,0,0,0,0,9,1
65841,201514A199415,2,3,2,2,22,5,3,0,0,1,0,0,9,1
65842,201514A199415,2,4,2,1,17,4,3,0,0,2,0,0,9,1
65843,201514A199415,2,5,2,1,21,5,3,0,0,2,0,0,9,1
65873,201514B001815,1,1,1,1,38,7,3,0,0,0,0,0,9,1
65901,201514B008415,2,1,1,1,39,7,3,0,0,0,0,0,19,1
65924,201514B012715,4,1,1,1,47,8,3,0,0,0,0,0,9,1
65955,201514B017015,1,1,1,1,32,6,3,0,0,0,0,0,9,1
65956,201514B017015,1,2,2,2,28,6,3,0,0,1,0,0,9,1
65977,201514B022415,1,1,1,2,47,8,2,0,0,0,0,0,9,1
65983,201514B023515,1,1,1,2,33,6,3,0,0,0,0,0,9,1
65984,201514B023515,2,2,1,1,56,9,3,0,0,0,0,0,9,1
66002,201514B026415,1,1,1,1,66,10,3,0,0,0,0,0,9,1
66003,201514B026415,2,2,1,1,82,11,3,0,0,0,0,0,9,1
66004,201514B026415,2,3,2,2,39,7,3,0,0,2,0,0,9,1
66005,201514B026415,2,4,2,2,78,11,3,0,0,2,0,0,9,1
66027,201514B028415,2,1,1,1,22,5,3,0,0,0,0,0,9,1
66032,201514B029315,1,1,1,1,27,6,3,0,0,0,0,0,9,3
66033,201514B029315,2,2,1,1,60,9,3,0,0,0,0,0,9,1
66034,201514B029315,2,3,2,2,55,8,3,0,0,1,0,0,9,1
66065,201514B033815,1,1,1,2,36,7,3,0,0,0,0,0,9,1
66066,201514B033815,1,2,2,1,13,3,3,0,0,1,0,0,9,1
66078,201514B036115,1,2,2,1,18,4,3,0,0,1,0,0,9,1
66079,201514B036115,2,1,1,2,73,10,3,0,0,0,0,0,9,1
66093,201514B038615,1,1,1,1,38,7,3,0,0,0,0,0,9,1
66128,201514B046815,2,1,1,1,68,10,3,0,0,0,0,0,9,1
66131,201514B047315,1,1,1,1,23,5,3,0,0,0,0,0,9,1
66132,201514B047515,1,1,1,2,40,7,3,0,0,0,0,0,9,1
66133,201514B047515,2,2,2,2,87,11,3,0,0,2,0,0,9,1
66134,201514B047515,2,3,2,2,60,9,3,0,0,1,0,0,9,1
66136,201514B048615,1,1,1,1,46,8,3,0,0,0,0,0,9,1
66137,201514B048615,1,2,2,2,48,8,3,0,0,2,0,0,9,1
66138,201514B048615,1,3,2,2,36,7,3,0,0,2,0,0,9,1
66176,201514B056115,1,1,1,2,42,7,3,0,0,0,0,0,9,2
66177,201514B056115,2,2,1,1,61,9,3,0,0,0,0,0,9,1
66218,201514B064315,1,1,1,1,26,6,3,0,0,0,0,0,9,1
66226,201514B065315,1,1,1,1,47,8,3,0,0,0,0,0,9,3
66227,201514B065815,1,1,1,2,53,8,3,0,0,0,0,0,9,1
66228,201514B065915,1,1,1,1,46,8,3,0,0,0,0,0,9,1
66238,201514B067715,1,1,1,1,48,8,3,0,0,0,0,0,9,1
66307,201514B076415,1,1,1,1,19,4,3,0,0,0,0,0,9,2
66308,201514B076415,1,2,2,1,19,4,3,0,0,2,0,0,9,1
66309,201514B076415,1,3,2,1,18,4,3,0,0,1,0,0,9,2
66316,201514B077415,1,1,1,1,59,9,3,0,0,0,0,0,9,1
66354,201514B082815,1,1,1,2,49,8,3,0,0,0,0,0,9,1
66364,201514B084415,1,1,1,1,63,9,3,0,0,0,0,0,9,3
66385,201514B088415,1,1,1,2,51,8,3,0,0,0,0,0,9,1
66386,201514B088415,2,2,1,2,42,7,3,0,0,0,0,0,9,1
66387,201514B088415,3,3,1,1,24,5,3,0,0,0,0,0,9,3
66453,201514B101315,2,1,2,2,44,7,3,0,0,1,0,0,9,1
66461,201514B103615,2,1,2,2,42,7,3,0,0,1,0,0,9,1
66493,201514B110615,1,1,1,1,37,7,3,0,0,0,0,0,9,1
66494,201514B110615,1,4,2,1,21,5,3,0,0,2,0,0,9,1
66495,201514B110615,2,2,1,1,42,7,3,0,0,0,0,0,9,1
66496,201514B110615,2,3,2,1,24,5,3,0,0,1,0,0,9,1
66523,201514B116015,2,1,1,1,61,9,3,0,0,0,0,0,9,1
66524,201514B116015,2,2,2,2,59,9,3,0,0,1,0,0,9,1
66525,201514B116515,2,1,1,2,26,6,3,0,0,0,0,0,9,1
66598,201514C005015,1,1,1,1,54,8,3,0,0,0,0,0,9,1
66599,201514C005015,1,2,2,2,52,8,3,0,0,1,0,0,9,1
66614,201514C008715,1,1,1,2,23,5,3,0,0,0,0,0,9,1
66617,201514C009815,2,1,1,1,71,10,3,0,0,0,0,0,19,1
66623,201514C010715,1,1,1,1,56,9,3,0,0,0,0,0,9,3
66641,201514C013515,1,1,1,1,39,7,3,0,0,0,0,0,19,3
66642,201514C013515,1,2,2,1,23,5,3,0,0,0,0,0,19,1
66643,201514C013515,1,3,2,1,28,6,3,0,0,0,0,0,19,2
66674,201514C018615,2,1,1,2,30,6,3,0,0,0,0,0,9,2
66710,201514C026015,1,1,1,2,22,5,3,0,0,0,0,0,9,1
66721,201514C027515,2,1,1,2,63,9,3,0,0,0,0,0,9,3
66736,201514C032115,1,1,1,1,50,8,3,0,0,0,0,0,9,1
66737,201514C032115,1,2,2,2,49,8,3,0,0,1,0,0,9,1
66741,201514C032715,1,1,1,1,18,4,3,0,0,0,0,0,9,1
66742,201514C032715,2,2,1,1,49,8,3,0,0,0,0,0,19,1
66749,201514C033815,2,1,1,1,65,9,3,0,0,0,0,0,9,1
66750,201514C033815,2,2,2,2,65,9,3,0,0,1,0,0,9,1
66768,201514C036415,1,1,1,2,56,9,3,0,0,0,0,0,9,2
66771,201514C037115,2,1,1,2,26,6,3,0,0,0,0,0,9,1
66776,201514C037615,2,1,1,1,40,7,3,0,0,0,0,0,9,2
66777,201514C037715,2,1,1,1,25,5,3,0,0,0,0,0,9,1
66783,201514C039015,2,1,1,1,45,7,3,0,0,0,0,0,9,2
66784,201514C039015,3,3,2,1,57,9,3,0,0,1,0,0,9,1
66785,201514C039015,4,2,1,1,29,6,3,0,0,0,0,0,9,1
66824,201514C045315,2,1,1,1,40,7,3,0,0,0,0,0,9,1
66831,201514C046415,2,1,1,1,47,8,3,0,0,0,0,0,9,1
66835,201514C047115,1,1,1,2,35,6,3,0,0,0,0,0,9,2
66847,201514C048915,1,1,1,1,44,7,3,0,0,0,0,0,9,1
66890,201514C053715,2,3,2,2,57,9,3,0,0,1,0,0,9,1
66891,201514C053715,3,1,1,2,36,7,3,0,0,0,0,0,9,3
66892,201514C053715,4,2,1,2,53,8,2,0,0,0,0,0,9,1
66894,201514C054115,2,1,1,1,38,7,2,0,0,0,0,0,5,2
66944,201514C061815,1,1,1,1,50,8,3,0,0,0,0,0,9,1
66945,201514C062015,1,1,1,1,35,6,3,0,0,0,0,0,9,2
66950,201514C064015,1,1,1,2,49,8,3,0,0,0,0,0,9,1
66951,201514C064015,1,2,2,1,11,3,3,0,0,1,0,0,9,1
66975,201514C067815,1,1,1,1,76,11,1,0,0,0,0,0,9,1
66976,201514C067815,1,2,2,2,77,11,1,0,0,1,0,0,9,1
66983,201514C070515,1,1,1,1,67,10,3,0,0,0,0,0,21,3
66984,201514C070515,2,2,1,1,23,5,3,0,0,0,0,0,9,1
66989,201514C071315,1,1,1,1,36,7,3,0,0,0,0,0,9,1
66990,201514C071315,2,2,1,1,19,4,3,0,0,0,0,0,9,1
66994,201514C072215,1,1,1,1,39,7,3,0,0,0,0,0,9,1
67004,201514C074315,1,1,1,1,30,6,3,0,0,0,0,0,9,1
67005,201514C074315,2,2,1,1,53,8,3,0,0,0,0,0,19,1
67014,201514C074915,1,1,1,2,33,6,3,0,0,0,0,0,9,1
67037,201514C078115,3,2,2,1,4,1,3,0,0,2,0,0,9,1
67038,201514C078115,3,3,2,1,2,1,3,0,0,2,0,0,9,1
67039,201514C078115,4,1,1,1,57,9,3,0,0,0,0,0,9,1
67054,201514C080515,1,1,2,2,56,9,3,0,0,0,0,0,5,3
67056,201514C081115,1,1,1,1,34,6,3,0,0,0,0,0,9,1
67079,201514C085615,1,1,2,2,61,9,3,0,0,1,0,0,9,1
67088,201514C087715,1,1,1,2,51,8,3,0,0,0,0,0,9,2
67089,201514C087715,1,2,2,1,48,8,3,0,0,1,0,0,9,2
67091,201514C088615,2,1,1,1,57,9,3,0,0,0,0,0,9,1
67108,201514C091015,1,1,2,2,54,8,3,0,0,1,0,0,9,1
67134,201514C098015,1,1,1,1,58,9,3,0,0,0,0,0,9,1
67135,201514C098015,2,2,1,2,20,4,3,0,0,0,0,0,9,2
67150,201514C100215,1,1,1,1,44,7,3,0,0,0,0,0,19,1
67151,201514C100215,2,2,1,2,25,5,3,0,0,0,0,0,9,2
67152,201514C100215,3,3,1,1,51,8,3,0,0,0,0,0,9,1
67153,201514C100215,3,4,2,2,22,5,3,0,0,1,0,0,9,1
67173,201514C104515,2,1,1,2,29,6,3,0,0,0,0,0,9,1
67188,201514C106915,4,1,3,1,41,7,2,9,9,0,0,0,0,1
67193,201514C107915,1,1,1,2,26,6,3,0,0,0,0,0,9,1
67194,201514C107915,2,2,1,1,22,5,3,0,0,0,0,0,9,1
67237,201514C115115,3,1,1,1,52,8,3,0,0,0,0,0,9,1
67252,201514C117515,1,1,1,1,53,8,3,0,0,0,0,0,9,3
67253,201514C117715,2,1,1,2,47,8,3,0,0,0,0,0,9,1
67268,201514C120915,1,1,1,1,65,9,3,0,0,0,0,0,9,1
67269,201514C120915,1,2,2,2,22,5,3,0,0,2,0,0,9,1
67270,201514C120915,1,3,2,2,21,5,3,0,0,2,0,0,9,1
67280,201514C122315,1,1,1,2,51,8,3,0,0,0,0,0,9,2
67281,201514C122315,1,2,2,1,67,10,3,0,0,1,0,0,9,1
67282,201514C122315,1,3,2,2,43,7,3,0,0,2,0,0,9,1
67283,201514C122315,1,4,2,1,23,5,3,0,0,2,0,0,9,2
67284,201514C122315,1,5,2,1,18,4,3,0,0,2,0,0,9,2
67288,201514C122815,2,1,1,2,32,6,3,0,0,0,0,0,9,1
67291,201514C123015,1,1,2,2,25,5,3,0,0,1,0,0,9,1
67294,201514C124415,2,1,1,1,26,6,3,0,0,0,0,0,9,1
67331,201514C130815,2,1,1,2,22,5,3,0,0,0,0,0,9,2
67332,201514C130815,4,2,1,2,47,8,3,0,0,0,0,0,9,1
67333,201514C130815,4,3,2,2,64,9,3,0,0,1,0,0,9,1
67365,201514C139015,3,1,1,1,22,5,3,0,0,0,0,0,9,1
67380,201514C140115,1,1,1,1,47,8,3,0,0,0,0,0,21,1
67389,201514C140715,1,1,1,1,19,4,3,0,0,0,0,0,9,1
67390,201514C141315,2,1,1,1,41,7,2,0,0,0,0,0,9,1
67395,201514C142315,1,1,1,1,35,6,3,0,0,0,0,0,9,3
67396,201514C142315,1,2,2,2,-1,-1,3,0,0,1,0,0,9,3
67406,201514C143915,2,2,2,2,21,5,3,0,0,2,0,0,9,1
67407,201514C143915,3,1,1,2,23,5,3,0,0,0,0,0,9,1
67425,201514K003615,1,1,1,1,44,7,3,0,0,0,0,0,9,1
67426,201514K003615,2,2,1,1,41,7,3,0,0,0,0,0,9,1
67447,201514K007815,1,1,1,1,33,6,3,0,0,0,0,0,9,3
67452,201514K009015,1,1,1,2,49,8,3,0,0,0,0,0,9,2
67502,201514K023015,2,1,1,1,48,8,3,0,0,0,0,0,9,3
67571,201514K037515,1,1,1,1,18,4,3,0,0,0,0,0,9,1
67572,201514K037515,1,4,2,1,17,4,3,0,0,1,0,0,9,2
67573,201514K037515,2,2,1,2,18,4,3,0,0,0,0,0,9,2
67574,201514K037515,2,3,2,2,18,4,3,0,0,1,0,0,9,1
67575,201514K037515,3,5,1,2,25,5,3,0,0,0,0,0,9,1
67633,201514K050315,1,1,1,1,50,8,3,0,0,0,0,0,9,2
67710,201514K066015,2,1,2,2,23,5,3,0,0,2,0,0,9,1
67711,201514K066015,2,2,2,1,2,1,3,0,0,2,0,0,9,1
67749,201514K072815,1,1,1,2,27,6,3,0,0,0,0,0,9,1
67756,201514K074315,1,1,1,1,44,7,3,0,0,0,0,0,9,1
67768,201514K077215,1,1,1,2,53,8,3,0,0,0,0,0,9,1
67769,201514K077215,1,2,2,2,54,8,3,0,0,2,0,0,9,1
67770,201514K077215,1,3,2,2,13,3,3,0,0,2,0,0,9,1
67786,201514K079415,2,1,1,1,36,7,2,0,0,0,0,0,5,1
67919,201514K107815,1,1,1,1,49,8,3,0,0,0,0,0,9,1
67920,201514K107815,1,2,2,2,11,3,3,0,0,2,0,0,9,1
68042,201514K136915,5,1,2,2,38,7,3,0,0,1,0,0,9,3
68110,201514K152915,1,1,2,2,44,7,3,0,0,1,0,0,9,-1
68196,201514K172915,1,1,1,2,52,8,3,0,0,0,0,0,9,1
68221,201514K177215,1,1,1,2,73,10,3,0,0,0,0,0,9,-1
68260,201514K186015,1,1,1,2,67,10,3,0,0,0,0,0,9,1
68261,201514K186015,1,3,2,1,67,10,3,0,0,1,0,0,9,1
68262,201514K186015,2,2,1,1,57,9,3,0,0,0,0,0,19,1
68373,201514K206015,3,1,1,1,34,6,3,0,0,0,0,0,9,1
68386,201514K209615,2,1,1,2,42,7,3,0,0,0,0,0,9,2
68387,201514K209615,2,2,2,2,12,3,3,0,0,1,0,0,9,2
68422,201514K215615,2,1,1,1,68,10,3,0,0,0,0,0,9,3
68518,201514K237415,1,1,1,2,27,6,3,0,0,0,0,0,9,1
68557,201514K244815,2,1,1,1,54,8,3,0,0,0,0,0,9,1
68558,201514K244815,2,2,2,2,51,8,3,0,0,1,0,0,9,1
68635,201514K264615,1,1,1,1,63,9,3,0,0,0,0,0,9,1
68636,201514K264615,1,5,2,1,35,6,3,0,0,1,0,0,9,1
68637,201514K264615,1,6,2,2,48,8,3,0,0,2,0,0,9,1
68638,201514K264615,2,2,1,1,26,6,3,0,0,0,0,0,9,1
68639,201514K264615,2,4,2,1,22,5,3,0,0,1,0,0,9,1
68640,201514K264615,3,3,2,2,17,4,3,0,0,1,0,0,9,1
68675,201514K273015,1,1,1,2,23,5,3,0,0,0,0,0,9,1
68823,201514K309215,2,1,1,2,27,6,3,0,0,0,0,0,9,2
68851,201514K315715,2,1,1,1,26,6,3,0,0,0,0,0,9,1
68885,201514K325515,2,1,1,2,38,7,3,0,0,0,0,0,9,1
68925,201514K333015,2,1,1,2,19,4,3,0,0,0,0,0,9,1
68926,201514K333015,2,3,2,1,25,5,3,0,0,1,0,0,9,1
68927,201514K333015,3,2,1,1,25,5,3,0,0,0,0,0,9,1
68944,201514K336215,3,1,1,1,71,10,3,0,0,0,0,0,9,3
68945,201514K336215,3,2,2,2,67,10,3,0,0,1,0,0,9,3
68946,201514K336215,4,3,2,1,24,5,3,0,0,1,0,0,9,1
68947,201514K336215,4,4,2,2,4,1,3,0,0,2,0,0,9,1
68948,201514K336215,5,5,2,1,1,1,3,0,0,2,0,0,9,1
68975,201514K339015,1,1,1,1,49,8,3,0,0,0,0,0,9,1
68976,201514K339015,1,2,2,2,41,7,3,0,0,1,0,0,9,3
68977,201514K339015,2,3,1,2,36,7,3,0,0,0,0,0,9,1
68978,201514K339015,2,4,2,2,9,2,3,0,0,1,0,0,9,1
69610,2015160B00141,3,1,1,1,38,7,3,0,0,0,0,0,19,1
69623,2015160B00241,2,1,1,2,45,7,3,0,0,0,0,0,9,2
69629,2015160B00291,1,1,1,1,52,8,3,0,0,0,0,0,21,3
69678,2015160B00681,1,1,1,2,48,8,3,0,0,0,0,0,9,1
69679,2015160B00681,2,2,1,1,40,7,3,0,0,0,0,0,9,1
69715,2015160B00921,1,1,2,1,19,4,3,0,0,2,0,0,9,2
69716,2015160B00921,1,2,2,1,48,8,3,0,0,1,0,0,9,2
69717,2015160B00921,1,3,1,1,18,4,3,0,0,0,0,0,9,2
69744,2015160B01191,1,1,1,2,23,5,3,0,0,0,0,0,9,3
69749,2015160B01241,1,1,2,1,29,6,3,0,0,1,0,0,9,1
69791,2015160B01581,1,1,1,1,66,10,3,0,0,0,0,0,9,1
69819,2015160B01751,1,1,1,1,26,6,1,0,0,0,0,0,9,2
69887,2015160B02231,1,1,2,1,51,8,3,0,0,1,0,0,9,1
69902,2015160B02351,2,1,2,2,20,4,3,0,0,1,0,0,9,1
69941,2015160B02621,1,1,2,2,84,11,3,0,0,2,0,0,9,1
69944,2015160B02651,1,1,1,1,23,5,3,0,0,0,0,0,19,1
69966,2015160B02781,1,1,2,2,17,4,3,0,0,1,0,0,9,3
69967,2015160B02781,1,7,2,1,18,4,3,0,0,1,0,0,9,1
69968,2015160B02781,2,2,1,1,47,8,3,0,0,0,0,0,9,1
69969,2015160B02781,2,3,2,2,35,6,3,0,0,1,0,0,9,1
69970,2015160B02781,2,4,2,1,64,9,3,0,0,1,0,0,9,2
69971,2015160B02781,2,5,2,2,6,2,3,0,0,2,0,0,9,1
69972,2015160B02781,2,6,2,2,13,3,3,0,0,2,0,0,9,1
69973,2015160B02781,2,8,2,2,10,2,3,0,0,2,0,0,9,1
69974,2015160B02781,2,9,2,2,9,2,3,0,0,2,0,0,9,1
69978,2015160B02811,1,1,1,1,44,7,2,0,0,0,0,0,5,1
69987,2015160B02881,2,1,1,1,40,7,3,0,0,0,0,0,21,2
69990,2015160B02911,1,1,2,2,42,7,3,0,0,1,0,0,9,3
69991,2015160B02911,1,2,2,2,16,4,3,0,0,2,0,0,9,3
69992,2015160B02911,1,3,2,1,18,4,3,0,0,2,0,0,9,3
69995,2015160B02941,1,1,1,1,37,7,3,0,0,0,0,0,9,1
70024,2015160B03151,1,1,1,1,24,5,3,0,0,0,0,0,9,1
70025,2015160B03151,1,2,2,1,24,5,3,0,0,1,0,0,9,1
70133,2015160B04061,2,1,1,1,28,6,3,0,0,0,0,0,9,1
70134,2015160B04071,2,1,1,1,51,8,3,0,0,0,0,0,9,1
70177,2015160B04321,1,1,1,2,44,7,3,0,0,0,0,0,9,3
70182,2015160B04361,1,1,1,1,30,6,3,0,0,0,0,0,9,1
70183,2015160B04361,1,2,2,1,8,2,3,0,0,2,0,0,9,1
70184,2015160B04361,1,3,2,2,7,2,3,0,0,1,0,0,9,1
70185,2015160B04371,1,1,1,1,21,5,3,0,0,0,0,0,9,3
70221,2015160B04671,3,1,1,1,54,8,3,0,0,0,0,0,9,1
70256,2015160B04891,1,1,1,2,19,4,3,0,0,0,0,0,9,1
70257,2015160C00011,2,1,2,2,46,8,3,0,0,2,0,0,9,1
70261,2015160C00041,2,1,1,2,45,7,3,0,0,0,0,0,9,3
70281,2015160C00201,1,2,2,2,29,6,3,0,0,1,0,0,9,1
70282,2015160C00201,1,3,2,1,5,1,3,0,0,2,0,0,9,1
70283,2015160C00201,2,1,1,1,23,5,3,0,0,0,0,0,9,1
70338,2015160C00571,1,1,1,2,30,6,3,0,0,0,0,0,9,1
70339,2015160C00571,2,2,1,1,32,6,3,0,0,0,0,0,19,3
70373,2015160C00861,1,1,1,2,24,5,3,0,0,0,0,0,9,1
70379,2015160C00921,1,1,1,1,25,5,3,0,0,0,0,0,19,1
70409,2015160C01121,2,1,1,2,39,7,3,0,0,0,0,0,9,2
70410,2015160C01121,3,2,1,1,45,7,3,0,0,0,0,0,9,3
70463,2015160C01541,1,1,1,1,38,7,3,0,0,0,0,0,21,-1
70621,2015160C02651,1,1,1,2,45,7,2,0,0,0,0,0,9,1
70627,2015160C02691,1,1,2,2,69,10,3,0,0,1,0,0,9,1
70644,2015160C02811,1,1,1,1,56,9,2,0,0,0,0,0,9,1
70714,2015160C03291,2,1,1,1,46,8,3,0,0,0,0,0,9,3
70803,2015160C03791,1,1,1,2,27,6,3,0,0,0,0,0,9,1
70804,2015160C03791,1,2,2,2,2,1,3,0,0,2,0,0,9,1
70805,2015160C03791,1,3,2,1,5,1,3,0,0,1,0,0,9,1
70806,2015160C03791,1,4,2,1,9,2,3,0,0,2,0,0,9,1
70852,2015160C04091,1,1,1,1,30,6,3,0,0,0,0,0,21,2
70853,2015160C04091,2,2,1,1,52,8,3,0,0,0,0,0,19,3
70868,2015160C04171,1,1,1,1,29,6,3,0,0,0,0,0,9,1
70869,2015160C04171,2,2,1,1,30,6,3,0,0,0,0,0,9,1
