,Acc_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
73364,2009130766309,1,1,1,2,9,3,0,0,0,0,-1,9,1
73365,2009130766309,1,2,2,1,1,3,0,0,2,0,-1,9,1
73377,2009130767009,2,1,1,2,5,3,0,0,0,0,-1,9,1
73406,2009130771309,1,1,1,1,10,3,0,0,0,0,-1,9,1
73407,2009130771309,3,2,1,1,7,3,0,0,0,0,-1,9,1
73417,2009130772909,1,1,1,1,7,3,0,0,0,0,-1,9,1
73427,2009130774309,1,1,1,1,7,3,0,0,0,0,-1,9,1
73441,2009130776909,2,1,1,1,6,3,0,0,0,0,-1,9,1
73442,2009130776909,2,4,2,2,6,3,0,0,1,0,-1,9,-1
73443,2009130776909,3,2,1,1,7,3,0,0,0,0,-1,9,1
73444,2009130776909,3,3,2,1,3,3,0,0,1,0,-1,9,1
73508,2009130784909,1,1,1,2,6,3,0,0,0,0,-1,9,3
73525,2009130786109,1,1,1,1,7,3,0,0,0,0,-1,21,1
73526,2009130786109,1,3,2,1,7,3,0,0,1,0,-1,21,1
73527,2009130786109,2,2,1,1,6,3,0,0,0,0,-1,21,1
73597,2009130798209,1,1,1,2,8,3,0,0,0,0,-1,9,1
73598,2009130798209,2,2,1,1,7,3,0,0,0,0,-1,19,1
73603,2009130799509,1,1,1,1,7,3,0,0,0,0,-1,9,1
73643,2009130806909,1,1,1,1,6,3,0,0,0,0,-1,9,1
73667,2009130810209,1,1,1,1,6,3,0,0,0,0,-1,9,1
73748,2009130819709,1,1,1,1,6,3,0,0,0,0,-1,9,1
73749,2009130819709,1,2,2,2,5,3,0,0,2,0,-1,9,1
73814,2009130827609,1,1,1,1,5,3,0,0,0,0,-1,9,1
73860,2009130833309,1,1,1,1,7,3,0,0,0,0,-1,9,-1
73861,2009130833309,2,2,1,1,5,3,0,0,0,0,-1,9,2
73862,2009130833309,2,3,2,2,4,3,0,0,1,0,-1,9,-1
73919,2009130840809,2,1,1,1,7,3,0,0,0,0,-1,9,3
73929,2009130841809,1,1,1,2,5,3,0,0,0,0,-1,9,1
73930,2009130841809,2,2,1,1,6,3,0,0,0,0,-1,9,1
74042,2009130855809,1,1,1,2,6,3,0,0,0,0,-1,9,1
74043,2009130855809,1,2,2,2,3,3,0,0,1,0,-1,9,1
74052,2009130856509,5,1,1,1,7,3,0,0,0,0,-1,9,1
74104,2009130862809,1,1,1,1,7,3,0,0,0,0,-1,9,1
74107,2009130863109,1,1,1,1,7,3,0,0,0,0,-1,19,1
74108,2009130863109,2,2,1,1,5,3,0,0,0,0,-1,9,1
74109,2009130863109,3,3,1,1,9,3,0,0,0,0,-1,9,1
74110,2009130863209,1,1,1,1,4,3,0,0,0,0,-1,9,1
74128,2009130865209,1,1,1,1,6,3,0,0,0,0,-1,9,1
74131,2009130865509,1,1,1,1,6,2,0,0,0,0,-1,5,1
74168,2009130870609,1,1,1,1,7,3,0,0,0,0,-1,21,1
74173,2009130871909,2,1,1,1,9,3,0,0,0,0,-1,9,1
74194,2009130875209,1,1,1,2,6,3,0,0,0,0,-1,9,1
74195,2009130875309,1,1,1,2,5,3,0,0,0,0,-1,9,1
74196,2009130875309,2,2,1,1,7,3,0,0,0,0,-1,9,1
74197,2009130875309,2,3,2,1,5,3,0,0,1,0,-1,9,1
74280,2009130884509,1,1,1,1,7,3,0,0,0,0,-1,9,3
74281,2009130884509,1,2,2,1,7,2,0,0,2,0,-1,9,3
74282,2009130884509,1,3,2,1,4,3,0,0,2,0,-1,9,3
74283,2009130884509,1,4,2,1,4,3,0,0,2,0,-1,9,-1
74289,2009130885409,1,1,1,1,4,2,0,0,0,0,-1,9,1
74329,2009130890109,1,1,1,1,6,3,0,0,0,0,-1,9,1
74346,2009130891109,2,1,1,2,6,3,0,0,0,0,-1,9,1
74347,2009130891109,2,2,2,1,6,3,0,0,1,0,-1,9,1
74350,2009130891509,1,1,2,2,7,3,0,0,1,0,-1,9,2
74364,2009130892509,1,1,1,1,6,3,0,0,0,0,-1,9,1
74365,2009130892509,1,2,2,1,5,3,0,0,1,0,-1,9,1
74386,2009130895309,1,1,1,2,6,3,0,0,0,0,-1,9,2
74414,2009130898609,2,1,1,2,5,3,0,0,0,0,-1,9,1
74423,2009130899209,2,1,1,1,6,3,0,0,0,0,-1,9,3
74424,2009130899209,3,2,1,1,8,2,0,0,0,0,-1,9,2
74437,2009130900909,1,1,1,1,7,3,0,0,0,0,-1,9,1
74438,2009130900909,2,2,1,2,5,3,0,0,0,0,-1,9,1
74439,2009130901109,1,1,1,1,8,3,0,0,0,0,-1,9,1
74478,2009130904509,2,1,1,2,6,3,0,0,0,0,-1,9,3
74479,2009130904509,3,3,2,2,10,3,0,0,1,0,-1,9,3
74480,2009130904509,4,2,1,2,8,3,0,0,0,0,-1,9,1
74481,2009130904609,2,3,1,1,8,3,0,0,0,0,-1,19,1
74482,2009130904609,3,1,2,2,9,3,0,0,1,0,-1,9,1
74483,2009130904609,3,2,2,2,8,3,0,0,2,0,-1,9,1
74484,2009130904709,1,1,1,1,5,3,0,0,0,0,-1,9,1
74614,2009130920009,2,1,1,1,7,3,0,0,0,0,-1,9,-1
74615,2009130920009,5,2,1,2,7,3,0,0,0,0,-1,9,1
74616,2009130920009,6,3,1,1,7,3,0,0,0,0,-1,9,1
74617,2009130920009,7,4,1,1,6,3,0,0,0,0,-1,9,1
74618,2009130920009,9,5,1,1,4,3,0,0,0,0,-1,9,1
74629,2009130921409,1,1,1,2,8,3,0,0,0,0,-1,9,1
74635,2009130922109,1,1,1,2,5,3,0,0,0,0,-1,9,1
74636,2009130922109,2,2,1,2,5,3,0,0,0,0,-1,9,2
74648,2009130922509,1,1,1,2,4,3,0,0,0,0,-1,9,1
74656,2009130923009,2,1,2,2,9,3,0,0,2,0,-1,9,1
74659,2009130923309,1,1,1,1,5,3,0,0,0,0,-1,9,1
74660,2009130924609,1,1,1,1,7,3,0,0,0,0,-1,9,1
74673,2009130926109,2,1,1,1,7,3,0,0,0,0,-1,9,1
74720,2009130931109,1,1,1,2,5,3,0,0,0,0,-1,9,1
74750,2009130935009,1,1,1,1,7,3,0,0,0,0,-1,9,1
74783,2009130937609,1,1,1,1,5,2,0,0,0,0,-1,8,1
74894,2009130952609,1,1,1,1,5,3,0,0,0,0,-1,5,1
74900,2009130953109,1,1,2,2,5,3,0,0,1,0,-1,9,3
74933,2009130956809,1,1,2,2,6,3,0,0,1,0,-1,9,1
74934,2009130956909,3,1,1,2,9,3,0,0,0,0,-1,9,2
74939,2009130957409,1,1,1,2,7,3,0,0,0,0,-1,9,1
74944,2009130957809,2,1,1,1,6,3,0,0,0,0,-1,9,2
74945,2009130957809,3,2,1,2,7,3,0,0,0,0,-1,9,1
74958,2009130959209,2,1,1,2,5,3,0,0,0,0,-1,9,1
74959,2009130959209,3,2,1,1,7,3,0,0,0,0,-1,9,1
74960,2009130959409,2,1,1,1,7,3,0,0,0,0,-1,19,1
74961,2009130959409,2,2,2,2,8,3,0,0,1,0,-1,19,1
75002,2009130965309,2,1,1,1,5,3,0,0,0,0,-1,9,1
75003,2009130965309,3,2,1,1,6,3,0,0,0,0,-1,9,1
75007,2009130965709,1,1,2,2,6,3,0,0,1,0,-1,9,1
75059,2009130971409,1,1,1,1,6,3,0,0,0,0,-1,9,1
75060,2009130971409,1,2,2,2,4,3,0,0,2,0,-1,9,1
75066,2009130972109,1,1,1,1,4,3,0,0,0,0,-1,9,1
75067,2009130972109,3,2,1,1,8,3,0,0,0,0,-1,19,1
75072,2009130973009,2,1,2,2,4,3,0,0,2,0,-1,9,1
75108,2009130976309,2,1,1,2,7,3,0,0,0,0,-1,9,1
75136,2009130980109,1,1,1,1,5,3,0,0,0,0,-1,9,1
75137,2009130980109,1,2,2,2,5,3,0,0,1,0,-1,9,1
75138,2009130980109,1,3,2,2,4,3,0,0,2,0,-1,9,-1
75139,2009130980209,2,1,2,2,3,3,0,0,2,0,-1,9,1
75140,2009130980209,2,2,2,2,3,3,0,0,2,0,-1,9,1
75165,2009130982909,1,1,1,2,8,3,0,0,0,0,-1,9,1
75185,2009130986509,1,1,1,2,9,3,0,0,0,0,-1,9,3
75186,2009130986509,2,2,1,2,6,3,0,0,0,0,-1,9,1
75190,2009130987109,1,1,1,1,7,3,0,0,0,0,-1,9,1
75191,2009130987109,1,2,2,1,7,3,0,0,1,0,-1,9,1
75207,2009130988309,1,1,1,2,4,3,0,0,0,0,-1,9,1
75208,2009130988309,1,4,2,2,4,3,0,0,1,0,-1,9,1
75209,2009130988309,2,2,1,1,4,3,0,0,0,0,-1,9,2
75210,2009130988309,2,3,2,2,4,3,0,0,1,0,-1,9,2
75267,2009130994709,2,1,1,2,6,3,0,0,0,0,-1,9,1
75268,2009130994709,3,2,1,1,9,3,0,0,0,0,-1,9,1
75297,2009130998409,4,1,1,1,9,3,0,0,0,0,-1,9,1
75298,2009130998409,7,2,1,2,5,3,0,0,0,0,-1,9,3
75343,2009131002109,3,1,1,2,7,3,0,0,0,0,-1,9,1
75344,2009131002109,3,2,2,2,4,3,0,0,1,0,-1,9,1
75437,2009131014309,1,1,1,1,8,3,0,0,0,0,-1,9,1
75438,2009131014309,1,2,2,2,5,3,0,0,1,0,-1,9,1
75468,2009131017509,1,2,2,2,6,3,0,0,2,0,-1,9,1
75469,2009131017509,2,1,1,1,7,3,0,0,0,0,-1,9,1
75478,2009131018509,1,1,1,1,6,3,0,0,0,0,-1,9,1
75481,2009131018909,1,1,1,2,4,3,0,0,0,0,-1,9,1
75482,2009131018909,1,2,2,2,7,3,0,0,1,0,-1,9,1
75483,2009131018909,2,3,1,2,6,3,0,0,0,0,-1,9,1
75484,2009131018909,2,4,2,1,6,3,0,0,1,0,-1,9,-1
75486,2009131019109,1,1,1,1,6,3,0,0,0,0,-1,9,1
75493,2009131019509,1,1,2,2,6,3,0,0,1,0,-1,9,-1
75505,2009131022109,1,1,1,1,9,3,0,0,0,0,-1,9,2
75517,2009131022809,1,1,1,1,9,3,0,0,0,0,-1,9,-1
75518,2009131022809,1,2,2,2,7,3,0,0,2,0,-1,9,1
75519,2009131022809,1,3,2,2,1,3,0,0,1,0,-1,9,1
75544,2009131024909,3,1,1,1,8,3,0,0,0,0,-1,9,1
75550,2009131025909,2,1,1,2,7,3,0,0,0,0,-1,9,1
75551,2009131025909,7,2,1,1,8,3,0,0,0,0,-1,9,1
75552,2009131025909,8,3,1,1,6,3,0,0,0,0,-1,9,1
75553,2009131025909,8,4,2,1,7,3,0,0,1,0,-1,9,1
75582,2009131031109,1,1,1,2,7,3,0,0,0,0,-1,9,1
75596,2009131033609,1,1,1,1,6,3,0,0,0,0,-1,9,1
75597,2009131033609,3,2,1,1,8,3,0,0,0,0,-1,9,1
75605,2009131035209,2,1,2,1,9,3,0,0,1,0,-1,9,1
75606,2009131035209,2,2,2,1,8,3,0,0,2,0,-1,9,1
75615,2009131037109,4,1,2,2,5,3,0,0,1,0,-1,9,1
75640,2009131039409,2,1,1,2,7,3,0,0,0,0,-1,9,1
75643,2009131039609,2,1,1,1,5,3,0,0,0,0,-1,9,1
75728,2009131048009,1,1,1,2,5,3,0,0,0,0,-1,9,1
75740,2009131049409,3,1,1,2,6,3,0,0,0,0,-1,9,1
75741,2009131049509,2,1,1,1,8,3,0,0,0,0,-1,9,3
75763,2009131052709,2,1,1,1,7,3,0,0,0,0,-1,9,1
75764,2009131052709,2,2,2,2,7,3,0,0,1,0,-1,9,-1
75814,2009131058909,2,1,1,1,4,3,0,0,0,0,-1,9,1
75815,2009131058909,2,2,2,1,9,3,0,0,1,0,-1,9,1
75822,2009131059609,1,1,2,2,7,3,0,0,1,0,-1,9,-1
75823,2009131059609,1,2,2,2,2,3,0,0,2,0,-1,9,-1
75827,2009131060009,2,1,1,2,5,3,0,0,0,0,-1,9,2
75829,2009131060209,6,4,2,2,6,3,0,0,1,0,-1,9,-1
75830,2009131060209,7,1,1,1,6,3,0,0,0,0,-1,9,1
75831,2009131060209,9,2,1,1,7,3,0,0,0,0,-1,9,1
75832,2009131060209,9,5,2,2,7,3,0,0,1,0,-1,9,1
75833,2009131060209,13,3,1,1,6,3,0,0,0,0,-1,9,1
75834,2009131060209,13,6,2,2,6,3,0,0,1,0,-1,9,-1
75846,2009131063609,3,1,1,1,8,3,0,0,0,0,-1,9,1
75847,2009131063609,4,2,1,2,6,3,0,0,0,0,-1,9,1
75886,2009131068009,1,1,1,1,6,2,0,0,0,0,-1,19,-1
75892,2009131068609,2,1,1,2,6,3,0,0,0,0,-1,9,1
75920,2009131072709,1,1,1,1,5,3,0,0,0,0,-1,19,1
75925,2009131073209,1,1,1,1,8,2,0,0,0,0,-1,9,1
75926,2009131073209,2,2,1,2,4,3,0,0,0,0,-1,9,2
75927,2009131073209,2,3,2,2,7,2,0,0,1,0,-1,9,2
75928,2009131073209,3,4,1,1,8,3,0,0,0,0,-1,9,3
75929,2009131073209,3,5,2,2,8,3,0,0,1,0,-1,9,3
75938,2009131074809,1,1,1,1,6,3,0,0,0,0,-1,9,1
75939,2009131074909,1,1,1,2,8,3,0,0,0,0,-1,9,1
75940,2009131074909,3,2,1,1,6,3,0,0,0,0,-1,9,-1
75941,2009131074909,3,3,2,1,4,3,0,0,2,0,-1,9,2
75942,2009131074909,3,4,2,1,4,3,0,0,1,0,-1,9,1
75996,2009131085309,1,1,1,2,6,3,0,0,0,0,-1,9,1
75997,2009131085309,2,2,1,1,6,3,0,0,0,0,-1,9,1
76003,2009131085609,2,1,2,2,7,3,0,0,1,0,-1,9,1
76007,2009131086209,1,1,1,2,5,3,0,0,0,0,-1,9,1
76008,2009131086209,1,2,2,2,4,3,0,0,1,0,-1,9,1
76009,2009131086209,1,3,2,2,7,3,0,0,2,0,-1,9,1
76012,2009131086509,1,1,1,1,5,3,0,0,0,0,-1,9,1
76062,2009131094609,1,1,1,2,5,3,0,0,0,0,-1,9,1
76064,2009131094809,1,1,1,1,7,2,0,0,0,0,-1,9,1
76091,2009131100409,2,1,1,1,7,3,0,0,0,0,-1,9,1
76096,2009131101709,1,1,1,1,6,3,0,0,0,0,-1,9,1
76103,2009131104209,1,1,1,2,6,3,0,0,0,0,-1,9,1
76104,2009131104209,1,2,2,1,3,3,0,0,2,0,-1,9,1
76105,2009131104209,1,3,2,1,2,3,0,0,2,0,-1,9,1
76106,2009131104209,1,4,2,2,3,3,0,0,2,0,-1,9,1
76107,2009131104409,1,1,1,1,6,3,0,0,0,0,-1,9,1
76108,2009131104409,1,2,2,2,6,2,0,0,1,0,-1,9,1
76109,2009131104409,1,3,2,2,2,2,0,0,2,0,-1,9,1
76110,2009131104409,1,4,2,1,2,3,0,0,2,0,-1,9,1
76111,2009131104409,1,5,2,2,1,3,0,0,2,0,-1,9,1
76112,2009131104409,2,6,2,2,2,3,0,0,2,0,-1,9,1
76113,2009131104409,4,7,2,1,8,3,0,0,1,0,-1,9,-1
76114,2009131104409,4,8,1,1,7,3,0,0,0,0,-1,9,-1
76137,2009131107809,2,1,2,2,2,3,0,0,2,0,-1,9,1
76189,2009131451809,1,1,2,1,5,1,0,0,2,0,-1,9,1
76190,2009131451809,1,2,2,1,6,1,0,0,2,0,-1,9,1
76191,2009131451809,1,3,2,1,6,1,0,0,2,0,-1,9,1
76221,200914A006109,1,1,2,2,9,3,0,0,1,0,-1,9,1
76222,200914A006109,1,2,2,2,7,3,0,0,2,0,-1,9,1
76223,200914A006109,1,3,2,2,2,3,0,0,2,0,-1,9,1
76233,200914A008209,1,1,1,1,8,3,0,0,0,0,-1,9,1
76234,200914A008209,2,2,1,2,9,3,0,0,0,0,-1,9,1
76235,200914A008309,1,1,1,1,9,3,0,0,0,0,-1,9,3
76236,200914A008309,2,2,1,1,7,3,0,0,0,0,-1,5,1
76238,200914A008609,1,1,1,1,5,3,0,0,0,0,-1,9,-1
76239,200914A008609,1,2,2,2,4,3,0,0,1,0,-1,9,-1
76240,200914A008609,1,3,2,2,5,3,0,0,2,0,-1,9,1
76256,200914A011509,1,1,1,2,7,3,0,0,0,0,-1,9,1
76257,200914A011509,2,2,1,1,8,3,0,0,0,0,-1,9,2
76258,200914A011509,3,3,1,2,4,3,0,0,0,0,-1,9,3
76279,200914A016109,2,1,1,1,5,3,0,0,0,0,-1,9,1
76292,200914A018909,1,1,1,1,4,3,0,0,0,0,-1,9,1
76313,200914A024209,2,1,2,1,8,3,0,0,1,0,-1,9,2
76335,200914A028909,2,1,1,1,7,3,0,0,0,0,-1,9,1
76342,200914A029609,1,1,1,1,6,3,0,0,0,0,-1,9,1
76343,200914A029609,1,2,2,1,7,3,0,0,1,0,-1,9,1
76344,200914A029609,1,3,2,1,7,3,0,0,2,0,-1,9,1
76345,200914A029609,1,4,2,1,7,3,0,0,2,0,-1,9,1
76346,200914A029609,1,5,2,1,7,3,0,0,2,0,-1,9,1
76347,200914A030109,1,1,1,1,8,3,0,0,0,0,-1,9,1
76348,200914A030109,1,3,2,1,8,3,0,0,1,0,-1,9,1
76349,200914A030109,2,2,1,2,7,3,0,0,0,0,-1,9,1
76409,200914A039409,1,1,1,1,8,3,0,0,0,0,-1,9,1
76410,200914A039409,1,2,2,1,5,3,0,0,1,0,-1,9,1
76425,200914A042009,1,1,1,2,4,3,0,0,0,0,-1,9,1
76447,200914A044209,1,1,1,1,6,3,0,0,0,0,-1,9,1
76448,200914A044209,1,2,2,1,8,3,0,0,2,0,-1,9,1
76456,200914A045609,1,1,2,1,5,3,0,0,1,0,-1,9,1
76473,200914A047909,2,1,1,1,4,3,0,0,0,0,-1,9,1
76483,200914A050209,1,1,2,2,6,3,0,0,1,0,-1,9,1
76484,200914A050509,1,1,1,2,7,3,0,0,0,0,-1,9,3
76491,200914A050909,1,1,1,1,8,3,0,0,0,0,-1,9,1
76513,200914A054509,1,1,1,2,5,3,0,0,0,0,-1,9,2
76535,200914A057909,2,1,1,2,7,3,0,0,0,0,-1,9,1
76548,200914A060109,1,1,1,1,8,3,0,0,0,0,-1,9,1
76562,200914A062209,1,1,1,1,5,3,0,0,0,0,-1,19,3
76563,200914A062209,2,2,1,1,9,3,0,0,0,0,-1,90,3
76581,200914A065409,1,1,1,2,7,3,0,0,0,0,-1,9,1
76587,200914A066609,2,1,2,2,6,3,0,0,1,0,-1,9,1
76588,200914A066609,2,2,1,2,6,3,0,0,0,0,-1,9,1
76589,200914A066709,1,1,2,2,6,3,0,0,1,0,-1,9,1
76590,200914A066809,1,1,1,2,8,3,0,0,0,0,-1,9,1
76604,200914A068509,2,3,2,2,6,3,0,0,1,0,-1,9,1
76605,200914A068509,4,1,2,2,4,3,0,0,1,0,-1,9,1
76606,200914A068509,4,2,2,2,10,3,0,0,2,0,-1,9,1
76607,200914A068509,6,4,2,2,7,3,0,0,1,0,-1,9,3
76618,200914A070409,1,1,1,1,4,3,0,0,0,0,-1,9,1
76619,200914A070409,1,2,2,2,8,2,0,0,1,0,-1,9,1
76650,200914A077609,2,1,1,1,9,3,0,0,0,0,-1,9,1
76681,200914A082409,1,1,1,1,6,3,0,0,0,0,-1,9,1
76682,200914A082409,1,2,2,2,7,3,0,0,1,0,-1,9,1
76683,200914A082409,1,3,2,2,2,3,0,0,2,0,-1,9,1
76684,200914A082409,1,4,2,1,2,3,0,0,2,0,-1,9,1
76685,200914A082609,1,1,2,2,6,3,0,0,1,0,-1,9,1
76686,200914A082609,2,2,1,1,6,3,0,0,0,0,-1,9,1
76692,200914A084809,1,1,1,2,6,3,0,0,0,0,-1,9,2
76705,200914A086809,1,1,1,2,7,3,0,0,0,0,-1,9,1
76706,200914A086909,1,1,1,1,11,3,0,0,0,0,-1,9,1
76707,200914A086909,2,2,1,1,6,3,0,0,0,0,-1,9,1
76708,200914A086909,2,4,2,2,2,3,0,0,2,0,-1,9,1
76709,200914A086909,2,6,2,2,7,3,0,0,2,0,-1,9,1
76710,200914A086909,2,7,2,1,4,3,0,0,2,0,-1,9,1
76711,200914A086909,3,3,1,1,9,3,0,0,0,0,-1,9,1
76712,200914A086909,3,5,2,2,8,3,0,0,1,0,-1,9,1
76738,200914A090509,1,1,1,2,8,3,0,0,0,0,-1,9,2
76749,200914A093109,1,1,1,1,7,3,0,0,0,0,-1,19,1
76774,200914A097309,1,1,2,1,1,3,0,0,2,0,-1,9,2
76801,200914A102409,2,1,1,1,7,3,0,0,0,0,-1,9,1
76809,200914A103409,1,1,2,2,8,3,0,0,1,0,-1,9,1
76827,200914A106209,1,1,1,1,7,2,0,0,0,0,-1,5,1
76828,200914A106209,1,2,2,2,7,3,0,0,0,0,-1,5,1
76872,200914A113709,1,1,1,2,4,3,0,0,0,0,-1,9,1
76874,200914A114709,2,1,2,1,6,3,0,0,0,0,-1,90,2
76875,200914A114709,2,2,2,1,9,3,0,0,0,0,-1,90,1
76876,200914A114809,1,1,1,2,6,3,0,0,0,0,-1,9,1
76877,200914A114809,1,2,2,2,2,3,0,0,1,0,-1,9,1
76878,200914A114809,1,3,2,1,2,3,0,0,2,0,-1,9,1
76897,200914A118609,2,1,1,1,8,3,0,0,0,0,-1,20,1
76898,200914A118609,2,2,2,1,7,3,0,0,0,0,-1,20,1
76910,200914A120309,2,1,1,2,8,2,0,0,0,0,-1,9,1
76923,200914A122309,3,1,1,1,5,3,0,0,0,0,-1,9,1
76924,200914A122309,3,2,2,1,5,3,0,0,2,0,-1,9,1
76925,200914A122309,3,3,2,2,7,3,0,0,1,0,-1,9,1
76948,200914A126309,1,1,1,1,5,3,0,0,0,0,-1,9,1
76956,200914A128009,1,1,1,2,6,3,0,0,0,0,-1,9,1
76957,200914A128009,2,2,2,2,9,3,0,0,0,0,-1,10,1
76958,200914A128009,2,3,2,1,4,3,0,0,0,0,-1,10,1
76959,200914A128009,2,4,2,2,3,3,0,0,0,0,-1,10,1
77005,200914A136709,2,1,1,1,10,3,0,0,0,0,-1,9,3
77014,200914A137809,2,1,1,1,7,3,0,0,0,0,-1,9,1
77043,200914A142009,2,1,1,2,5,3,0,0,0,0,-1,9,1
77059,200914A147509,2,1,1,1,7,3,0,0,0,0,-1,9,1
77060,200914A147909,3,1,1,2,7,3,0,0,0,0,-1,9,2
77064,200914A148309,2,1,1,1,8,2,0,0,0,0,-1,9,1
77067,200914A148509,1,1,1,2,5,3,0,0,0,0,-1,9,2
77085,200914A150409,1,1,1,2,7,3,0,0,0,0,-1,9,1
77106,200914A153809,2,1,1,1,7,3,0,0,0,0,-1,9,1
77108,200914A154509,1,1,1,1,7,3,0,0,0,0,-1,9,1
77113,200914A155209,1,1,1,1,8,3,0,0,0,0,-1,21,1
77125,200914A157409,1,1,1,1,8,3,0,0,0,0,-1,21,1
77127,200914A157609,2,1,1,2,8,3,0,0,0,0,-1,9,2
77132,200914A159609,2,1,2,2,7,3,0,0,1,0,-1,9,1
77139,200914A160509,1,1,1,2,5,3,0,0,0,0,-1,9,2
77144,200914A161209,1,1,1,2,7,3,0,0,0,0,-1,9,1
77148,200914A161809,1,1,1,2,7,3,0,0,0,0,-1,9,2
77177,200914A165009,1,1,1,1,9,3,0,0,0,0,-1,9,2
77180,200914A165409,2,1,1,1,10,2,0,0,0,0,-1,21,2
77215,200914A172309,1,1,2,1,5,3,0,0,1,0,-1,9,1
77247,200914A178009,1,1,1,2,5,3,0,0,0,0,-1,9,1
77248,200914A178009,1,2,2,2,5,3,0,0,1,0,-1,9,1
77249,200914A178009,1,3,2,2,1,3,0,0,2,0,-1,9,1
77264,200914A180709,2,1,1,1,6,3,0,0,0,0,-1,9,1
77275,200914A181709,1,1,1,1,8,3,0,0,0,0,-1,9,2
77328,200914A190209,2,1,2,2,4,3,0,0,1,0,-1,9,2
77329,200914A190209,2,2,2,2,4,3,0,0,2,0,-1,9,2
77330,200914A190209,2,3,2,2,3,3,0,0,2,0,-1,9,3
77338,200914A191809,1,1,1,1,9,3,0,0,0,0,-1,9,2
77339,200914A191909,1,1,1,1,4,3,0,0,0,0,-1,9,1
77351,200914A193409,1,5,1,1,6,3,0,0,0,0,-1,9,1
77352,200914A193409,2,1,2,2,7,3,0,0,1,0,-1,9,2
77353,200914A193409,2,2,2,2,7,3,0,0,2,0,-1,9,2
77354,200914A193409,2,3,2,2,3,3,0,0,2,0,-1,9,2
77355,200914A193409,2,4,2,2,3,3,0,0,2,0,-1,9,2
77356,200914A193409,2,6,1,1,8,3,0,0,0,0,-1,9,3
77416,200914A200609,2,1,1,2,7,3,0,0,0,0,-1,9,2
77421,200914A201709,1,1,2,2,8,3,0,0,1,0,-1,9,2
77445,200914A204709,2,1,1,2,9,3,0,0,0,0,-1,9,1
77456,200914A206609,1,1,1,1,7,3,0,0,0,0,-1,9,2
77468,200914A209009,2,1,1,1,5,3,0,0,0,0,-1,9,1
77469,200914A209009,2,2,2,2,5,3,0,0,1,0,-1,9,1
77488,200914A212409,1,1,1,1,4,3,0,0,0,0,-1,9,1
77495,200914A214809,1,1,1,1,8,3,0,0,0,0,-1,9,1
77496,200914A214809,2,2,1,1,4,3,0,0,0,0,-1,9,3
77497,200914A214809,3,3,1,1,8,3,0,0,0,0,-1,9,3
77498,200914A215109,2,1,1,1,7,2,0,0,0,0,-1,9,1
77499,200914A215109,3,2,1,2,10,3,0,0,0,0,-1,19,2
77500,200914A215109,4,3,1,1,9,3,0,0,0,0,-1,9,1
77501,200914A215109,5,4,1,2,8,3,0,0,0,0,-1,9,1
77502,200914A215109,6,5,1,2,7,3,0,0,0,0,-1,9,2
77503,200914A215109,7,6,1,2,9,3,0,0,0,0,-1,9,1
77504,200914A215209,1,1,1,1,9,3,0,0,0,0,-1,21,1
77505,200914A215209,2,2,1,2,8,3,0,0,0,0,-1,9,1
77506,200914A215209,2,6,2,1,8,2,0,0,1,0,-1,9,1
77507,200914A215209,3,3,1,1,6,3,0,0,0,0,-1,9,1
77508,200914A215209,4,4,1,1,9,3,0,0,0,0,-1,21,1
77509,200914A215209,5,5,1,1,8,3,0,0,0,0,-1,21,1
77544,200914A218109,1,1,1,1,8,3,0,0,0,0,-1,21,3
77545,200914A218109,2,2,1,1,10,3,0,0,0,0,-1,20,1
77581,200914A226909,1,1,2,2,7,3,0,0,1,0,-1,9,1
77646,200914A236209,3,1,1,2,7,3,0,0,0,0,-1,9,3
77650,200914A238509,1,1,2,1,1,3,0,0,2,0,-1,9,1
77652,200914A238909,2,1,1,1,6,3,0,0,0,0,-1,9,2
77668,200914A243209,1,1,1,2,8,3,0,0,0,0,-1,9,3
77670,200914A244309,1,1,1,2,4,3,0,0,0,0,-1,9,2
77732,200914B012809,1,1,1,1,7,3,0,0,0,0,-1,19,2
77733,200914B012809,1,4,2,1,6,3,0,0,0,0,-1,19,2
77734,200914B012809,2,2,1,1,5,3,0,0,0,0,-1,9,1
77735,200914B012809,2,3,2,1,8,3,0,0,1,0,-1,9,1
77804,200914B026309,1,1,1,2,5,3,0,0,0,0,-1,9,1
77847,200914B037709,1,1,1,1,6,3,0,0,0,0,-1,9,1
77855,200914B039709,1,1,1,2,6,3,0,0,0,0,-1,9,1
77856,200914B039709,1,2,2,2,2,3,0,0,2,0,-1,9,1
77857,200914B039709,1,3,2,2,2,3,0,0,2,0,-1,9,1
77858,200914B039709,1,4,2,2,2,3,0,0,2,0,-1,9,1
77859,200914B039709,1,5,2,2,6,3,0,0,1,0,-1,9,1
77881,200914B042909,1,1,1,2,5,3,0,0,0,0,-1,9,1
77892,200914B044609,2,1,1,2,6,3,0,0,0,0,-1,9,1
77959,200914B060009,1,1,2,2,6,3,0,0,1,0,-1,9,1
77968,200914B061409,2,1,1,1,5,3,0,0,0,0,-1,9,1
