,Acc_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type
16673,201201SX20050,1,1,1,2,6,3,0,0,0,0,0,9,-1
16781,201201SX20165,1,1,1,1,5,3,0,0,0,0,0,9,1
16782,201201SX20165,1,2,2,1,1,3,0,0,2,0,0,9,1
16798,201201SX20172,2,1,1,1,-1,3,0,0,0,0,0,9,-1
16838,201201SX20219,1,1,1,1,5,3,0,0,0,0,0,9,1
16873,201201SX20258,1,1,1,1,6,3,0,0,0,0,0,9,1
16955,201201SX20341,2,1,1,1,6,3,0,0,0,0,0,5,1
16966,201201SX20349,1,1,1,2,6,3,0,0,0,0,0,9,1
17143,201201SX20507,1,1,1,2,6,3,0,0,0,0,0,9,1
17208,201201SX20568,1,1,1,2,8,2,0,0,0,0,0,9,-1
17270,201201SX20629,2,1,1,2,8,3,0,0,0,0,0,9,1
17276,201201SX20636,1,1,1,2,5,3,0,0,0,0,0,9,1
17395,201201SX20745,1,1,1,1,9,3,0,0,0,0,0,9,1
17411,201201SX20761,1,1,1,2,8,3,0,0,0,0,0,9,1
17489,201201SX20858,1,1,1,1,5,3,0,0,0,0,0,9,1
17581,201201SX20956,3,1,1,1,6,3,0,0,0,0,0,9,-1
17582,201201SX20956,5,2,2,1,7,3,0,0,0,0,0,19,-1
17623,201201SX21002,1,1,1,1,8,3,0,0,0,0,0,9,1
17632,201201SX21011,2,1,1,1,6,3,0,0,0,0,0,5,1
17725,201201SX21107,1,1,1,2,5,3,0,0,0,0,0,9,1
17902,201201TA00107,1,1,1,1,5,3,0,0,0,0,0,5,1
17910,201201TA00118,2,1,1,1,9,2,0,0,0,0,0,21,1
18419,201201TA00658,1,1,1,2,7,3,0,0,0,0,0,9,1
19380,201201TB00549,2,1,1,2,8,2,0,0,0,0,0,9,-1
20156,201201TD00076,1,1,1,1,9,1,0,0,0,0,0,21,-1
20194,201201TD00110,1,1,1,1,6,1,0,0,0,0,0,8,1
20195,201201TD00110,1,2,2,1,8,2,0,0,1,0,0,8,1
20220,201201TD00136,1,1,3,1,10,1,5,3,0,0,2,0,1
20687,201201TX20017,1,1,1,1,6,3,0,0,0,0,0,5,1
20718,201201TX20047,1,1,1,1,8,3,0,0,0,0,0,9,1
20779,201201TX20093,2,1,1,2,6,3,0,0,0,0,0,9,1
20802,201201TX20118,2,1,1,1,7,3,0,0,0,0,0,9,1
20803,201201TX20118,2,2,2,2,9,3,0,0,2,0,0,9,1
20804,201201TX20118,2,3,2,1,10,3,0,0,2,0,0,9,1
20805,201201TX20118,2,4,2,1,6,3,0,0,1,0,0,9,1
20816,201201TX20128,1,1,1,1,9,3,0,0,0,0,0,8,1
20817,201201TX20128,1,2,2,1,7,3,0,0,1,0,0,8,-1
20830,201201TX20139,1,1,1,1,7,3,0,0,0,0,0,5,2
20860,201201TX20166,1,1,1,1,8,3,0,0,0,0,0,9,-1
20861,201201TX20166,4,2,1,1,6,3,0,0,0,0,0,9,1
20876,201201TX20185,1,1,1,2,7,3,0,0,0,0,0,9,1
20887,201201TX20195,1,1,1,1,8,3,0,0,0,0,0,9,1
20888,201201TX20195,1,2,2,1,7,3,0,0,1,0,0,9,-1
20904,201201TX20211,3,1,1,1,-1,3,0,0,0,0,0,9,1
20926,201201TX20235,1,1,1,2,7,3,0,0,0,0,0,9,1
20964,201201TX20266,2,1,1,1,7,3,0,0,0,0,0,5,1
21017,201201TX20311,1,1,1,1,8,3,0,0,0,0,0,9,-1
21018,201201TX20311,2,2,1,1,8,3,0,0,0,0,0,9,-1
21119,201201TX20410,1,1,1,1,5,3,0,0,0,0,0,9,1
21120,201201TX20410,1,2,2,1,3,3,0,0,2,0,0,9,1
21121,201201TX20410,2,3,1,2,5,3,0,0,0,0,0,9,1
21122,201201TX20410,2,4,2,1,5,3,0,0,2,0,0,9,1
21123,201201TX20413,1,1,1,1,7,3,0,0,0,0,0,19,1
21124,201201TX20413,2,2,1,1,7,3,0,0,0,0,0,19,1
21130,201201TX20421,1,1,1,2,6,3,0,0,0,0,0,9,1
21138,201201TX20430,1,1,1,2,7,3,0,0,0,0,0,9,-1
21150,201201TX20438,2,1,1,1,8,3,0,0,0,0,0,5,1
21163,201201TX20451,1,1,1,1,7,3,0,0,0,0,0,4,1
21201,201201TX20489,1,1,1,1,6,3,0,0,0,0,0,9,1
21202,201201TX20489,1,2,2,1,6,3,0,0,1,0,0,9,1
21215,201201TX20499,1,1,1,1,6,3,0,0,0,0,0,9,1
21269,201201TX20545,1,1,1,1,6,3,0,0,0,0,0,9,1
21317,201201TX20591,1,1,1,1,9,3,0,0,0,0,0,9,1
21318,201201TX20591,1,2,2,1,9,3,0,0,1,0,0,9,1
21319,201201TX20591,1,3,2,2,4,3,0,0,2,0,0,9,1
21320,201201TX20591,1,4,2,1,9,3,0,0,2,0,0,9,1
21354,201201TX20621,1,1,1,1,6,2,0,0,0,0,0,5,1
21395,201201TX20655,1,1,1,2,8,3,0,0,0,0,0,9,1
21396,201201TX20655,1,3,2,2,10,3,0,0,2,0,0,9,1
21397,201201TX20655,1,4,2,1,10,3,0,0,1,0,0,9,1
21398,201201TX20655,2,2,1,2,7,3,0,0,0,0,0,9,-1
21405,201201TX20663,1,1,2,2,7,3,0,0,1,0,0,9,1
21433,201201TX20695,2,1,1,1,6,3,0,0,0,0,0,9,1
21434,201201TX20696,2,1,1,1,6,3,0,0,0,0,0,9,1
21441,201201TX20704,1,1,1,1,7,3,0,0,0,0,0,9,-1
21442,201201TX20705,1,1,1,1,7,2,0,0,0,0,0,9,1
21487,201201TX20752,1,1,1,1,9,3,0,0,0,0,0,9,1
21488,201201TX20752,1,2,2,2,9,3,0,0,1,0,0,9,-1
21532,201201TX29001,2,1,2,1,6,3,0,0,1,0,0,9,-1
24630,201201XH30004,1,1,1,1,8,3,0,0,0,0,0,9,1
24631,201201XH30004,1,2,2,1,-1,3,0,0,1,0,0,9,-1
24632,201201XH30004,2,3,2,1,6,3,0,0,1,0,0,9,-1
24633,201201XH30004,2,4,2,1,-1,3,0,0,2,0,0,9,-1
24634,201201XH30004,3,5,1,1,6,3,0,0,0,0,0,9,1
24644,201201XH30013,3,1,1,2,7,3,0,0,0,0,0,9,1
24649,201201XH30018,1,1,2,2,6,3,0,0,1,0,0,9,1
24650,201201XH30018,3,2,2,2,-1,3,0,0,1,0,0,9,-1
24654,201201XH30022,1,1,1,2,4,3,0,0,0,0,0,9,1
24681,201201XH30049,1,1,1,1,7,3,0,0,0,0,0,9,1
24682,201201XH30049,2,2,1,2,9,3,0,0,0,0,0,9,1
24697,201201XH30064,4,1,1,2,6,3,0,0,0,0,0,9,1
24721,201201XH30088,2,1,1,1,7,3,0,0,0,0,0,5,1
24731,201201XH30099,1,1,1,1,9,3,0,0,0,0,0,19,1
24739,201201XH30108,1,1,1,2,6,3,0,0,0,0,0,9,1
24751,201201XH30118,1,1,2,2,6,3,0,0,0,0,0,90,-1
24752,201201XH30118,2,2,2,2,9,3,0,0,1,0,0,9,-1
24778,201201XH30141,1,1,1,2,8,3,0,0,0,0,0,9,1
24779,201201XH30141,1,2,2,2,-1,3,0,0,1,0,0,9,-1
24780,201201XH30141,1,3,2,2,2,3,0,0,2,0,0,9,-1
24790,201201XH30147,1,1,1,2,8,3,0,0,0,0,0,9,-1
24791,201201XH30147,1,2,2,2,5,3,0,0,1,0,0,9,1
24852,201201XH30198,1,1,2,2,4,2,0,0,1,0,0,9,-1
24863,201201XH30207,2,1,1,2,5,3,0,0,0,0,0,9,1
24873,201201XH30217,2,1,1,1,7,3,0,0,0,0,0,9,1
24876,201201XH30221,2,1,1,1,6,3,0,0,0,0,0,5,3
24909,201201XH30257,1,1,1,1,7,3,0,0,0,0,0,9,1
24910,201201XH30257,1,2,2,2,7,3,0,0,1,0,0,9,1
24923,201201XH30267,1,1,1,1,6,3,0,0,0,0,0,9,1
24936,201201XH30279,2,1,1,2,6,3,0,0,0,0,0,9,1
24942,201201XH30287,1,1,1,1,9,3,0,0,0,0,0,9,1
24943,201201XH30287,2,2,1,2,5,3,0,0,0,0,0,9,1
24944,201201XH30287,2,3,2,2,6,3,0,0,1,0,0,9,1
24945,201201XH30288,1,1,2,1,6,3,0,0,1,0,0,9,-1
24946,201201XH30288,2,2,2,2,8,3,0,0,2,0,0,8,-1
24972,201201XH30314,1,1,1,1,6,3,0,0,0,0,0,5,1
24973,201201XH30314,2,2,1,2,6,3,0,0,0,0,0,9,1
24974,201201XH30315,2,1,1,1,9,3,0,0,0,0,0,9,1
24975,201201XH30315,3,2,1,2,5,3,0,0,0,0,0,9,2
25003,201201XH30337,2,1,1,1,9,3,0,0,0,0,0,9,1
25009,201201XH30344,1,2,2,1,6,3,0,0,1,0,0,9,1
25010,201201XH30344,2,1,1,1,6,3,0,0,0,0,0,9,1
25011,201201XH30346,2,1,1,1,8,3,0,0,0,0,0,9,-1
25012,201201XH30346,2,2,2,2,11,3,0,0,2,0,0,9,1
25013,201201XH30347,1,1,1,2,5,3,0,0,0,0,0,9,1
25014,201201XH30347,1,2,2,2,6,3,0,0,1,0,0,9,1
25018,201201XH30351,2,1,2,2,5,3,0,0,1,0,0,9,-1
25022,201201XH30357,1,1,1,1,4,3,0,0,0,0,0,9,1
25026,201201XH30363,1,1,1,1,7,3,0,0,0,0,0,9,1
25027,201201XH30363,2,2,1,1,8,3,0,0,0,0,0,9,1
25062,201201XH30397,2,1,1,2,-1,3,0,0,0,0,0,9,1
25084,201201XH30419,1,1,1,1,9,3,0,0,0,0,0,9,1
25087,201201XH30422,2,1,1,2,7,3,0,0,0,0,0,9,1
25111,201201XH30441,1,1,1,1,10,3,0,0,0,0,0,9,-1
25117,201201XH30449,2,1,1,1,5,3,0,0,0,0,0,9,-1
25118,201201XH30449,2,2,2,2,4,3,0,0,1,0,0,9,-1
25125,201201XH30457,1,1,1,1,5,3,0,0,0,0,0,9,-1
25133,201201XH30465,3,1,1,2,8,3,0,0,0,0,0,9,-1
25147,201201XH30479,1,1,1,2,6,3,0,0,0,0,0,9,1
25148,201201XH30479,1,3,2,2,6,3,0,0,1,0,0,9,1
25149,201201XH30479,2,2,1,1,7,3,0,0,0,0,0,9,1
25182,201201XH30507,3,1,2,2,-1,3,0,0,1,0,0,9,1
25198,201201XH30524,1,1,1,1,5,3,0,0,0,0,0,4,1
25205,201201XH30528,4,1,1,2,6,3,0,0,0,0,0,9,1
25206,201201XH30528,5,2,1,1,8,3,0,0,0,0,0,9,2
25217,201201XH30536,1,1,1,2,6,3,0,0,0,0,0,9,1
25218,201201XH30536,2,2,1,1,6,3,0,0,0,0,0,9,1
25219,201201XH30536,3,3,1,2,4,3,0,0,0,0,0,9,1
25220,201201XH30536,3,4,2,2,5,3,0,0,1,0,0,9,1
25247,201201XH30559,2,1,1,1,6,3,0,0,0,0,0,9,1
25252,201201XH30564,2,1,1,2,5,3,0,0,0,0,0,9,1
25258,201201XH30569,2,1,1,1,10,3,0,0,0,0,0,9,1
25259,201201XH30569,3,2,1,1,8,3,0,0,0,0,0,9,1
25269,201201XH30579,1,1,1,1,7,3,0,0,0,0,0,9,1
25271,201201XH30581,1,1,1,1,8,3,0,0,0,0,0,19,3
25272,201201XH30581,2,2,1,1,-1,3,0,0,0,0,0,9,-1
25273,201201XH30582,1,1,1,2,8,3,0,0,0,0,0,9,-1
25356,201201XH30658,1,1,1,1,7,3,0,0,0,0,0,9,1
25357,201201XH30659,1,1,1,1,5,3,0,0,0,0,0,9,1
25362,201201XH30662,2,1,1,2,6,3,0,0,0,0,0,9,1
25363,201201XH30662,2,2,2,2,-1,3,0,0,1,0,0,9,-1
25380,201201XH30669,1,1,1,1,7,3,0,0,0,0,0,3,1
25384,201201XH30673,2,1,1,2,7,3,0,0,0,0,0,9,1
25393,201201XH30678,2,1,1,1,7,3,0,0,0,0,0,9,1
25394,201201XH30678,3,2,1,2,7,3,0,0,0,0,0,9,1
25397,201201XH30682,1,1,1,2,8,3,0,0,0,0,0,9,1
25398,201201XH30682,2,2,1,1,7,3,0,0,0,0,0,9,1
25399,201201XH30683,1,1,1,2,7,3,0,0,0,0,0,5,3
25416,201201XH30703,1,1,1,1,5,3,0,0,0,0,0,9,1
25417,201201XH30703,1,2,2,1,-1,3,0,0,1,0,0,9,1
25431,201201XH30718,1,1,1,1,5,3,0,0,0,0,0,5,1
25435,201201XH30721,1,1,1,1,8,3,0,0,0,0,0,9,3
25438,201201XH30724,2,1,2,1,8,3,0,0,1,0,0,9,1
25439,201201XH30724,2,2,2,2,8,3,0,0,2,0,0,9,-1
25440,201201XH30724,2,3,2,1,6,3,0,0,2,0,0,9,-1
25444,201201XH30728,1,1,1,2,11,3,0,0,0,0,0,9,1
25455,201201XH30738,2,1,1,2,9,3,0,0,0,0,0,9,1
25480,201201XH30764,3,1,1,1,9,3,0,0,0,0,0,9,1
25491,201201XH30775,1,1,1,1,8,3,0,0,0,0,0,9,-1
25493,201201XH30777,1,1,1,1,-1,3,0,0,0,0,0,9,1
25494,201201XH30778,1,1,1,1,6,3,0,0,0,0,0,9,-1
25495,201201XH30778,2,2,2,1,9,3,0,0,1,0,0,9,2
25496,201201XH30779,3,1,1,2,6,3,0,0,0,0,0,9,1
25509,201201XH30790,2,1,1,1,7,3,0,0,0,0,0,10,1
25510,201201XH30790,2,2,2,1,3,3,0,0,0,0,0,10,1
25511,201201XH30790,2,3,2,2,4,3,0,0,0,0,0,10,1
25512,201201XH30790,2,4,2,1,3,3,0,0,0,0,0,10,1
25513,201201XH30790,2,5,2,2,8,3,0,0,0,0,0,10,1
25514,201201XH30790,3,6,1,2,5,3,0,0,0,0,0,9,2
25520,201201XH30797,1,1,1,2,-1,3,0,0,0,0,0,9,-1
25541,201201XH30819,2,1,1,1,6,3,0,0,0,0,0,9,1
25542,201201XH30820,1,1,1,1,7,3,0,0,0,0,0,19,1
25543,201201XH30820,2,2,1,1,10,3,0,0,0,0,0,9,3
25544,201201XH30820,3,3,1,1,10,3,0,0,0,0,0,9,1
25547,201201XH30825,1,1,1,1,7,3,0,0,0,0,0,9,-1
25548,201201XH30825,1,2,2,1,7,3,0,0,2,0,0,9,1
25549,201201XH30827,1,1,1,1,7,3,0,0,0,0,0,9,-1
25552,201201XH30830,3,1,1,1,11,3,0,0,0,0,0,8,1
25553,201201XH30830,3,2,2,1,-1,3,0,0,2,0,0,8,-1
25567,201201XH30841,2,1,1,1,6,3,0,0,0,0,0,9,1
25568,201201XH30841,3,2,1,2,8,3,0,0,0,0,0,9,-1
25569,201201XH30841,5,3,2,2,3,3,0,0,1,0,0,9,-1
25607,201201YE80016,1,1,1,2,5,3,0,0,0,0,0,9,1
25648,201201YE80053,1,1,1,1,6,3,0,0,0,0,0,9,3
25651,201201YE80055,1,1,1,2,5,3,0,0,0,0,0,9,1
25652,201201YE80055,2,2,1,1,7,3,0,0,0,0,0,9,1
25721,201201YE80128,2,1,1,1,6,3,0,0,0,0,0,9,1
25742,201201YE80150,2,1,1,1,6,3,0,0,0,0,0,9,1
25773,201201YE80179,1,1,1,1,5,3,0,0,0,0,0,9,-1
25774,201201YE80179,1,2,2,1,6,3,0,0,1,0,0,9,1
25780,201201YE80186,1,1,2,2,5,3,0,0,1,0,0,9,1
25781,201201YE80186,4,2,1,1,9,3,0,0,0,0,0,9,1
25786,201201YE80191,1,1,1,1,7,3,0,0,0,0,0,9,1
25890,201201YE80287,3,1,1,2,6,3,0,0,0,0,0,9,1
25907,201201YE80304,1,1,1,1,5,3,0,0,0,0,0,9,1
25944,201201YE80344,2,1,1,1,6,3,0,0,0,0,0,9,1
25947,201201YE80348,1,1,1,2,7,3,0,0,0,0,0,9,1
25948,201201YE80348,2,2,1,2,6,3,0,0,0,0,0,9,-1
25949,201201YE80348,3,3,1,1,6,3,0,0,0,0,0,9,-1
25955,201201YE80358,2,1,1,1,7,3,0,0,0,0,0,9,-1
25959,201201YE80362,1,2,1,1,7,3,0,0,0,0,0,9,1
25960,201201YE80362,2,1,1,1,6,2,0,0,0,0,0,9,1
25963,201201YE80365,1,1,1,1,4,3,0,0,0,0,0,9,1
25964,201201YE80365,1,2,2,1,5,3,0,0,1,0,0,9,1
25965,201201YE80365,1,3,2,1,6,3,0,0,2,0,0,9,-1
25966,201201YE80365,2,4,1,2,6,3,0,0,0,0,0,9,1
25967,201201YE80365,3,5,1,1,7,3,0,0,0,0,0,9,1
26006,201201YE80402,1,1,1,1,6,3,0,0,0,0,0,9,1
26007,201201YE80402,1,2,2,2,5,3,0,0,1,0,0,9,1
26008,201201YE80402,1,3,2,1,-1,3,0,0,2,0,0,9,-1
26099,201201YE80472,1,1,2,1,7,3,0,0,1,0,0,9,-1
26100,201201YE80472,2,2,2,1,7,3,0,0,1,0,0,9,-1
26110,201201YE80484,1,1,1,2,6,3,0,0,0,0,0,9,-1
26111,201201YE80484,1,2,2,1,6,3,0,0,1,0,0,9,-1
26113,201201YE80487,1,1,1,2,7,3,0,0,0,0,0,9,1
26114,201201YE80487,1,2,2,2,10,3,0,0,1,0,0,9,1
26142,201201YE80515,2,1,1,1,8,3,0,0,0,0,0,9,-1
26190,201201YE80559,1,1,1,1,8,3,0,0,0,0,0,19,3
26259,201201YE80628,2,1,1,1,6,3,0,0,0,0,0,9,1
26260,201201YE80629,1,1,1,1,5,3,0,0,0,0,0,5,1
26294,201201YE80656,1,1,1,1,-1,3,0,0,0,0,0,4,-1
26314,201201YE80674,1,1,1,1,6,3,0,0,0,0,0,9,1
26333,201201YE80697,2,1,1,2,5,3,0,0,0,0,0,9,1
26351,201201YE80711,1,1,1,1,9,3,0,0,0,0,0,9,1
26388,201201YE80746,2,1,1,1,5,3,0,0,0,0,0,19,1
26394,201201YE80752,2,1,1,1,8,3,0,0,0,0,0,19,-1
26396,201201YE80754,1,1,1,1,-1,3,0,0,0,0,0,9,-1
26401,201201YE80759,1,1,1,2,6,3,0,0,0,0,0,9,1
26402,201201YE80759,1,2,2,1,6,3,0,0,1,0,0,9,-1
26403,201201YE80761,2,1,1,2,8,3,0,0,0,0,0,9,1
26404,201201YE80762,1,1,2,2,6,2,0,0,1,0,0,9,1
26405,201201YE80762,1,2,2,1,1,2,0,0,2,0,0,9,1
26406,201201YE80762,1,3,2,1,1,2,0,0,2,0,0,9,1
26410,201201YE80766,2,1,1,2,8,3,0,0,0,0,0,9,-1
26412,201201YE80768,1,1,1,1,7,3,0,0,0,0,0,9,1
26413,201201YE80768,1,2,2,2,7,3,0,0,1,0,0,9,1
26418,201201YE80773,1,1,1,1,6,3,0,0,0,0,0,9,1
26441,201201YE80794,1,1,1,2,8,3,0,0,0,0,0,9,1
26442,201201YE80796,1,1,1,1,10,3,0,0,0,0,0,9,1
26462,201201YE80810,1,1,1,1,6,3,0,0,0,0,0,9,-1
26463,201201YE80810,4,2,1,2,6,3,0,0,0,0,0,9,1
26476,201201YE80820,2,1,1,1,7,3,0,0,0,0,0,9,-1
26477,201201YE80820,2,2,2,2,-1,3,0,0,1,0,0,9,-1
26516,201201YE80862,1,2,2,1,-1,3,0,0,1,0,0,9,-1
26517,201201YE80862,1,3,2,2,-1,3,0,0,1,0,0,9,-1
26518,201201YE80862,2,1,1,1,-1,3,0,0,0,0,0,9,-1
28824,2012030000007,1,1,1,1,7,3,0,0,0,0,0,21,1
28825,2012030000008,1,1,1,1,6,3,0,0,0,0,0,9,1
28826,2012030000008,1,2,2,1,1,2,0,0,2,0,0,9,1
28827,2012030000008,1,3,2,1,1,3,0,0,2,0,0,9,1
28836,2012030000024,1,1,1,1,9,3,0,0,0,0,0,21,1
28837,2012030000027,1,1,1,1,6,3,0,0,0,0,0,19,1
28921,2012030000142,2,1,1,1,5,3,0,0,0,0,0,9,1
28926,2012030000163,1,1,1,1,6,3,0,0,0,0,0,9,1
28927,2012030000163,1,2,2,1,6,3,0,0,1,0,0,9,1
28936,2012030000179,1,1,1,1,8,3,0,0,0,0,0,9,1
29002,2012030000293,1,1,2,1,4,3,0,0,1,0,0,9,3
29008,2012030000300,1,1,1,1,4,3,0,0,0,0,0,9,1
29009,2012030000300,2,2,1,1,6,3,0,0,0,0,0,9,1
29010,2012030000300,3,3,1,2,6,3,0,0,0,0,0,9,1
29020,2012030000325,2,1,2,2,6,3,0,0,1,0,0,9,1
29060,2012030000368,2,1,1,2,8,3,0,0,0,0,0,9,1
29061,2012030000368,2,2,2,2,6,3,0,0,2,0,0,9,1
29147,2012030000512,1,1,1,1,5,3,0,0,0,0,0,9,1
29262,2012030000747,1,1,2,2,5,3,0,0,1,0,0,9,3
29264,2012030000750,1,1,1,1,6,3,0,0,0,0,0,9,1
29286,2012030000800,1,1,1,1,6,3,0,0,0,0,0,21,1
29316,2012030000828,2,1,1,2,9,3,0,0,0,0,0,9,3
29319,2012030000830,1,1,2,1,5,3,0,0,1,0,0,9,3
29320,2012030000830,1,2,2,1,6,3,0,0,2,0,0,9,3
29384,2012030000908,1,1,1,2,8,3,0,0,0,0,0,5,1
29391,2012030000924,1,1,1,1,9,2,0,0,0,0,0,9,1
29392,2012030000924,1,2,2,2,7,1,0,0,1,0,0,9,1
29433,2012030001032,1,1,2,1,11,2,0,0,1,0,0,9,3
29434,2012030001032,1,2,2,2,9,3,0,0,2,0,0,9,1
29529,2012030001174,1,1,1,2,9,3,0,0,0,0,0,9,2
29678,2012030001433,1,1,1,1,6,2,0,0,0,0,0,9,1
29679,2012030001433,1,2,2,2,4,3,0,0,2,0,0,9,1
29680,2012030001433,1,3,2,2,6,3,0,0,1,0,0,9,1
29681,2012030001433,1,4,2,1,5,3,0,0,2,0,0,9,2
29709,2012030001479,2,1,1,2,5,3,0,0,0,0,0,9,1
29713,2012030001485,1,1,2,1,7,2,0,0,1,0,0,9,1
29718,2012030001497,1,1,2,2,4,3,0,0,1,0,0,9,-1
29725,2012030001513,1,1,1,1,5,3,0,0,0,0,0,9,1
29728,2012030001516,2,1,1,1,8,3,0,0,0,0,0,90,3
29762,2012030001564,1,1,1,2,8,3,0,0,0,0,0,9,2
29763,2012030001564,1,2,2,2,11,3,0,0,1,0,0,9,3
29791,2012030001628,2,1,1,1,5,3,0,0,0,0,0,9,1
29804,2012030001644,1,1,1,1,8,3,0,0,0,0,0,9,1
29826,2012030001676,1,1,1,2,6,3,0,0,0,0,0,9,1
29844,2012030001712,1,1,1,1,10,3,0,0,0,0,0,9,1
29928,2012030001874,2,1,1,1,9,3,0,0,0,0,0,9,1
29971,2012030001966,1,1,1,2,4,3,0,0,0,0,0,9,1
29987,2012030002003,1,1,1,1,8,3,0,0,0,0,0,9,3
30001,2012030002039,1,1,1,2,6,3,0,0,0,0,0,9,-1
30020,2012030002059,1,1,1,1,4,3,0,0,0,0,0,9,1
30047,2012030002089,1,1,1,1,5,3,0,0,0,0,0,5,3
30082,2012030002153,2,1,1,1,6,3,0,0,0,0,0,9,1
30083,2012030002153,2,2,2,1,7,3,0,0,1,0,0,9,1
30314,2012030002601,2,1,1,2,5,3,0,0,0,0,0,9,1
30315,2012030002601,2,2,2,1,5,3,0,0,1,0,0,9,1
30316,2012030002601,2,3,2,1,6,3,0,0,2,0,0,9,1
30317,2012030002601,2,4,2,2,5,3,0,0,2,0,0,9,1
30355,2012030002662,2,1,1,1,6,3,0,0,0,0,0,9,1
30356,2012030002662,2,2,2,1,6,3,0,0,2,0,0,9,1
30357,2012030002662,2,3,2,1,5,3,0,0,1,0,0,9,1
30393,2012030002696,1,1,1,1,9,3,0,0,0,0,0,20,1
30404,2012030002703,1,1,1,1,6,3,0,0,0,0,0,9,3
30405,2012030002703,1,2,2,2,6,3,0,0,1,0,0,9,-1
30482,2012030002859,1,1,1,1,7,3,0,0,0,0,0,9,1
30509,2012030002928,1,1,1,1,8,3,0,0,0,0,0,9,1
30510,2012030002928,2,2,1,1,6,3,0,0,0,0,0,9,1
30749,201204AL12151,2,1,1,1,7,3,0,0,0,0,0,90,1
31855,201204BB12164,1,1,1,1,5,3,0,0,0,0,0,9,3
31856,201204BB12164,1,2,2,2,4,3,0,0,1,0,0,9,-1
33602,201204DF12108,1,1,1,1,8,3,0,0,0,0,0,9,2
